miRNA_region_id,e841eb85-0fa6-43bc-8849-716e5fac921c,4941a6e3-84e3-4afa-8ce4-a6bd1420a438,1c5f84e6-1571-4cb9-b7b9-bfa6b13e121e,15a656bc-0f5f-4f06-80ad-0584bf873805,f88848be-c988-4cef-805f-193477175d27,cb0cbce4-ed6f-4819-a83d-00f7bfe400ac,50c0b143-29b8-4060-a63e-d263ae52b029,87ca2702-d747-4c73-92ff-a8b7f30fb306,cf5ab327-47ee-40eb-a06c-3a8fef2a1ebb,571f1dd9-cf46-472e-96b4-0835b2d711a8,5fe54448-f2fa-433e-b24a-6ddf81cba9d4,70db5d78-573e-48df-a32b-66d0f1a9d9f8,5c16f348-ee14-46ea-8b6f-4862fc7b9b45,c1cd6d37-7a60-4c0e-bcd6-8a4d6d388699,bc98d560-25d3-4e7c-8212-00d1f5148dde,c4c0f12e-f16c-4c27-b711-bf6c57bda4e7,1cb6a927-ef19-487d-a0c1-f75b6ddbcd74,014808e2-fe91-4ef9-9b5b-882a9b1d350a,c5b2ce8f-1e3e-4560-ab85-fb0b0a89c67d,d27b5727-57fb-4a17-bb14-fe8003dea343,7f008fe1-75ea-44ca-b9a8-27c4222a3ebc,bf48419a-0ff6-43aa-a0ed-dfad83133863,c4b55e40-cf48-4d8d-8e7d-5fb8cfcb4a75,b11194e9-d6e1-4f0e-b88c-251a369fba1e,d1fbd937-025a-4aee-ae98-86ab414fd224,88e4b726-8b27-48e2-84a2-0f3de9b414e9,803883d2-6f3f-4672-918c-c80aca312bf9,8eb1a36e-89ca-4080-afee-3ffa4a874bc1,a53818cf-10e2-4384-85dc-962ca915d9ff,f37b4d0b-91e7-4b21-bf66-325387326d94,2f6dfeec-9971-4a74-a4cc-412b441730c6,87bff627-7d8f-41d8-b9b7-26613ba86941,a9047869-3066-4e8d-805d-3efbcadf5355,1846a6f8-8127-424a-b492-c09d91b91931,9c935a84-18a9-48af-b515-edd1db7e4768,1e5f58f3-aa26-4fc7-a704-200bf205dbfe,53854d3d-1094-4e15-bf32-f0b3ce77d679,c2a3f9ab-9dc7-48a5-9a8c-a2da7c11a793,d77f7eb5-1943-4147-8a02-c33289a8ed75,e137d046-1182-4fc5-af84-84b2c7ed47f5,9d110436-8434-4974-b3ca-311c11a447e7,1f1f7941-47bd-4a90-badf-ba6bf048c9d9,77cd82b7-c824-4d2f-99f0-326ccfa1d3ac,871b733f-966f-4c2f-aeff-1fa373fdba3b,24c6eb66-7e03-4078-868e-d33df83f0851,beec3eb1-cc60-40d6-b83f-158b3d66e7bc,af9371a0-7b65-4e61-ba72-572c056f6265,6307ea16-0d63-4fcf-843c-8d0200f9ed53,61df0f1a-f2c7-4b57-84fc-1571be570fd0,9336dfcd-fb41-44f1-95b8-edfce624ea98,83d0a04c-e990-4d4f-af6e-666d5e521d9b,4a9e0961-41b3-4e07-a4ba-f7574662f501,c4b1b889-0340-42f9-aea3-b7797232bb55,744381ad-64d7-47fb-8fac-b5b9c910ddbf,cf5bd0a9-6891-4bf0-8d09-4c235e208291,a0d63f75-62f5-4bc6-82b8-e3d41c5708f4,f3660d46-1b93-4a8b-8f4e-21cd872548ab,1e30fd9b-77dc-451e-9894-4740b51fe6b8,f4f9a228-3aba-4a06-a64b-241616713cf7,f507feab-b895-4a33-8daa-44a681edd905,b7a062ee-2ea3-4fce-862e-adb86c42a9ec,e18f28eb-b4c0-46e9-9fee-7194d77c65ee,935b5f15-eded-4c7b-a912-99cdd8b33594,f2edea21-ce45-4fe5-b0de-499c2e50f0c4,a94f6890-7675-4166-a0d5-746e7c690c63,e12c0da3-79fe-4fef-aa84-195e53b32a44,2f1fe5b6-f5ec-41d1-bf98-3455ed635bfb,bad24748-3268-4e31-8ae1-35a84c16acbf,09cf7c34-2a62-4334-a246-73877305b361,9711f9ba-0f6c-446a-9097-f514fa6441d6,dba8d64b-b2a8-426a-ad43-0ba21aeb5c51,d45379cd-88e5-42fe-9e61-29223c079002,69a63fd5-3647-4681-ab0d-964d5dbe7287,91a97f93-53f2-4571-a4bc-233643a1da0b,9c68a687-af95-43b0-918d-85e7079fb3e8,7c275803-bb6d-4fbc-b851-5fcb393f8496,e6844069-5753-414d-94f3-4e3fc0b2793f,a83060e9-a15a-46c5-85f9-9dbd3cd0166f,6cfe6db4-c7c5-408c-b43e-45f6953114f0,8ae26ade-1ddf-45e2-a297-61baeacadd6c,e0d903f9-3249-4af6-887a-080ad4024cd2,a012c66a-bcb7-46f6-a6c0-29a971ba543f,65654739-bed4-4ea7-b75c-ca1f278adcc9,d98594fb-1051-44f6-b016-8c2d9284383b,efc2c7f1-12a6-4cc2-bf88-73f2713bdd56,cca41100-3e14-4d5e-91f8-be8607823ac6,4c5502b4-f137-4b70-a5a9-65ee2245d94d,c138edb1-07ef-40ee-bb5e-591cffd94699,f2514068-0386-4006-9809-c0d8b29c6355,cc09326c-c449-49e6-85d8-67ff565b6d65,099fa301-2bd0-4cf8-b419-84c0c9e4441d,1bbd0662-6be7-4f97-9c49-e827ad5eca17,13da461a-0f97-4b71-b573-7b8347073c7b,78090b15-811b-4b2b-9559-8fbfbcaad80c,e6f5763b-ef3e-430a-b47a-dff65e2768eb,04ab7272-e2e2-47a8-8bc1-6c10f4b0624b,b5404c18-0496-4c3b-8d8a-2a0456d729f2,d3a5c8df-e9e4-414d-9584-1fc13845edb6,054fdd39-3fa4-4676-8341-6b66da8dc3f5,d06292bd-c8bb-47b2-9506-6f3c9e021d27,0b4727f6-8ed4-4ad6-a3fe-81a58dd7d033,d464d804-d185-4dee-b822-ef874fad77de,404cd7fd-7dbb-4fc9-b3f1-e3b523f1b322,6e528c0b-ea1b-4ac5-a2f0-9667a1ca1b44,aeee0cc4-69ba-4335-8629-57d1ae11716c,d507dac5-5517-4f37-a9e9-fafda456ddd0,a1f1b5f0-6161-45d2-a0cf-f62b4f48c8fc,828a2b26-d2d0-4f4f-8ab3-22f3bf82b61a,dd0e32d6-4704-4abd-82e4-2041fbc19a79,0a8016e1-0321-4421-a5ad-db2fd9caf7ab,e7b953fa-ad4a-4931-9ff0-43ed402d7110,7b9a5582-5ce8-45b7-a699-4b0d6e5559e2,0397db08-993e-4a47-802e-36f88161ec6f,42f12ac2-0c43-4fea-bf8f-edc15cd33d47,f5b1694d-7bd1-43be-8ec6-2bcaad95d802,ce2f555b-bfd9-4a8a-84b1-54feaf484cd2,d7e60e41-5da6-49df-a8e4-c732699a6f61,6a813732-f636-4369-8a31-04ef69340706,ed716c0b-4b09-4902-86b8-6955488d60c3,7262f244-82d5-4d3c-8762-782c5381a6e5,non_zero_samples,%_non_zero_samples
MIMAT0003249,15.249517,28.958975000000002,27.666995,6.649782,32.521118,2.487438,13.855622,47.65706,55.550254,44.367850999999995,45.568584,17.683647,24.794779000000002,11.9763,22.197173,14.945840000000002,8.611583,4.649556,15.10585,11.548921,25.130228,11.655275,5.413977999999999,12.326394,17.102638,39.519391999999996,15.892875,22.072560000000003,19.22323,8.555987,14.997218,29.884645,12.373714999999999,26.38141,11.365196,11.528680000000001,17.153454,27.178327,9.829766,8.511024,26.206491,22.618589,28.781034000000002,24.35916,48.019317,11.819716,19.13201,20.241869,35.490135,6.092772,40.462454,30.062115,122.04591799999999,18.636567,34.830148,25.226212999999998,39.967085,13.996751,16.940119,41.286768,86.93089900000001,32.240405,34.334333,47.089042,14.530595,14.59731,132.750976,17.146953999999997,23.753844,8.657883,52.589739,29.45557,23.035852,48.29735899999999,16.22137,22.968925999999996,12.559356,15.657606999999999,9.515015,11.097565,7.7104230000000005,23.471640999999998,14.860166,41.133435,64.49139100000001,23.508721,7.939274999999999,17.694574,16.181493,31.337663000000003,16.821607,8.66226,4.5062180000000005,40.586146,18.497477,25.256621,22.796426,15.756083,35.374131,1.445535,15.177304999999999,9.054392,13.874457,21.070373999999997,63.19891,9.46139,36.173291,21.287065,13.500432,6.04397,15.979308,11.399125999999999,46.616415,52.061988,41.124755,24.214307,10.707467,22.843298,22.325758,15.876532000000001,120,100.0
MIMAT0003254,0.762476,0.567823,2.7667,,0.580734,,,0.518012,,1.167575,1.553475,2.852201,,0.5703,,,5.166951,3.321112,,1.358696,,1.371209,4.183529,1.120581,0.438529,1.317313,,2.648706,,0.950665,,1.86779,,1.034565,0.75768,0.768579,,,0.92154,,0.794136,3.571356,,1.660851,1.890525,2.363943,,,,1.107776,0.518749,1.252588,0.691478,1.774912,1.290005,,0.587751,1.076674,1.303086,,,5.689483,,1.070206,,1.327028,0.524707,1.353707,,0.72149,0.76217,0.920487,0.85318,,6.9520159999999995,2.635779,0.697742,4.416248,0.453096,0.76535,,,,5.051475,0.499933,,,1.769458,1.198629,,,0.393739,,2.705743,4.404161,0.81473,0.77276,0.286474,0.620599,,0.316194,5.350322,,2.107037,0.626618,,0.53196,,,1.726849,,,,,2.419103,,,1.473761,,,72,60.0
MIMAT0003256,8.387234,5.1104069999999995,0.691675,0.831223,0.580734,1.658292,1.807255,5.698127,0.653532,9.3406,13.463446000000001,3.422641,4.722815000000001,8.5545,3.599542,1.06756,5.16695,2.656889,0.520891,4.07609,4.188372,4.113626,4.429618,2.241163,0.877058,3.2932829999999997,1.64409,8.829023,0.800968,3.802661,2.14246,3.73558,2.474742,1.034565,3.030719,1.537158,3.176565,1.7725,7.986685,1.621148,3.176544,3.571356,0.737975,5.5361720000000005,,2.363943,2.20754,3.1751950000000004,3.3272,4.984995,4.149995,4.3840580000000005,3.80313,5.324734,,3.264569,2.3510050000000002,1.61501,1.303086,2.5804229999999997,5.156918,1.26433,0.837423,1.605308,5.58869,1.990542,,2.256178,3.276392,4.689687,7.621701,7.363892,,,9.269355,3.7653980000000002,1.046613,2.0073849999999998,3.624768,4.9747710000000005,2.840682,4.941398,5.814848,3.608196,0.999867,0.559731,1.25357,7.07783,2.996573,2.021784,1.6821610000000002,0.787478,4.506216,0.676436,3.523328,8.962027,1.931901,0.859423,1.861796,5.203925,0.316194,2.057816,2.312409,2.633797,3.13309,0.525633,1.3298999999999999,1.935188,2.934876,7.770819,5.326436,3.546395,3.2905699999999998,4.004768,1.612736,5.650005,2.470954,4.421283,2.09304,3.342428,115,95.83333333333334
MIMAT0003257,2.2874280000000002,1.135646,0.691675,3.324891,1.7422019999999998,,1.204837,0.518012,,7.00545,1.03565,1.7113199999999997,1.771056,1.1406,2.999619,2.6689000000000003,6.889268,1.9926659999999998,1.041782,4.076089,1.7950169999999999,,25.101169000000002,,0.877058,3.2932829999999997,,4.414512,0.800968,3.80266,2.6780749999999998,,0.824914,0.775923,4.546079,,3.176565,0.590833,0.61436,5.674017,0.794136,,0.737975,3.321704,2.646735,0.787981,0.735847,1.587596,,7.200547,2.074996,12.52588,3.45739,,1.290006,8.013033,2.938756,1.6150099999999998,15.637032,,4.420217,0.632165,0.837423,2.675515,3.3532139999999995,3.3175700000000004,3.148243,1.3537080000000001,2.457294,0.360745,7.621701,3.681947,0.85318,,3.476008,1.5061589999999998,,3.211816,3.171672,0.76535,,0.617675,1.9382819999999998,2.164917,1.999733,0.559731,1.25357,0.884729,1.19863,2.021784,1.2616200000000002,0.393739,1.502073,3.7203980000000003,5.284993,9.776757,0.77276,1.4323700000000001,,1.445535,1.5809699999999998,5.350323,0.770803,1.580277,1.611304,1.051266,1.86186,8.224549,2.3479,3.453697,4.261148,1.26657,0.548428,2.669846,7.25731,3.228576,1.647302,2.947523,0.69768,4.1780349999999995,105,87.5
MIMAT0003258,13.724565000000002,22.712922000000002,12.450148,14.130787,13.937622,7.462315,11.445949,6.73415,2.61413,25.686650999999998,12.945621000000001,26.810691000000002,11.216686,17.679301,11.398548,17.08096,56.836449,17.934003,14.584958,27.173931,10.171759,17.14011,27.808157,6.723487,14.909992,37.543422,7.672421999999999,47.676729,5.206291,19.96397,10.712298,26.149064,12.373716,10.087009,14.395914000000001,13.065837,18.42408,8.862498,39.933426999999995,14.590328,7.147225,70.23667400000001,31.732934999999998,37.092357,3.7810490000000003,11.819716,8.830159,13.891478999999999,12.199734,33.787189,8.29999,43.840585000000004,8.297739,14.199289,21.285090999999998,21.664865000000002,8.816269,15.073424,18.894748,5.805952,17.680861,10.746802,15.911032,19.798802,29.061189,25.213535,4.722367,4.061121,17.201060000000002,16.233531000000003,29.724635,36.819462,13.650876,1.931894,8.110685,14.685051,10.466130000000001,48.177254000000005,10.874303000000001,16.455009,20.290586,15.44187,10.983601,15.876063,2.999599,5.597315,4.178565,17.694575,9.589032,20.217847,13.036746,3.149913,13.017959,4.058615,25.544134000000003,19.553512,11.977783000000002,8.021279,7.447186,22.839446000000002,6.007683,33.748188,32.373734,18.436577999999997,19.514677000000002,20.499677,5.319601,19.351876999999998,10.565557,29.356429,19.175169,5.066278,15.355996,34.707993,16.933722,34.707173,21.414933,6.631926,6.27912,26.73942,120,100.0
MIMAT0003260,7.624758000000001,2.271292,4.150049,3.324891,4.0651399999999995,0.829146,6.626602,8.288185,0.653532,8.173025,20.195168000000002,9.697484,5.313167,61.022103,3.5995410000000003,2.13512,5.741056,7.970668,6.250697,4.755438,4.78671,15.768902,6.890517,4.482325,1.754116,1.97597,3.836211,14.126438,4.405324,8.555987,8.569838,4.669476,8.249143,3.103695,6.819116999999999,5.380051,8.259070000000001,3.545,13.515929,8.511024,,23.809041,7.379752,18.822988,0.75621,0.787981,9.566005,4.365893,8.872533,7.754436999999999,0.518749,3.757764,7.260522,1.774912,4.515019000000001,4.451685,1.175502,4.845029,26.061722,0.645106,1.473406,8.218142,6.699382,4.815925,1.117738,4.644598,0.524707,6.768535,5.733686,14.069061,2.28651,5.522920000000001,21.329492,3.863788,6.952016,5.271557,10.815000999999999,17.263515,3.171672,12.24559,4.869741,1.23535,12.921884,8.659671,,2.7986570000000004,5.849991,2.654186,3.5958880000000004,5.054461,,3.149912,17.524176,1.352872,7.92749,21.997701,4.250181,26.642106,19.859162,4.047497,4.426714,1.23469,0.770803,18.436577,5.550046,15.768982,8.511363,1.935188,6.456729,1.726849,10.652871999999999,1.013256,9.323283,20.023841,,5.650006,5.76556,2.947523,2.79072,4.1780349999999995,116,96.66666666666667
MIMAT0003266,11.437137,30.662444,2.7667,3.324891,4.065139,2.487438,19.879805,11.396254,11.110051,53.708451999999994,16.052569000000002,8.556604,10.626334,5.1327,7.799007,7.47292,15.500851,1.992667,5.208913000000001,6.114134,1.795016,8.912858,25.839438,13.446975,6.1394079999999995,2.634627,14.796814999999999,4.414512,2.402904,6.654656,9.105454,15.876217,4.949486,18.104888000000003,24.245749999999997,9.991523,27.953776,5.908332,3.378983,3.242295,16.676858,9.523617,2.213926,10.518727999999998,7.940202000000001,12.607697,23.547089999999997,6.35039,12.199732999999998,1.107777,6.743742,5.636646,2.420174,5.324734,5.805025,16.322844,5.2897609999999995,11.305068,17.591662,1.290211,2.94681,6.953812999999999,8.374228,3.745719,8.941904,3.981084,1.049415,8.573478,3.276392,8.297138,6.8595310000000005,0.920487,143.33419300000003,21.894804,42.870765,36.147818,3.8375809999999997,30.913736999999998,0.906192,28.317923,2.840682,3.70605,5.814846999999999,45.463269999999994,8.498866,17.351675,2.089283,5.308372,2.397259,3.0326769999999996,30.699434,2.756173,5.507598,8.793664999999999,4.404161,6.517838,6.182081,9.740124999999999,8.688383,4.914818,29.406026999999998,5.761886,13.874458,7.374631,26.31796,15.243348999999998,1.06392,3.3865790000000002,0.586975,42.307795,30.893328,6.332847999999999,4.387427,5.339692,21.771929,7.264292,7.412862,3.684403,19.535039,16.712138,120,100.0
MIMAT0003275,1.524952,0.567823,,,,,,,,,0.517825,,,0.5703,,,,,,,,0.685604,,1.120581,0.438529,,1.09606,,0.400484,,,,,,0.75768,,,,,,,,,,,,,,,,1.037498,,0.345739,,,,,,,0.322553,1.473405,,0.837423,,,,1.049414,,,,,,,1.931895,,,,,0.906192,,,,,,,,,,,,0.42054,,,0.676436,,0.81473,,,,0.289107,,,,0.526759,0.179034,,,,,,1.065287,0.253314,,,,,,,,,26,21.666666666666668
MIMAT0003283,4.574855,9.085168999999999,22.133597,49.873363,6.968811,12.437192,,1.036023,1.960597,15.178475,1.553475,60.466665000000006,2.95176,0.5703,26.996560999999996,38.96594,86.689938,13.948668999999999,42.713094,5.434786,7.778404,4.799231,223.6957,33.617438,23.680576,14.490445000000001,3.8362119999999997,1.765805,6.407744,13.309313,46.062882,21.479589,0.824914,11.380216,9.092156,32.280304,5.082504,4.135833,24.267237,44.986845,33.353716,73.808029,14.759504000000002,8.857877,20.795767,24.427412999999998,4.41508,31.751955,26.617602,5.538883,3.6312450000000003,108.348876,11.409392,10.649467,1.935008,9.496928,4.1142590000000006,,3.909258,1.935317,26.521290999999998,13.907626,7.536805,44.413528,15.648332,26.540564,,4.061121,21.296550000000003,50.865066999999996,1.52434,3.681947,5.972258,1.28793,3.476007,17.697369000000002,6.628549,55.002364,46.215787,2.6787229999999997,104.293611,16.059545,6.460941999999999,44.019992,7.998933,1.679193,2.924996,13.27093,0.599315,1.010892,26.914572,1.968695,1.502072,13.866933,14.093315,23.62716,8.113982,10.599548,1.8617970000000001,16.479094,5.059101999999999,118.11866,46.248193,48.461862,10.02589,2.628163,39.897012000000004,44.993114,1.17395,23.312458,57.525508,2.53314,7.129569,8.009537,8.063677,4.842862,45.300822,8.842567,6.9768,55.150054,117,97.5
MIMAT0003284,3.049904,5.678229999999999,6.91675,0.831223,0.580734,3.316584,1.204837,4.144094,3.921194,10.508175,3.106949,2.28176,5.313167,4.5624,0.599924,1.60134,9.185689,2.656889,4.167129999999999,6.114134,4.188372,2.056813,14.027123,4.4823249999999994,2.631175,0.658657,1.64409,3.531609,0.800968,1.90133,2.14246,5.60337,1.649828,5.431466,3.03072,8.454365,5.082504,3.544999,3.071802,3.2422950000000004,3.176544,7.142712,5.165826,7.750642,1.134315,3.939905,2.207541,3.572094,4.436266,5.5388839999999995,4.149994,11.273293,3.1116520000000003,3.549822,3.870016,1.483895,5.289762,1.6150099999999998,,1.290212,10.313836,3.160824,5.86196,,6.706428,5.308112,,2.707415,3.276392,2.8859600000000003,3.048681,6.4434070000000006,7.678618,,3.476007,3.765398,2.442097,2.810339,4.53096,6.505469,3.652305,0.617675,7.75313,1.443278,0.499933,1.119462,2.50714,4.423644,4.195203,3.0326759999999995,6.728643,0.393739,2.503454,2.705744,9.689153,13.850404000000001,3.8638009999999996,3.151216,1.8617970000000001,2.312856,1.264776,9.465957000000001,3.8540159999999997,6.847873,4.296811,3.67943,2.39382,6.773157,1.760926,6.04397,3.1958610000000003,2.786454,1.096857,12.014306,5.644575,4.035719,2.470954,13.263851,,,114,95.0
MIMAT0003293,1.524952,1.703469,,0.831223,,0.829146,1.204837,1.036024,0.653532,1.167575,1.03565,,,1.1406,,2.6689000000000003,1.722318,1.992667,1.041782,,1.196678,0.685604,1.23045,1.120581,,0.658657,1.09606,0.882902,0.400484,0.950665,0.535615,0.933895,1.649828,0.258641,1.515359,,1.905939,,3.686162,1.215861,1.588272,1.190452,,,0.75621,,1.471694,1.1906970000000001,,,1.556248,,0.691478,1.774911,1.935009,0.890337,1.7632530000000002,1.076673,0.651543,0.645106,1.473406,2.5286589999999998,0.837423,2.1404110000000003,1.117738,1.990542,0.524707,1.353707,,0.360745,,0.920487,,1.931894,3.476008,0.75308,0.348871,8.431019,,,0.811624,1.853025,3.876565,3.6081960000000004,,2.238926,0.417857,2.654187,0.599315,1.010892,,0.787478,1.001382,,,,1.15914,0.286474,,1.156428,0.316194,2.057816,3.0832129999999998,1.053519,0.895169,0.525633,0.79794,0.967594,0.586975,,2.130574,0.253314,1.645285,,3.2254709999999998,0.807144,0.823651,,,0.835607,90,75.0
MIMAT0003294,15.249517,5.678229999999999,14.525173,6.649782,4.06514,0.829146,4.216928,5.180116,2.614129,1.167575,6.731723,1.14088,2.361408,7.4139,3.5995420000000005,5.3378,5.166952,6.642222,5.729804,2.717392,2.393356,7.541649,1.23045,7.844068999999999,5.262349,3.2932829999999997,,4.414512,4.805808,,4.28492,0.933895,3.299656,2.06913,0.75768,23.82594,12.070948,2.363332,12.901568,4.863444,1.588272,10.714068000000001,,3.875321,4.159154,3.151924,1.471694,11.113183,14.417868,4.9849950000000005,5.187493,8.141822,15.212522,7.099646000000001,13.545056,3.561348,1.7632530000000002,1.076673,4.560801,3.225529,3.683514,3.7929899999999996,1.674845,7.491438,13.412856,9.952711,3.148244,2.707414,1.638196,3.6074520000000003,3.81085,4.602434000000001,3.412719,7.727578,4.634677,5.271558,1.395484,4.416247,5.437152,3.061397,1.623248,4.941398,3.2304709999999996,17.31934,0.499933,,4.5964220000000005,4.423644,5.393832,8.087138,3.7848620000000004,1.181217,1.502072,1.0146540000000002,1.761664,3.2589189999999997,1.54552,6.875381000000001,1.8617970000000001,1.156428,0.632388,5.3503229999999995,0.770803,1.580277,2.864539,1.576899,8.245383,19.351877,2.347902,,3.1958610000000003,1.519884,3.838997,5.339691,15.320988,8.071437,3.294605,3.684403,4.88376,4.1780349999999995,115,95.83333333333334
MIMAT0003296,0.762476,1.135646,1.38335,2.493669,,,0.602418,0.518012,1.307064,2.33515,0.517825,,1.180704,1.7109,2.399695,1.06756,2.296423,0.664222,,1.358697,1.196678,1.371208,0.49218,2.241162,0.877058,1.97597,0.54803,2.648707,,1.90133,0.535615,1.86779,1.649829,1.0345650000000002,2.273039,2.305736,,,0.92154,1.215861,1.588272,2.380904,0.737975,1.107235,1.134315,1.575962,1.471694,1.5875970000000001,1.109067,2.215553,2.074998,3.757764,2.074434,1.774911,0.645003,0.890337,3.526507,1.076673,2.606172,0.9676589999999999,2.946812,0.632165,0.837423,5.351027,7.824166,1.327028,0.524707,0.451236,1.638196,2.525216,1.52434,1.840974,1.706359,,6.952016,3.388858,,2.810339,2.26548,2.296048,1.623247,0.617675,,0.721639,0.499933,,1.25357,0.884729,,1.010892,2.102701,0.787478,1.001381,0.676436,4.404159999999999,3.258919,0.77276,0.859423,,2.601963,0.632388,1.23469,3.8540159999999997,1.053518,0.805652,3.153797,0.26598,0.967594,,2.590273,,1.013256,2.1937130000000002,2.669846,1.612736,0.807144,1.647302,6.631925000000001,0.69768,0.835607,105,87.5
MIMAT0003298,13.724564,8.517346,18.675222,4.987336,1.7422019999999998,2.487438,7.831438,5.180116,2.61413,30.356951,17.08822,7.415722000000001,3.542112,2.8515,1.799771,2.6689000000000003,16.074955,13.948668,15.10585,22.418492999999998,2.991694,5.484836,4.921798,1.120581,12.717345000000002,2.634627,4.932272,31.784487000000002,1.601936,5.703991,5.356149,3.73558,6.599315000000001,10.862933,12.880554,19.214468,13.341575,3.544999,11.365668,9.321598,12.706177,22.61859,8.855702,12.179579,3.024839,14.97164,6.6226199999999995,2.778296,26.617602,22.155534,10.893737,17.536234,20.05287,7.9871,19.995085,8.60659,5.289762,4.306693,3.9092580000000003,12.579563,24.311184,22.757934,5.0245370000000005,6.956335999999999,17.883809,23.222993,1.049415,1.353707,18.020156999999998,9.740119,3.048681,26.694110000000002,2.55954,1.28793,9.269355000000001,21.086227,3.1398390000000003,15.657606999999999,14.499071,13.393612,12.580162999999999,7.412097999999999,14.214071,17.319341,1.4998,3.918119,0.835713,9.732016,1.797944,15.163385,13.877827,1.968695,10.013814,5.749704,11.450818,32.589187,5.409321,10.886022,11.791378000000002,7.51678,16.758274,17.285657,6.937229,7.901391,19.69371,6.833226,13.564983999999999,10.643533,4.108827,6.04397,2.130574,1.26657,3.838999,8.009537,20.96556,4.035718,11.531118,23.580179,12.558239,12.534103,120,100.0
MIMAT0003301,25.161702,1.703469,31.817043,1.662446,3.4844049999999998,,1.807254,9.324207999999999,1.960596,7.00545,2.589124,8.556602999999999,8.264927,1.7109,2.9996180000000003,4.80402,100.46847,25.904671,15.105851,20.380449000000002,2.991694,1.371209,18.456741,1.120581,10.524701,3.293284,3.28818,7.946122,1.201452,15.210643000000001,21.424597000000002,0.933895,41.24572,2.5864119999999997,8.334475999999999,3.074315,25.412525000000002,10.634997,16.587730999999998,39.312828,2.382408,52.379892,10.331653,9.411494,7.183993,10.243754000000001,0.735847,17.066675,46.580804,18.832203,17.63748,16.909939,6.914782,1.774911,6.4500269999999995,10.684043,11.755026,1.076674,1.954629,1.6127639999999999,10.313836,3.160824,6.699382,37.457191,2.235476,13.270282,1.049415,,17.20106,9.379373999999999,0.76217,10.125352,11.944517000000001,,2.317338,4.518477,6.9774199999999995,30.110785,4.077864,8.801517,81.568154,1.853025,,74.328839,0.499933,0.559731,7.521419000000001,2.654187,1.19863,66.718896,5.046482,0.393739,6.50898,5.411486,10.569986,13.850403,0.77276,4.2971140000000005,2.482396,16.479094,19.287824,51.856974,6.937229,43.721028,5.102461,1.576898,5.585583000000001,30.479206,1.760926,0.863424,3.1958610000000003,1.519884,4.387427000000001,28.033379,6.450941,26.635737,2.470954,14.737612,27.907198,27.575027,116,96.66666666666667
MIMAT0003302,0.762476,,,,0.580734,,,,,,0.517825,,,,,0.53378,,0.664222,,2.0380439999999997,,0.685604,0.24609,,1.315587,,,1.765804,0.400484,,,,0.824914,,,,,,0.30718,0.405287,,,,1.107234,0.75621,,,0.793798,,0.553888,,,0.345739,,0.645003,,0.587751,,,0.645106,,,,1.605309,,0.663514,0.524707,,0.819098,,,1.840974,,,,0.37654,,1.204431,0.453096,0.382675,0.405812,,,,,,,0.884729,0.599315,1.010892,0.42054,,1.001382,0.676436,,,,,,,0.316194,0.823126,0.770803,,0.626619,0.525633,0.79794,,,,,0.506628,0.548428,5.339691,1.612735,,,0.736881,0.69768,,50,41.66666666666667
MIMAT0003309,1.524952,0.567823,0.691675,0.831223,1.161468,0.829146,,,,,2.589125,1.14088,,,0.599924,0.53378,,1.328444,1.041782,,,0.685604,0.73827,,,1.317314,0.54803,0.882902,0.400484,,,,,0.775923,,0.768579,1.905939,,0.30718,0.405287,,,,2.768085,0.75621,0.787981,,0.793799,4.436268,1.107777,0.518749,0.626294,2.074434,0.887456,,0.296779,,,0.651543,0.322553,1.473406,,0.837423,1.070206,,1.327028,0.524707,,2.457294,1.0822349999999998,,1.840974,,0.643965,1.158669,1.12962,,0.802954,,1.5306989999999998,,0.617675,,1.443278,,,0.835714,,0.599315,1.010892,0.84108,,,0.676436,,0.81473,,0.286474,,0.289107,0.316194,,,,0.984686,,1.06392,,,0.863424,1.065287,0.506628,,,4.031839,0.807144,,,0.69768,0.835607,69,57.49999999999999
MIMAT0003312,7.624759000000001,25.552037,13.141823,0.831223,1.161469,5.804023,1.204837,0.518012,2.61413,9.3406,5.696073,1.711321,2.951759,6.2733,,5.3378,7.463373000000001,2.656889,2.083566,19.7011,18.548502,8.227253,22.640269,2.241163,4.385292,1.97597,0.54803,,,8.555987,3.213689,8.405056,8.249144,9.052444000000001,11.365195,10.760101,14.612202,3.544999,1.843081,3.647582,7.147225,46.427632,5.165826000000001,4.982555,3.4029439999999997,6.3038490000000005,4.415079,4.365893,3.3272,42.649402,4.149995,3.7577640000000003,7.606261,7.099644,3.8700159999999997,15.135728,2.351005,11.305068,,4.51574,5.156918,3.792989,0.837423,1.070205,24.590237000000002,9.952710999999999,0.524707,1.804943,2.457294,5.050432,15.243403,17.489245,,,1.158669,5.648097,,24.088627,2.718576,10.332215999999999,2.43487,1.23535,3.230471,0.721639,2.499666,2.238925,1.671427,3.538915,1.198629,45.490156,4.205402,1.181217,5.006907,8.793665,10.569986,3.258919,3.091041,5.156537,1.241198,0.578214,8.22104,16.46253,0.770803,12.642225,3.401641,8.410124,9.309303,0.967594,0.586975,4.317122,17.044595,5.572906,4.387427,62.741371,9.676413,4.035718,4.118256,13.263851,0.69768,14.205316999999999,113,94.16666666666667
