accession_id,is_expressed
MIMAT0019055,0
MIMAT0019830,0
MIMAT0021034,0
MIMAT0022280,0
MIMAT0022283,0
MIMAT0025473,0
MIMAT0027036,0
MIMAT0027375,0
MIMAT0027407,0
MIMAT0027690,0
MIMAT0000421,1
MIMAT0000726,0
MIMAT0003280,0
MIMAT0005572,0
MIMAT0015037,0
MIMAT0015083,0
MIMAT0018932,0
MIMAT0019690,0
MIMAT0019707,0
MIMAT0019743,0
MIMAT0019759,0
MIMAT0019816,0
MIMAT0019843,0
MIMAT0022977,0
MIMAT0025858,0
MIMAT0027383,0
MIMAT0027455,0
MIMAT0027501,0
MIMAT0027502,0
MIMAT0027515,0
MIMAT0027550,0
MIMAT0027632,0
MIMAT0030423,0
MIMAT0030429,0
MIMAT0031176,0
MIMAT0002824,1
MIMAT0002826,1
MIMAT0003215,1
MIMAT0004794,0
MIMAT0004798,0
MIMAT0004960,0
MIMAT0005906,0
MIMAT0011775,0
MIMAT0015036,0
MIMAT0015052,0
MIMAT0015079,0
MIMAT0017983,0
MIMAT0018997,0
MIMAT0019733,0
MIMAT0019782,0
MIMAT0019849,1
MIMAT0020924,0
MIMAT0020956,0
MIMAT0025468,0
MIMAT0026473,0
MIMAT0027362,0
MIMAT0027371,0
MIMAT0027503,0
MIMAT0027504,0
MIMAT0027552,0
MIMAT0027596,0
MIMAT0027629,0
MIMAT0027677,0
MIMAT0028109,0
MIMAT0001532,0
MIMAT0015055,0
MIMAT0017988,0
MIMAT0018104,0
MIMAT0019074,0
MIMAT0019206,0
MIMAT0019236,0
MIMAT0019711,0
MIMAT0019919,0
MIMAT0021122,0
MIMAT0022258,0
MIMAT0022295,0
MIMAT0027027,0
MIMAT0027446,0
MIMAT0027493,0
MIMAT0027615,0
MIMAT0028116,0
MIMAT0004916,0
MIMAT0018189,0
MIMAT0019719,0
MIMAT0021019,0
MIMAT0027403,0
MIMAT0027509,0
MIMAT0027554,0
MIMAT0030999,0
MIMAT0007399,0
MIMAT0015017,0
MIMAT0015018,0
MIMAT0018072,0
MIMAT0018947,0
MIMAT0019001,0
MIMAT0019011,0
MIMAT0019910,0
MIMAT0022257,0
MIMAT0025461,0
MIMAT0027037,0
MIMAT0027458,0
MIMAT0027636,0
MIMAT0031181,0
MIMAT0004919,0
MIMAT0014999,0
MIMAT0016884,0
MIMAT0018965,1
MIMAT0019888,0
MIMAT0019983,0
MIMAT0027364,0
MIMAT0027473,0
MIMAT0027522,0
MIMAT0028124,0
MIMAT0004675,0
MIMAT0004913,1
MIMAT0007888,0
MIMAT0015001,0
MIMAT0017996,0
MIMAT0019785,0
MIMAT0019846,0
MIMAT0019872,0
MIMAT0026742,0
MIMAT0027451,0
MIMAT0027467,0
MIMAT0027479,0
MIMAT0027576,0
MIMAT0027580,0
MIMAT0027617,0
MIMAT0005907,0
MIMAT0019701,0
MIMAT0019751,0
MIMAT0019858,0
MIMAT0019893,0
MIMAT0020958,0
MIMAT0022269,0
MIMAT0025487,0
MIMAT0025852,0
MIMAT0027356,0
MIMAT0027518,0
MIMAT0027579,0
MIMAT0030430,0
MIMAT0018005,0
MIMAT0018198,1
MIMAT0019215,0
MIMAT0019838,0
MIMAT0019859,0
MIMAT0019903,0
MIMAT0027499,0
MIMAT0002836,1
MIMAT0002843,1
MIMAT0002846,1
MIMAT0003228,0
MIMAT0018444,0
MIMAT0018937,0
MIMAT0019691,0
MIMAT0019767,0
MIMAT0019941,0
MIMAT0004764,0
MIMAT0019061,1
MIMAT0019713,0
MIMAT0019765,0
MIMAT0019885,0
MIMAT0022278,0
MIMAT0027388,0
MIMAT0027534,0
MIMAT0027651,0
MIMAT0030420,0
MIMAT0002855,1
MIMAT0003311,0
MIMAT0004986,0
MIMAT0007890,0
MIMAT0014977,0
MIMAT0014996,0
MIMAT0019904,1
MIMAT0019966,0
MIMAT0022302,0
MIMAT0022945,0
MIMAT0022967,0
MIMAT0027088,0
MIMAT0027360,0
MIMAT0027373,0
MIMAT0027386,0
MIMAT0027471,0
MIMAT0027490,0
MIMAT0027491,0
MIMAT0027508,0
MIMAT0027543,0
MIMAT0027611,0
MIMAT0027621,0
MIMAT0027646,0
MIMAT0002837,1
MIMAT0002850,1
MIMAT0004779,0
MIMAT0005591,0
MIMAT0007882,0
MIMAT0015024,0
MIMAT0019721,0
MIMAT0019727,0
MIMAT0019809,0
MIMAT0019836,0
MIMAT0019928,0
MIMAT0021025,0
MIMAT0022474,0
MIMAT0025481,0
MIMAT0027441,0
MIMAT0027558,0
MIMAT0027559,0
MIMAT0030425,0
MIMAT0004979,0
MIMAT0005573,0
MIMAT0017998,0
MIMAT0018188,0
MIMAT0018445,0
MIMAT0019231,0
MIMAT0019741,0
MIMAT0019754,0
MIMAT0019784,0
MIMAT0021116,0
MIMAT0022966,0
MIMAT0023709,0
MIMAT0027378,0
MIMAT0027392,0
MIMAT0027533,0
MIMAT0027586,0
MIMAT0027656,0
MIMAT0005902,1
MIMAT0018106,0
MIMAT0019916,0
MIMAT0019929,0
MIMAT0027589,0
MIMAT0027613,0
MIMAT0019041,0
MIMAT0019044,0
MIMAT0004925,0
MIMAT0019034,0
MIMAT0027345,0
MIMAT0015014,0
MIMAT0015089,0
MIMAT0027628,0
MIMAT0018105,0
MIMAT0019065,0
MIMAT0019839,0
MIMAT0019854,0
MIMAT0019891,0
MIMAT0027355,0
MIMAT0027409,0
MIMAT0027549,0
MIMAT0027561,0
MIMAT0027631,0
MIMAT0020541,0
MIMAT0018111,0
MIMAT0022275,0
MIMAT0015063,0
MIMAT0018082,0
MIMAT0019038,0
MIMAT0019056,0
MIMAT0026641,0
MIMAT0027447,0
MIMAT0027523,0
MIMAT0027672,0
MIMAT0017999,1
MIMAT0018090,0
MIMAT0018939,0
MIMAT0019753,0
MIMAT0019878,0
MIMAT0005459,0
MIMAT0005936,0
MIMAT0018993,0
MIMAT0024616,0
MIMAT0027581,0
MIMAT0002170,0
MIMAT0003238,0
MIMAT0003271,0
MIMAT0005895,1
MIMAT0014982,0
MIMAT0015034,0
MIMAT0017989,0
MIMAT0019205,0
MIMAT0019230,0
MIMAT0019810,0
MIMAT0019876,0
MIMAT0019933,0
MIMAT0021041,0
MIMAT0027353,0
MIMAT0027444,0
MIMAT0027545,0
MIMAT0027562,0
MIMAT0019053,0
MIMAT0019874,0
MIMAT0027400,0
MIMAT0027547,0
MIMAT0002877,0
MIMAT0019198,0
MIMAT0019720,0
MIMAT0019942,0
MIMAT0026608,0
MIMAT0027366,0
MIMAT0027459,0
MIMAT0027599,0
MIMAT0027640,0
MIMAT0015023,0
MIMAT0015062,0
MIMAT0019069,0
MIMAT0019072,0
MIMAT0019755,0
MIMAT0019817,0
MIMAT0019848,0
MIMAT0021079,0
MIMAT0022948,0
MIMAT0032029,0
MIMAT0015087,0
MIMAT0019023,0
MIMAT0019723,0
MIMAT0019944,0
MIMAT0019951,0
MIMAT0022713,0
MIMAT0022979,0
MIMAT0015022,0
MIMAT0015043,0
MIMAT0018355,0
MIMAT0018969,0
MIMAT0019029,0
MIMAT0019794,0
MIMAT0019940,0
MIMAT0026611,0
MIMAT0027426,0
MIMAT0027582,0
MIMAT0019887,0
MIMAT0027411,0
MIMAT0027442,0
MIMAT0027594,0
MIMAT0005921,0
MIMAT0019778,0
MIMAT0021086,0
MIMAT0022285,0
MIMAT0005576,0
MIMAT0019976,0
MIMAT0025844,0
MIMAT0027616,0
MIMAT0019699,0
MIMAT0022259,0
MIMAT0027381,0
MIMAT0027408,0
MIMAT0027670,0
MIMAT0018352,0
MIMAT0031012,0
MIMAT0027457,0
MIMAT0015006,0
MIMAT0017997,0
MIMAT0010251,1
MIMAT0019692,0
MIMAT0022266,0
MIMAT0026638,0
MIMAT0030416,0
MIMAT0027492,0
MIMAT0002879,0
MIMAT0004807,0
MIMAT0019697,0
MIMAT0026741,0
MIMAT0028114,0
MIMAT0000723,0
MIMAT0004566,0
MIMAT0004508,0
MIMAT0015044,0
MIMAT0022495,0
MIMAT0022702,0
MIMAT0026744,0
MIMAT0027390,0
MIMAT0027542,0
MIMAT0027597,0
MIMAT0002825,1
MIMAT0002829,0
MIMAT0002854,1
MIMAT0003320,0
MIMAT0015038,0
MIMAT0019054,0
MIMAT0019773,0
MIMAT0019820,0
MIMAT0022478,0
MIMAT0027544,0
MIMAT0018979,0
MIMAT0019775,0
MIMAT0019825,0
MIMAT0019900,1
MIMAT0022274,0
MIMAT0022297,0
MIMAT0026916,0
MIMAT0027526,0
MIMAT0027578,0
MIMAT0027595,0
MIMAT0027673,0
MIMAT0028126,0
MIMAT0028224,0
MIMAT0028225,0
MIMAT0003237,0
MIMAT0018113,0
MIMAT0019797,0
MIMAT0027524,0
MIMAT0027644,0
MIMAT0028115,0
MIMAT0019909,0
MIMAT0025465,0
MIMAT0018192,0
MIMAT0018988,0
MIMAT0019862,1
MIMAT0003282,0
MIMAT0018933,0
MIMAT0018206,0
MIMAT0027575,0
MIMAT0027634,0
MIMAT0003337,0
MIMAT0004490,0
MIMAT0004596,0
MIMAT0013771,1
MIMAT0027488,0
MIMAT0027539,0
MIMAT0027680,0
MIMAT0003255,0
MIMAT0019717,0
MIMAT0019715,0
MIMAT0027038,0
MIMAT0027468,0
MIMAT0019742,0
MIMAT0019842,0
MIMAT0027546,0
MIMAT0027564,0
MIMAT0003305,0
MIMAT0005877,0
MIMAT0005918,0
MIMAT0015033,0
MIMAT0015080,0
MIMAT0019852,0
MIMAT0022735,0
MIMAT0022938,0
MIMAT0027475,0
MIMAT0027483,0
MIMAT0027489,0
MIMAT0027583,0
MIMAT0012735,0
MIMAT0019695,0
MIMAT0019875,0
MIMAT0019886,0
MIMAT0022470,0
MIMAT0027474,0
MIMAT0027609,0
MIMAT0027645,0
MIMAT0027657,0
MIMAT0015025,0
MIMAT0016866,0
MIMAT0022476,0
MIMAT0022501,0
MIMAT0027418,0
MIMAT0003252,0
MIMAT0003279,0
MIMAT0005883,0
MIMAT0009206,0
MIMAT0015016,0
MIMAT0018200,0
MIMAT0018928,0
MIMAT0018945,0
MIMAT0018948,0
MIMAT0018963,0
MIMAT0019040,0
MIMAT0019049,0
MIMAT0019813,0
MIMAT0019833,0
MIMAT0019913,0
MIMAT0019914,0
MIMAT0022260,0
MIMAT0027389,0
MIMAT0027592,0
MIMAT0027598,0
MIMAT0027602,0
MIMAT0027639,0
MIMAT0027643,0
MIMAT0027655,0
MIMAT0028110,0
MIMAT0028119,0
MIMAT0028120,0
MIMAT0005586,0
MIMAT0016891,0
MIMAT0019730,0
MIMAT0019868,0
MIMAT0022486,0
MIMAT0015048,0
MIMAT0015081,0
MIMAT0019224,0
MIMAT0019861,0
MIMAT0003270,0
MIMAT0004185,1
MIMAT0007891,0
MIMAT0018940,0
MIMAT0019064,0
MIMAT0019226,0
MIMAT0019722,0
MIMAT0019771,0
MIMAT0022303,0
MIMAT0027385,0
MIMAT0027394,0
MIMAT0028232,0
MIMAT0004981,0
MIMAT0019703,0
MIMAT0021121,0
MIMAT0002812,0
MIMAT0003308,0
MIMAT0019197,0
MIMAT0019897,0
MIMAT0022263,0
MIMAT0022490,0
MIMAT0027520,0
MIMAT0027574,0
MIMAT0005788,0
MIMAT0019222,0
MIMAT0015039,0
MIMAT0015040,0
MIMAT0019956,0
MIMAT0030426,0
MIMAT0004812,0
MIMAT0018951,0
MIMAT0018967,0
MIMAT0027437,0
MIMAT0007401,0
MIMAT0018081,0
MIMAT0021045,0
MIMAT0022288,0
MIMAT0015007,0
MIMAT0018942,0
MIMAT0019923,0
MIMAT0022289,0
MIMAT0027453,0
MIMAT0004976,0
MIMAT0027398,0
MIMAT0019067,0
MIMAT0019787,0
MIMAT0019938,0
MIMAT0026637,0
MIMAT0027421,0
MIMAT0005944,0
MIMAT0026613,0
MIMAT0019718,0
MIMAT0027638,0
MIMAT0019899,0
MIMAT0027494,0
MIMAT0003315,0
MIMAT0011162,0
MIMAT0019821,0
MIMAT0027464,0
MIMAT0027548,0
MIMAT0004687,0
MIMAT0027415,0
MIMAT0003219,0
MIMAT0003278,0
MIMAT0005898,0
MIMAT0018085,0
MIMAT0018998,0
MIMAT0019952,0
MIMAT0021125,0
MIMAT0027478,0
MIMAT0031120,0
MIMAT0014998,0
MIMAT0016915,0
MIMAT0019915,0
MIMAT0027470,0
MIMAT0004795,0
MIMAT0022942,0
MIMAT0007883,0
MIMAT0019882,0
MIMAT0019947,0
MIMAT0027678,0
MIMAT0028125,0
MIMAT0019227,0
MIMAT0021039,0
MIMAT0018353,0
MIMAT0027424,0
MIMAT0027484,0
MIMAT0005913,0
MIMAT0028213,0
MIMAT0004948,0
MIMAT0022479,0
MIMAT0014986,0
MIMAT0004492,0
MIMAT0005908,0
MIMAT0014989,0
MIMAT0019204,0
MIMAT0022984,0
MIMAT0027679,0
MIMAT0018190,0
MIMAT0027620,0
MIMAT0018982,0
MIMAT0027540,0
MIMAT0027683,0
MIMAT0019806,0
MIMAT0027623,0
MIMAT0014997,0
MIMAT0019022,0
MIMAT0027566,0
MIMAT0022481,0
MIMAT0022737,0
MIMAT0004777,0
MIMAT0022728,0
MIMAT0025842,0
MIMAT0003290,0
MIMAT0022724,0
MIMAT0014978,0
MIMAT0022484,0
MIMAT0003267,1
MIMAT0018117,0
MIMAT0014983,0
MIMAT0019213,0
MIMAT0003223,0
MIMAT0019228,0
MIMAT0019799,0
MIMAT0027372,0
MIMAT0019793,0
MIMAT0031013,0
MIMAT0016862,0
MIMAT0019203,0
MIMAT0005879,0
MIMAT0007892,0
MIMAT0019081,0
MIMAT0027593,0
MIMAT0003325,1
MIMAT0022475,0
MIMAT0005823,0
MIMAT0025469,0
MIMAT0027538,0
MIMAT0027569,0
MIMAT0019082,0
MIMAT0027462,0
MIMAT0018065,0
MIMAT0022717,0
MIMAT0019704,0
MIMAT0019705,0
MIMAT0027391,0
MIMAT0027498,0
MIMAT0028223,0
MIMAT0015067,0
MIMAT0003333,0
MIMAT0003291,0
MIMAT0015011,0
MIMAT0019745,0
MIMAT0003264,0
MIMAT0000683,0
MIMAT0018957,0
MIMAT0027443,0
MIMAT0027660,0
MIMAT0000771,0
MIMAT0003217,0
MIMAT0018179,0
MIMAT0018938,0
MIMAT0027624,0
MIMAT0027687,0
MIMAT0015061,0
MIMAT0019971,0
MIMAT0028233,0
MIMAT0003277,0
MIMAT0018196,0
MIMAT0019959,0
MIMAT0027416,0
MIMAT0027571,0
MIMAT0015026,0
MIMAT0019906,0
MIMAT0015021,0
MIMAT0015046,0
MIMAT0015065,0
MIMAT0000684,0
MIMAT0027630,0
MIMAT0027379,0
MIMAT0003272,0
MIMAT0019033,0
MIMAT0026624,0
MIMAT0019702,0
MIMAT0019777,0
MIMAT0027482,0
MIMAT0002828,0
MIMAT0026609,0
MIMAT0028230,0
MIMAT0019908,0
MIMAT0027500,0
MIMAT0015042,0
MIMAT0000715,0
MIMAT0013518,0
MIMAT0025476,0
MIMAT0019199,0
MIMAT0021084,0
MIMAT0022499,0
MIMAT0031006,0
MIMAT0000241,0
MIMAT0015088,0
MIMAT0026621,0
MIMAT0019076,0
MIMAT0019851,0
MIMAT0019803,0
MIMAT0018098,0
MIMAT0027532,0
MIMAT0003299,0
MIMAT0019714,0
MIMAT0019967,0
MIMAT0019828,0
MIMAT0019974,0
MIMAT0014984,0
MIMAT0018077,0
MIMAT0018953,0
MIMAT0005939,0
MIMAT0007881,0
MIMAT0019930,0
MIMAT0027404,0
MIMAT0003268,0
MIMAT0027614,0
MIMAT0018941,0
MIMAT0030986,0
MIMAT0019212,0
MIMAT0003300,0
MIMAT0019031,0
MIMAT0025480,0
MIMAT0027506,0
MIMAT0003335,0
MIMAT0027563,0
MIMAT0005925,0
MIMAT0022485,0
MIMAT0019786,0
MIMAT0019027,0
MIMAT0005953,0
MIMAT0022268,0
MIMAT0027367,0
MIMAT0027358,0
MIMAT0027460,0
MIMAT0031095,0
MIMAT0000718,0
MIMAT0019781,0
MIMAT0027427,0
MIMAT0019003,0
MIMAT0013517,0
MIMAT0019934,0
MIMAT0027686,0
MIMAT0027436,0
MIMAT0031008,0
MIMAT0007887,0
MIMAT0019921,0
MIMAT0027406,0
MIMAT0027590,0
MIMAT0022731,0
MIMAT0019766,0
MIMAT0022298,0
MIMAT0006765,0
MIMAT0027481,0
MIMAT0005911,0
MIMAT0019752,0
MIMAT0019946,0
MIMAT0027430,0
MIMAT0027605,0
MIMAT0027681,0
MIMAT0027676,0
MIMAT0019012,0
MIMAT0003274,0
MIMAT0018361,0
MIMAT0027653,0
MIMAT0027557,0
MIMAT0015060,0
MIMAT0027480,0
MIMAT0019945,0
MIMAT0018944,0
MIMAT0018980,0
MIMAT0019835,0
MIMAT0018943,0
MIMAT0019050,0
MIMAT0027511,0
MIMAT0018121,0
MIMAT0018971,0
MIMAT0019783,0
MIMAT0031180,0
MIMAT0027438,0
MIMAT0019791,0
MIMAT0019898,0
MIMAT0019079,0
MIMAT0019734,0
MIMAT0019832,0
MIMAT0027685,0
MIMAT0003317,0
MIMAT0023702,0
MIMAT0028113,0
MIMAT0019804,0
MIMAT0027658,0
MIMAT0004923,0
MIMAT0015064,0
MIMAT0030431,0
MIMAT0026636,0
MIMAT0004590,0
MIMAT0027512,0
MIMAT0010357,0
MIMAT0004922,0
MIMAT0003286,0
MIMAT0019975,0
MIMAT0018984,0
MIMAT0028112,0
MIMAT0019013,0
MIMAT0027619,0
MIMAT0026740,0
MIMAT0025850,0
MIMAT0018002,0
MIMAT0014981,0
MIMAT0016853,0
MIMAT0015086,0
MIMAT0027435,0
MIMAT0010313,0
MIMAT0019732,0
MIMAT0019834,0
MIMAT0021033,0
MIMAT0027456,0
MIMAT0027627,0
MIMAT0023712,0
MIMAT0026739,0
MIMAT0019217,0
MIMAT0022498,0
MIMAT0027652,0
MIMAT0027570,0
MIMAT0026749,0
MIMAT0028226,0
MIMAT0018078,0
MIMAT0027431,0
MIMAT0021085,0
MIMAT0027560,0
MIMAT0019984,0
MIMAT0023698,0
MIMAT0003251,0
MIMAT0016876,0
MIMAT0022741,0
MIMAT0026474,0
MIMAT0027405,0
MIMAT0018992,0
MIMAT0027377,0
MIMAT0026640,0
MIMAT0018985,0
MIMAT0022284,0
MIMAT0022946,0
MIMAT0005880,0
MIMAT0019881,0
MIMAT0023704,0
MIMAT0018084,0
MIMAT0019009,0
MIMAT0019066,0
MIMAT0025857,0
MIMAT0027440,0
MIMAT0022279,0
MIMAT0027601,0
MIMAT0019019,0
MIMAT0028121,0
MIMAT0027472,0
MIMAT0018994,0
MIMAT0007347,0
MIMAT0005915,0
MIMAT0005791,0
MIMAT0007886,0
MIMAT0016873,0
MIMAT0019972,0
MIMAT0025454,0
MIMAT0027387,0
MIMAT0019735,0
MIMAT0019080,0
