id,label,type,module_id,connected_component_id,is_in_largest_component,betweenness_centrality,closeness_centrality,degree_centrality,redundancy_coefficient,paths,pathway_reach,functional_impact
STXBP5,STXBP5,Messenger RNA,0.0,0,1,0.0,0.3295019157088122,0.0151515151515151,,,,
MEST,MEST,Messenger RNA,0.0,0,1,0.0,0.2723242558581381,0.0151515151515151,,,,
BCORL1,BCORL1,Messenger RNA,0.0,0,1,0.0,0.2591922845087402,0.0151515151515151,,,,
ZC3H14,ZC3H14,Messenger RNA,0.0,4,0,,,,,,,
BACE1,BACE1,Messenger RNA,0.0,0,1,0.0,0.270440251572327,0.0151515151515151,,,,
XIAP,XIAP,Messenger RNA,0.0,0,1,0.0,0.2737110120942075,0.0151515151515151,,,,
FRZB,FRZB,Messenger RNA,0.0,0,1,0.0,0.274234693877551,0.0151515151515151,,,,
SERPINH1,SERPINH1,Messenger RNA,0.0,0,1,0.0,0.3171091445427728,0.0151515151515151,,,,
GPBP1,GPBP1,Messenger RNA,0.0,0,1,0.0,0.2118226600985221,0.0151515151515151,,,,
PPP4R2,PPP4R2,Messenger RNA,0.0,0,1,0.0,0.3004891684136967,0.0151515151515151,,,,
KIF3A,KIF3A,Messenger RNA,0.0,0,1,0.0,0.2737110120942075,0.0151515151515151,,,,
WWTR1,WWTR1,Messenger RNA,0.0,0,1,0.0,0.299860529986053,0.0151515151515151,,,,
TBCK,TBCK,Messenger RNA,0.0,0,1,0.0083242950224176,0.308686288585786,0.0303030303030303,0.0,,,
INTS6L,INTS6L,Messenger RNA,0.0,0,1,0.0,0.3448275862068966,0.0151515151515151,,,,
NBEAL1,NBEAL1,Messenger RNA,0.0,0,1,0.0,0.3634826711749788,0.0151515151515151,,,,
HERPUD2,HERPUD2,Messenger RNA,0.0,0,1,0.0,0.2349726775956284,0.0151515151515151,,,,
PTPN14,PTPN14,Messenger RNA,3.0,7,0,,,,,,,
CRISPLD2,CRISPLD2,Messenger RNA,0.0,0,1,0.0,0.270440251572327,0.0151515151515151,,,,
CCNJL,CCNJL,Messenger RNA,0.0,0,1,0.0,0.270440251572327,0.0151515151515151,,,,
TRIB2,TRIB2,Messenger RNA,0.0,0,1,0.0,0.2392877017250974,0.0151515151515151,,,,
RAB10,RAB10,Messenger RNA,0.0,0,1,0.0,0.3143274853801169,0.0151515151515151,,,,
KCTD10,KCTD10,Messenger RNA,0.0,0,1,0.0,0.1923076923076923,0.0151515151515151,,,,
NEDD4L,NEDD4L,Messenger RNA,0.0,0,1,0.0,0.2649414664202095,0.0151515151515151,,,,
DCUN1D4,DCUN1D4,Messenger RNA,0.0,0,1,0.0,0.2723242558581381,0.0151515151515151,,,,
MTPN,MTPN,Messenger RNA,0.0,0,1,0.0043766578249336,0.2494199535962877,0.0303030303030303,0.0,,,
LUZP1,LUZP1,Messenger RNA,0.0,0,1,0.0,0.3220973782771535,0.0151515151515151,,,,
ERBB3,ERBB3,Messenger RNA,0.0,0,1,0.0,0.2649414664202095,0.0151515151515151,,,,
KIRREL1,KIRREL1,Messenger RNA,0.0,0,1,0.0312607568322846,0.3815439219165927,0.0454545454545454,0.6666666666666666,,,
KCNJ2,KCNJ2,Messenger RNA,0.0,0,1,0.0132329005285338,0.3429027113237639,0.0303030303030303,0.0,,,
PAPPA,PAPPA,Messenger RNA,0.0,0,1,0.0,0.3125,0.0151515151515151,,,,
MARCHF6,MARCHF6,Messenger RNA,0.0,0,1,0.0,0.2203997949769349,0.0151515151515151,,,,
NF1,NF1,Messenger RNA,0.0,0,1,0.0,0.3325599381283836,0.0151515151515151,,,,
SNAI1,SNAI1,Messenger RNA,0.0,0,1,0.0,0.2774193548387096,0.0151515151515151,,,,
LMTK2,LMTK2,Messenger RNA,0.0,0,1,0.0,0.3235515425131678,0.0151515151515151,,,,
SPATS2L,SPATS2L,Messenger RNA,0.0,0,1,0.0,0.3448275862068966,0.0151515151515151,,,,
STRADB,STRADB,Messenger RNA,0.0,0,1,0.0,0.2649414664202095,0.0151515151515151,,,,
PLAGL1,PLAGL1,Messenger RNA,0.0,0,1,0.0,0.3252647503782148,0.0151515151515151,,,,
FOXF1,FOXF1,Messenger RNA,0.0,0,1,0.0,0.274234693877551,0.0151515151515151,,,,
PPM1D,PPM1D,Messenger RNA,0.0,0,1,0.0,0.2901484480431849,0.0151515151515151,,,,
STX17,STX17,Messenger RNA,0.0,0,1,0.0512694202349374,0.2408963585434173,0.0303030303030303,0.0,,,
ZC2HC1C,ZC2HC1C,Messenger RNA,0.0,33,0,,,,,,,
DIRAS2,DIRAS2,Messenger RNA,0.0,0,1,0.0,0.2788586251621271,0.0151515151515151,,,,
BZW1,BZW1,Messenger RNA,0.0,0,1,0.0,0.1923076923076923,0.0151515151515151,,,,
MID2,MID2,Messenger RNA,0.0,0,1,0.0,0.2591922845087402,0.0151515151515151,,,,
FYN,FYN,Messenger RNA,0.0,0,1,0.0,0.2774193548387096,0.0151515151515151,,,,
RAB6B,RAB6B,Messenger RNA,0.0,0,1,0.0,0.3171091445427728,0.0151515151515151,,,,
PMEPA1,PMEPA1,Messenger RNA,0.0,0,1,0.0,0.3109182935647144,0.0151515151515151,,,,
SLC25A12,SLC25A12,Messenger RNA,0.0,0,1,0.0,0.3364632237871675,0.0151515151515151,,,,
SLC38A7,SLC38A7,Messenger RNA,0.0,13,0,,,,,,,
ZNF37A,ZNF37A,Messenger RNA,0.0,0,1,0.0,0.2203997949769349,0.0151515151515151,,,,
BCL2,BCL2,Messenger RNA,0.0,0,1,0.0,0.3004891684136967,0.0151515151515151,,,,
GPCPD1,GPCPD1,Messenger RNA,0.0,0,1,0.0,0.2392877017250974,0.0151515151515151,,,,
TNS3,TNS3,Messenger RNA,0.0,0,1,0.0,0.270440251572327,0.0151515151515151,,,,
PLEKHA3,PLEKHA3,Messenger RNA,0.0,0,1,0.0,0.2169525731584258,0.0151515151515151,,,,
RILPL1,RILPL1,Messenger RNA,0.0,14,0,,,,,,,
RFTN1,RFTN1,Messenger RNA,0.0,0,1,0.0,0.270440251572327,0.0151515151515151,,,,
ANO6,ANO6,Messenger RNA,0.0,0,1,0.0,0.3634826711749788,0.0151515151515151,,,,
ASB14,ASB14,Messenger RNA,0.0,0,1,0.0,0.2075289575289575,0.0151515151515151,,,,
GIT2,GIT2,Messenger RNA,0.0,0,1,0.0,0.3634826711749788,0.0151515151515151,,,,
MYRIP,MYRIP,Messenger RNA,0.0,0,1,0.0,0.3004891684136967,0.0151515151515151,,,,
CYB561D1,CYB561D1,Messenger RNA,1.0,34,0,,,,,,,
NOL4L,NOL4L,Messenger RNA,0.0,35,0,,,,,,,
USP31,USP31,Messenger RNA,0.0,0,1,0.0,0.3004891684136967,0.0151515151515151,,,,
RBM33,RBM33,Messenger RNA,0.0,0,1,0.0,0.3295019157088122,0.0151515151515151,,,,
RPS6KA3,RPS6KA3,Messenger RNA,0.0,0,1,0.0,0.3448275862068966,0.0151515151515151,,,,
CDC42BPB,CDC42BPB,Messenger RNA,0.0,0,1,0.0,0.3325599381283836,0.0151515151515151,,,,
SLC25A26,SLC25A26,Messenger RNA,0.0,0,1,0.0010489728364343,0.3225806451612903,0.0303030303030303,1.0,,,
MINDY2,MINDY2,Messenger RNA,0.0,1,0,,,,,,,
ALX4,ALX4,Messenger RNA,0.0,8,0,,,,,,,
ENTPD4,ENTPD4,Messenger RNA,0.0,0,1,0.0,0.3109182935647144,0.0151515151515151,,,,
RBFOX2,RBFOX2,Messenger RNA,0.0,0,1,0.0,0.3006993006993007,0.0151515151515151,,,,
SENP5,SENP5,Messenger RNA,0.0,6,0,,,,,,,
HS3ST5,HS3ST5,Messenger RNA,0.0,36,0,,,,,,,
RPAP2,RPAP2,Messenger RNA,0.0,11,0,,,,,,,
AFF3,AFF3,Messenger RNA,0.0,0,1,0.0091999299312684,0.3426294820717131,0.0303030303030303,1.0,,,
SETD7,SETD7,Messenger RNA,0.0,0,1,0.0,0.3325599381283836,0.0151515151515151,,,,
GOLT1A,GOLT1A,Messenger RNA,0.0,0,1,0.0,0.2526439482961222,0.0151515151515151,,,,
NEGR1,NEGR1,Messenger RNA,0.0,0,1,0.0,0.3448275862068966,0.0151515151515151,,,,
ETV6,ETV6,Messenger RNA,0.0,0,1,0.0,0.2406267487409065,0.0151515151515151,,,,
ZBTB37,ZBTB37,Messenger RNA,0.0,0,1,0.0,0.3325599381283836,0.0151515151515151,,,,
RCOR3,RCOR3,Messenger RNA,0.0,0,1,0.0,0.3325599381283836,0.0151515151515151,,,,
CEP41,CEP41,Messenger RNA,0.0,14,0,,,,,,,
PAWR,PAWR,Messenger RNA,0.0,0,1,0.0,0.1923076923076923,0.0151515151515151,,,,
CHIC1,CHIC1,Messenger RNA,0.0,0,1,0.0,0.2649414664202095,0.0151515151515151,,,,
DALRD3,DALRD3,Messenger RNA,0.0,0,1,0.0,0.2649414664202095,0.0151515151515151,,,,
MAP3K7,MAP3K7,Messenger RNA,0.0,0,1,0.0,0.3295019157088122,0.0151515151515151,,,,
MSRB3,MSRB3,Messenger RNA,0.0,0,1,0.0,0.3295019157088122,0.0151515151515151,,,,
SPRY2,SPRY2,Messenger RNA,0.0,0,1,0.0,0.3325599381283836,0.0151515151515151,,,,
VRK3,VRK3,Messenger RNA,0.0,0,1,0.0,0.2462772050400916,0.0151515151515151,,,,
TMEM167A,TMEM167A,Messenger RNA,0.0,0,1,0.0,0.274234693877551,0.0151515151515151,,,,
TMEM251,TMEM251,Messenger RNA,0.0,0,1,0.0043766578249336,0.192393736017897,0.0303030303030303,0.0,,,
PDE7B,PDE7B,Messenger RNA,0.0,0,1,0.0,0.3004891684136967,0.0151515151515151,,,,
JPH2,JPH2,Messenger RNA,0.0,0,1,0.0,0.3109182935647144,0.0151515151515151,,,,
STOX2,STOX2,Messenger RNA,0.0,0,1,0.0,0.3235515425131678,0.0151515151515151,,,,
CREB1,CREB1,Messenger RNA,0.0,0,1,0.0,0.3325599381283836,0.0151515151515151,,,,
HIF1AN,HIF1AN,Messenger RNA,0.0,0,1,0.0,0.3235515425131678,0.0151515151515151,,,,
TMEM184B,TMEM184B,Messenger RNA,0.0,12,0,,,,,,,
ZNF281,ZNF281,Messenger RNA,0.0,0,1,0.0,0.3295019157088122,0.0151515151515151,,,,
TPM4,TPM4,Messenger RNA,0.0,0,1,0.0,0.3143274853801169,0.0151515151515151,,,,
WIPF1,WIPF1,Messenger RNA,0.0,0,1,0.0011359121783827,0.3009097270818754,0.0303030303030303,0.0,,,
SH3BGRL2,SH3BGRL2,Messenger RNA,0.0,0,1,0.0,0.270440251572327,0.0151515151515151,,,,
POLR3D,POLR3D,Messenger RNA,0.0,0,1,0.0,0.1923076923076923,0.0151515151515151,,,,
BTG2,BTG2,Messenger RNA,0.0,37,0,,,,,,,
ATXN7,ATXN7,Messenger RNA,0.0,0,1,0.0,0.3004891684136967,0.0151515151515151,,,,
RNF122,RNF122,Messenger RNA,0.0,0,1,0.0,0.2535377358490566,0.0151515151515151,,,,
PDE12,PDE12,Messenger RNA,0.0,0,1,0.0,0.2959394356503785,0.0151515151515151,,,,
SEPTIN11,SEPTIN11,Messenger RNA,0.0,0,1,0.0,0.3082437275985663,0.0151515151515151,,,,
GNS,GNS,Messenger RNA,0.0,0,1,0.0,0.274234693877551,0.0151515151515151,,,,
GRAP2,GRAP2,Messenger RNA,0.0,0,1,0.0,0.2788586251621271,0.0151515151515151,,,,
RIC1,RIC1,Messenger RNA,0.0,0,1,0.0,0.2440408626560726,0.0151515151515151,,,,
DDX3X,DDX3X,Messenger RNA,0.0,0,1,0.0,0.3295019157088122,0.0151515151515151,,,,
SAMD4A,SAMD4A,Messenger RNA,0.0,0,1,0.0,0.3143274853801169,0.0151515151515151,,,,
AFF2,AFF2,Messenger RNA,0.0,0,1,0.0,0.1923076923076923,0.0151515151515151,,,,
DAAM2,DAAM2,Messenger RNA,0.0,9,0,,,,,,,
RAB11FIP1,RAB11FIP1,Messenger RNA,0.0,1,0,,,,,,,
PANK3,PANK3,Messenger RNA,0.0,0,1,0.0,0.2677459526774595,0.0151515151515151,,,,
ALS2,ALS2,Messenger RNA,0.0,0,1,0.0,0.2526439482961222,0.0151515151515151,,,,
ZBTB4,ZBTB4,Messenger RNA,0.0,0,1,0.0015353549571122,0.5658198614318707,0.1212121212121212,1.0,,,
DZIP1,DZIP1,Messenger RNA,0.0,0,1,0.0286232613877153,0.6712328767123288,0.4242424242424242,1.0,,,
WAC,WAC,Messenger RNA,0.0,0,1,0.001958853127842,0.5632183908045977,0.0909090909090909,1.0,,,
DCP2,DCP2,Messenger RNA,0.0,0,1,0.0,0.5432372505543237,0.0303030303030303,,,,
CBX7,CBX7,Messenger RNA,1.0,0,1,0.0027462789604613,0.601965601965602,0.1515151515151515,1.0,,,
SATB2,SATB2,Messenger RNA,0.0,0,1,0.0335614471956714,0.6712328767123288,0.3333333333333333,0.9818181818181818,,,
JCAD,JCAD,Messenger RNA,0.0,0,1,0.0057205200539642,0.5875299760191847,0.2424242424242424,1.0,,,
CALN1,CALN1,Messenger RNA,1.0,0,1,0.0537815485210925,0.6901408450704225,0.3333333333333333,0.9272727272727272,,,
NAV1,NAV1,Messenger RNA,0.0,0,1,0.1737732446932956,0.8249158249158249,0.6363636363636364,0.8904761904761904,,,
ABI2,ABI2,Messenger RNA,1.0,0,1,0.0093655029224709,0.5961070559610706,0.1818181818181818,1.0,,,
MOB3B,MOB3B,Messenger RNA,0.0,0,1,0.0020142310515895,0.5764705882352941,0.1212121212121212,1.0,,,
BMF,BMF,Messenger RNA,1.0,0,1,0.0057768837866745,0.5903614457831325,0.1818181818181818,1.0,,,
TSPAN2,TSPAN2,Messenger RNA,0.0,0,1,0.0011731107484854,0.5737704918032787,0.1212121212121212,1.0,,,
NFIX,NFIX,Messenger RNA,0.0,0,1,0.1609891368760108,0.8249158249158249,0.8181818181818182,0.9116809116809116,,,
BBX,BBX,Messenger RNA,1.0,0,1,0.0036770691673077,0.6049382716049383,0.1818181818181818,1.0,,,
ACVR1B,ACVR1B,Messenger RNA,1.0,0,1,0.0010898570640134,0.5555555555555556,0.0606060606060606,1.0,,,
RUNX1T1,RUNX1T1,Messenger RNA,0.0,0,1,0.0480219339206297,0.7101449275362319,0.5757575757575758,1.0,,,
TMED8,TMED8,Messenger RNA,0.0,0,1,0.0270893827725021,0.649867374005305,0.2424242424242424,0.9285714285714286,,,
MYEF2,MYEF2,Messenger RNA,2.0,0,1,0.0020449413756419,0.5791962174940898,0.1515151515151515,1.0,,,
BACH2,BACH2,Messenger RNA,1.0,0,1,0.0020449413756419,0.5791962174940898,0.1515151515151515,1.0,,,
NEK4,NEK4,Messenger RNA,0.0,0,1,0.0354780086847977,0.639686684073107,0.2424242424242424,0.8214285714285714,,,
KIAA1217,KIAA1217,Messenger RNA,0.0,0,1,0.0257665036659305,0.6298200514138818,0.2121212121212121,1.0,,,
HIPK2,HIPK2,Messenger RNA,0.0,0,1,0.0039807730759936,0.5658198614318707,0.0606060606060606,1.0,,,
DOK6,DOK6,Messenger RNA,0.0,0,1,0.0010898570640134,0.5555555555555556,0.0606060606060606,1.0,,,
LRRC8A,LRRC8A,Messenger RNA,0.0,0,1,0.0008221910911659,0.5530474040632054,0.0909090909090909,1.0,,,
LIN54,LIN54,Messenger RNA,2.0,0,1,0.0011237801410389,0.5819477434679335,0.0909090909090909,1.0,,,
ERG,ERG,Messenger RNA,1.0,0,1,0.0783929834776315,0.7060518731988472,0.5151515151515151,0.8970588235294118,,,
CCDC85C,CCDC85C,Messenger RNA,1.0,0,1,0.0136377105536195,0.6171284634760705,0.2121212121212121,1.0,,,
JAK1,JAK1,Messenger RNA,0.0,0,1,0.0032355242200082,0.5710955710955711,0.1212121212121212,1.0,,,
LMOD1,LMOD1,Messenger RNA,0.0,0,1,0.0037301195383852,0.607940446650124,0.1818181818181818,1.0,,,
ELAVL2,ELAVL2,Messenger RNA,0.0,0,1,0.0086518107366094,0.6140350877192983,0.2121212121212121,1.0,,,
INTS2,INTS2,Messenger RNA,0.0,0,1,0.0034170828203181,0.568445475638051,0.0909090909090909,1.0,,,
ARIH1,ARIH1,Messenger RNA,1.0,0,1,0.0015054002996529,0.5658198614318707,0.1212121212121212,1.0,,,
KCTD20,KCTD20,Messenger RNA,0.0,0,1,0.0263101810002301,0.6298200514138818,0.2727272727272727,0.9444444444444444,,,
MEST,MEST,Messenger RNA,0.0,0,1,0.000661425063039,0.5580865603644647,0.0909090909090909,1.0,,,
PMEPA1,PMEPA1,Messenger RNA,0.0,0,1,0.0229705015670159,0.6568364611260054,0.3636363636363636,1.0,,,
ESR1,ESR1,Messenger RNA,1.0,0,1,0.000111876909484,0.4989816700610998,0.0606060606060606,1.0,,,
PPIC,PPIC,Messenger RNA,0.0,0,1,0.0010420776340686,0.5432372505543237,0.0909090909090909,1.0,,,
ENTPD1,ENTPD1,Messenger RNA,0.0,0,1,0.0,0.4929577464788732,0.0303030303030303,,,,
NEDD4L,NEDD4L,Messenger RNA,0.0,0,1,0.0024123705874335,0.5764705882352941,0.1515151515151515,1.0,,,
KIRREL1,KIRREL1,Messenger RNA,0.0,0,1,0.0007052036327558,0.5408388520971302,0.0909090909090909,1.0,,,
CREBL2,CREBL2,Messenger RNA,0.0,0,1,0.0,0.5157894736842106,0.0303030303030303,,,,
UHRF1BP1,UHRF1BP1,Messenger RNA,4.0,0,1,0.0015064366265468,0.5710955710955711,0.1212121212121212,1.0,,,
GPR157,GPR157,Messenger RNA,0.0,0,1,0.0,0.5157894736842106,0.0303030303030303,,,,
MSI2,MSI2,Messenger RNA,0.0,0,1,0.0026401659852105,0.5408388520971302,0.1212121212121212,1.0,,,
BMPR2,BMPR2,Messenger RNA,1.0,0,1,0.0008331959383164,0.5337690631808278,0.0909090909090909,1.0,,,
FGF1,FGF1,Messenger RNA,0.0,0,1,0.000973567824513,0.5555555555555556,0.0909090909090909,1.0,,,
YTHDC1,YTHDC1,Messenger RNA,0.0,0,1,0.0026730969667955,0.5456570155902004,0.1212121212121212,1.0,,,
PPP6R3,PPP6R3,Messenger RNA,0.0,0,1,0.0001421216228524,0.5246252676659529,0.0606060606060606,1.0,,,
CYB561D1,CYB561D1,Messenger RNA,0.0,0,1,0.0026730969667955,0.5456570155902004,0.1212121212121212,1.0,,,
CEP41,CEP41,Messenger RNA,0.0,0,1,0.0298650281488368,0.607940446650124,0.2121212121212121,0.8095238095238095,,,
DIO2,DIO2,Messenger RNA,0.0,0,1,0.0001732604824015,0.5246252676659529,0.0606060606060606,1.0,,,
ADAMTS2,ADAMTS2,Messenger RNA,1.0,0,1,0.0001407351036361,0.5291576673866091,0.0606060606060606,1.0,,,
TMEM167A,TMEM167A,Messenger RNA,0.0,0,1,0.0122624802122485,0.5903614457831325,0.2424242424242424,0.8928571428571429,,,
CYTH3,CYTH3,Messenger RNA,0.0,0,1,0.0,0.4989816700610998,0.0303030303030303,,,,
ZC2HC1C,ZC2HC1C,Messenger RNA,0.0,0,1,0.0044754190059751,0.5408388520971302,0.1212121212121212,0.8333333333333334,,,
AHCYL2,AHCYL2,Messenger RNA,1.0,0,1,0.0002501006705333,0.5010224948875256,0.0606060606060606,1.0,,,
KCNN3,KCNN3,Messenger RNA,0.0,0,1,0.0002501006705333,0.5010224948875256,0.0606060606060606,1.0,,,
SLC16A14,SLC16A14,Messenger RNA,0.0,0,1,0.0,0.4969574036511156,0.0303030303030303,,,,
DAAM1,DAAM1,Messenger RNA,0.0,0,1,0.0005282050132666,0.4989816700610998,0.0606060606060606,1.0,,,
GBA2,GBA2,Messenger RNA,0.0,0,1,0.0,0.4720616570327553,0.0303030303030303,,,,
DKK3,DKK3,Messenger RNA,0.0,0,1,0.0,0.4720616570327553,0.0303030303030303,,,,
ANTXR2,ANTXR2,Messenger RNA,1.0,0,1,0.0,0.4720616570327553,0.0303030303030303,,,,
CDS1,CDS1,Messenger RNA,0.0,0,1,0.0,0.4720616570327553,0.0303030303030303,,,,
AFAP1L2,AFAP1L2,Messenger RNA,1.0,0,1,0.0,0.4720616570327553,0.0303030303030303,,,,
UBASH3B,UBASH3B,Messenger RNA,0.0,0,1,0.0,0.4720616570327553,0.0303030303030303,,,,
CSNK1A1,CSNK1A1,Messenger RNA,0.0,0,1,0.0005034025508208,0.5051546391752577,0.0606060606060606,1.0,,,
AKAP12,AKAP12,Messenger RNA,1.0,0,1,0.0,0.4909819639278557,0.0303030303030303,,,,
FBXO28,FBXO28,Messenger RNA,0.0,0,1,0.0,0.4909819639278557,0.0303030303030303,,,,
NF1,NF1,Messenger RNA,0.0,0,1,0.0006097299704811,0.5051546391752577,0.0606060606060606,1.0,,,
MTPN,MTPN,Messenger RNA,0.0,0,1,0.0,0.4648956356736243,0.0303030303030303,,,,
COL6A3,COL6A3,Messenger RNA,0.0,0,1,0.0009378905177055,0.5136268343815513,0.0909090909090909,1.0,,,
FNDC3B,FNDC3B,Messenger RNA,0.0,0,1,0.0,0.4528650646950092,0.0303030303030303,,,,
PDGFRA,PDGFRA,Messenger RNA,0.0,0,1,0.0,0.4528650646950092,0.0303030303030303,,,,
TBX18,TBX18,Messenger RNA,0.0,0,1,0.0,0.4528650646950092,0.0303030303030303,,,,
PRELID2,PRELID2,Messenger RNA,0.0,0,1,0.0030539178252318,0.5201698513800425,0.0909090909090909,0.6666666666666666,,,
DCUN1D3,DCUN1D3,Messenger RNA,0.0,0,1,0.0,0.4528650646950092,0.0303030303030303,,,,
BCORL1,BCORL1,Messenger RNA,1.0,0,1,0.0,0.4528650646950092,0.0303030303030303,,,,
GRAP2,GRAP2,Messenger RNA,0.0,0,1,0.0,0.4528650646950092,0.0303030303030303,,,,
KLF12,KLF12,Messenger RNA,0.0,0,1,0.0,0.4832347140039448,0.0303030303030303,,,,
RAP2B,RAP2B,Messenger RNA,0.0,0,1,0.0,0.4832347140039448,0.0303030303030303,,,,
SEMA6D,SEMA6D,Messenger RNA,0.0,0,1,0.0,0.4832347140039448,0.0303030303030303,,,,
SRGAP1,SRGAP1,Messenger RNA,0.0,0,1,0.0,0.4851485148514851,0.0303030303030303,,,,
PDE12,PDE12,Messenger RNA,0.0,0,1,0.0,0.4890219560878243,0.0303030303030303,,,,
FTO,FTO,Messenger RNA,0.0,0,1,0.0,0.4648956356736243,0.0303030303030303,,,,
MMP2,MMP2,Messenger RNA,0.0,0,1,0.0,0.4720616570327553,0.0303030303030303,,,,
VEZF1,VEZF1,Messenger RNA,0.0,0,1,0.0,0.4173764906303236,0.0303030303030303,,,,
FLNC,FLNC,Messenger RNA,0.0,0,1,0.0003686223592318,0.4969574036511156,0.0606060606060606,1.0,,,
BCL3,BCL3,Messenger RNA,1.0,0,1,0.0,0.4832347140039448,0.0303030303030303,,,,
PTPN14,PTPN14,Messenger RNA,3.0,0,1,0.0019511780933125,0.5093555093555093,0.0606060606060606,1.0,,,
FRK,FRK,Messenger RNA,1.0,0,1,0.0,0.4702495201535508,0.0303030303030303,,,,
SPIN1,SPIN1,Messenger RNA,0.0,0,1,0.0,0.4702495201535508,0.0303030303030303,,,,
CAMKK2,CAMKK2,Messenger RNA,1.0,0,1,0.0,0.4702495201535508,0.0303030303030303,,,,
ZSWIM4,ZSWIM4,Messenger RNA,0.0,0,1,0.0,0.4702495201535508,0.0303030303030303,,,,
CCNJL,CCNJL,Messenger RNA,0.0,0,1,0.0,0.4702495201535508,0.0303030303030303,,,,
RILPL1,RILPL1,Messenger RNA,0.0,0,1,0.0,0.4702495201535508,0.0303030303030303,,,,
CREB1,CREB1,Messenger RNA,0.0,0,1,0.0,0.4702495201535508,0.0303030303030303,,,,
RIC1,RIC1,Messenger RNA,0.0,0,1,0.0,0.4702495201535508,0.0303030303030303,,,,
RND3,RND3,Messenger RNA,0.0,0,1,0.0,0.4794520547945205,0.0303030303030303,,,,
SENP5,SENP5,Messenger RNA,0.0,0,1,0.0,0.4794520547945205,0.0303030303030303,,,,
TMTC3,TMTC3,Messenger RNA,3.0,0,1,0.0,0.4720616570327553,0.0303030303030303,,,,
AFF3,AFF3,Messenger RNA,1.0,0,1,0.0,0.4720616570327553,0.0303030303030303,,,,
ABHD5,ABHD5,Messenger RNA,0.0,0,1,0.0,0.481335952848723,0.0303030303030303,,,,
STRADB,STRADB,Messenger RNA,0.0,0,1,0.0,0.481335952848723,0.0303030303030303,,,,
ATXN1,ATXN1,Messenger RNA,1.0,0,1,0.0,0.4666666666666667,0.0303030303030303,,,,
TBX15,TBX15,Messenger RNA,0.0,0,1,0.0,0.4666666666666667,0.0303030303030303,,,,
KCNJ2,KCNJ2,Messenger RNA,0.0,0,1,0.0,0.4666666666666667,0.0303030303030303,,,,
KEGG:05200,Pathways in cancer,Pathway,0.0,0,1,0.1790100753317077,0.5463258785942492,0.3364485981308411,0.5746031746031746,,,
KEGG:01521,EGFR tyrosine kinase inhibitor resistance,Pathway,0.0,0,1,0.0388164016294253,0.4763231197771588,0.1214953271028037,0.7051282051282052,,,
KEGG:04010,MAPK signaling pathway,Pathway,0.0,0,1,0.104584544280392,0.5074183976261127,0.2242990654205607,0.5253623188405797,,,
KEGG:04151,PI3K-Akt signaling pathway,Pathway,0.0,0,1,0.0713024782351786,0.5104477611940299,0.233644859813084,0.7833333333333333,,,
KEGG:04510,Focal adhesion,Pathway,0.0,0,1,0.0458939307366006,0.4844192634560906,0.1495327102803738,0.7333333333333333,,,
KEGG:05215,Prostate cancer,Pathway,0.0,0,1,0.0235699782895916,0.4488188976377952,0.0934579439252336,0.7333333333333333,,,
KEGG:05205,Proteoglycans in cancer,Pathway,5.0,0,1,0.0386618324400408,0.4816901408450704,0.1401869158878504,0.7714285714285715,,,
KEGG:04550,Signaling pathways regulating pluripotency of stem cells,Pathway,0.0,0,1,0.093956275853344,0.4488188976377952,0.1121495327102803,0.1969696969696969,,,
KEGG:04150,mTOR signaling pathway,Pathway,4.0,0,1,0.0556374991893309,0.4736842105263157,0.1121495327102803,0.4393939393939394,,,
KEGG:05222,Small cell lung cancer,Pathway,0.0,0,1,0.0061888384581424,0.42643391521197,0.0841121495327102,1.0,,,
KEGG:04725,Cholinergic synapse,Pathway,0.0,0,1,0.0254985546987491,0.4395886889460154,0.0934579439252336,0.6888888888888889,,,
KEGG:05214,Glioma,Pathway,0.0,0,1,0.0064630925514977,0.4634146341463415,0.0747663551401869,1.0,,,
KEGG:04014,Ras signaling pathway,Pathway,0.0,0,1,0.0341252757491934,0.4816901408450704,0.1401869158878504,0.8571428571428571,,,
KEGG:04310,Wnt signaling pathway,Pathway,0.0,0,1,0.0907291934562737,0.4243176178660049,0.1121495327102803,0.1212121212121212,,,
KEGG:04218,Cellular senescence,Pathway,0.0,0,1,0.0498329353228317,0.4634146341463415,0.102803738317757,0.509090909090909,,,
KEGG:04380,Osteoclast differentiation,Pathway,5.0,0,1,0.0265436765660855,0.4659400544959128,0.0934579439252336,0.6444444444444445,,,
KEGG:05218,Melanoma,Pathway,0.0,0,1,0.004483996713777,0.4373401534526854,0.0654205607476635,1.0,,,
KEGG:05161,Hepatitis B,Pathway,0.0,0,1,0.0280742599558254,0.4710743801652892,0.102803738317757,0.7818181818181819,,,
KEGG:01522,Endocrine resistance,Pathway,0.0,0,1,0.0202942862422261,0.4395886889460154,0.0747663551401869,0.75,,,
KEGG:04722,Neurotrophin signaling pathway,Pathway,0.0,0,1,0.0242820416598145,0.4488188976377952,0.0841121495327102,0.6944444444444444,,,
KEGG:04713,Circadian entrainment,Pathway,0.0,0,1,0.0193802543097466,0.3808463251670378,0.0747663551401869,0.7142857142857143,,,
KEGG:04152,AMPK signaling pathway,Pathway,0.0,0,1,0.0387014501271261,0.4634146341463415,0.0841121495327102,0.4166666666666667,,,
