id,label,type,module_id,connected_component_id,is_in_largest_component,betweenness_centrality,closeness_centrality,degree_centrality,redundancy_coefficient,paths,pathway_reach,functional_impact
KEGG:04144,Endocytosis,Pathway,0.0,0,1,0.1200885726700229,0.4464751958224543,0.1308411214953271,0.1208791208791208,,,
KEGG:05224,Breast cancer,Pathway,0.0,0,1,0.0134467214250635,0.4609164420485175,0.0934579439252336,0.9111111111111112,,,
KEGG:04926,Relaxin signaling pathway,Pathway,0.0,0,1,0.0095587935483055,0.4659400544959128,0.0841121495327102,0.9444444444444444,,,
KEGG:04012,ErbB signaling pathway,Pathway,0.0,0,1,0.0081125372520914,0.4243176178660049,0.0654205607476635,0.9047619047619048,,,
KEGG:04068,FoxO signaling pathway,Pathway,0.0,0,1,0.0332018828805413,0.4584450402144772,0.0841121495327102,0.5833333333333334,,,
KEGG:04630,JAK-STAT signaling pathway,Pathway,0.0,0,1,0.0185441287781469,0.4511873350923482,0.0934579439252336,0.8444444444444444,,,
KEGG:04720,Long-term potentiation,Pathway,0.0,0,1,0.0044195241119045,0.3630573248407643,0.0560747663551401,0.8666666666666667,,,
KEGG:05202,Transcriptional misregulation in cancer,Pathway,0.0,0,1,0.0463209705818769,0.4488188976377952,0.102803738317757,0.4727272727272727,,,
KEGG:04140,Autophagy - animal,Pathway,0.0,0,1,0.0466648823156695,0.4609164420485175,0.0934579439252336,0.4444444444444444,,,
KEGG:05225,Hepatocellular carcinoma,Pathway,0.0,0,1,0.0149503443688233,0.4684931506849315,0.0934579439252336,0.9333333333333332,,,
KEGG:04520,Adherens junction,Pathway,0.0,0,1,0.0459397743505769,0.4418604651162791,0.0654205607476635,0.2857142857142857,,,
