accession_id,is_expressed,64efe402-841b-49bc-a370-02a24880dd19,4ebd02b1-6eb1-4923-ad2f-5f4f107e6622,03589e93-5465-4e5b-91aa-be97a386e097,84d88e83-f246-45c8-a27c-5f146cb5a4b4,308d2039-4905-49de-861a-c70f97669068,7e17b2bf-91b2-4ea2-acc1-59e1537913ce,f041b9ca-ace6-4425-a928-1ffbf2737243,29cea98e-c370-473d-af6d-393e87c1bd31,7c3c4540-a63e-4737-a23d-a9c999c53f39,ef076f15-36a4-4e8a-a624-8cdeb9c4fa2d,d4a3af62-0505-49f6-9f34-168bec5cb0d0,485f5497-8ed6-4c98-a733-710988850a13,c5b7ba42-889d-4b7a-a810-298ae179e9c2,5ec7ec6c-20c8-48af-964c-54125c9313c2,c42db931-0c5e-42bc-9590-2edbe16d7e56,6c67482e-8a8a-4a5c-b8be-d573afb35d54,f3533714-4d93-4e83-9f58-3c9dda0effba,27c8aced-b610-4c85-b7ed-3b111b55ef79,8c9b3702-7326-45fc-8457-168dd4921afb,ea6c109d-9823-4fa7-987d-78f2ed377312,3b8748ee-d541-4219-ba20-437311ae376a,5074a94f-c14e-441f-b006-cd8895a550e5,3f0c486c-70c8-4537-a4cc-1ea2e302706d,5e01bf11-33c4-4d86-a97e-54ef83a86a04,3e75bf39-6c1e-460b-956e-3e999daa919c,1c73346e-7c14-4b9e-b43d-4478181e0a4a,4be7af1f-00a3-400a-9584-04756550a692,86723871-7176-4e6c-b9b2-dcf4acf99075,600fc778-f0e3-4362-ad0c-cdb64fc76e7b,82bf32b4-0410-4426-9591-33210d995b98,3f5ad0e5-ab95-4c1e-8dfe-09cab1d1500c,cd746011-8fd7-473d-84e7-f39ec60b6717,12c76136-cc83-42c0-886b-4b4ea167a0d7,268512d6-01f2-4afa-bfbc-55698afe6a1f,7734be37-d611-4651-83e4-7a9e78daf8a2,38a63af6-4f43-4eea-aff2-a42b4118482a,803da4bd-a731-423b-b689-9c876dec117f,1f7bbed4-631f-4f97-84a7-9f9bd9eba94c,acad335c-080a-442e-84d8-235fa3116bc6,8ca0e4c1-92ab-4653-87e0-cdcc630d8db6,af1bb8e0-9d0f-4e54-9ca4-9b311129a412,42a6d971-d671-4860-835f-15d184d416b0,bf370830-8f1c-4ca5-a838-aba83f5a964f,3a587350-9c2f-43ea-a607-1eec5356f34b,80a3007d-3d24-48c8-bdb4-38605dcd408f,8790fe0b-8d3a-4f2c-8201-1231da243697,f52a43ab-8cf4-4611-a13a-195778748214,c786cbe6-bedd-4ff1-9c19-8026aaabc738,8e5ae73e-8a65-4060-874e-9c0ab8311fcb,afd9ffe6-e019-4ea3-ab5f-41a57f9db4de,85fb34fe-c751-4806-87a9-419e9ed39dfc,15a6e18f-00b4-4369-8588-294605e0e952,3ef8d2e0-14fe-438a-bbcd-d0382a4085de,485f30ed-85f1-4402-ad3e-8e1ff3a75a36,cea36b7b-8225-4b98-8371-66ee50eb0641,9b71b456-248a-4ec9-8fd3-bc0c1ea2d852
MIMAT0000062,1,60950.731706,30125.815394,27341.392529,28001.19711,46630.518467,56803.204359,20024.823655,35655.250612,42774.191206,33580.992506,32673.221604,40962.423188,40309.758235,37344.459135,25203.967104,31224.191645,34974.271019,43694.341296,95882.340547,49237.504237,34075.216144,26148.132014,28363.357614,74507.471066,40852.27035,59884.351813,33168.369121,72982.2341,24971.735995,36484.025999,53976.388945,67300.753721,26241.464915,50462.666577,49772.251876,36874.805784,36894.231078,33962.955381,25842.161047,53887.870976000006,46617.071136,30814.188321,59193.308785,52308.659185,57937.679213,39414.822014,36372.495345,68632.648873,75542.717038,57772.052943,29467.186554,69883.414205,45380.824626,69339.468378,55732.567177,38876.296528
MIMAT0000063,1,39626.374017,52526.752577,48491.499709,20595.921839,42494.692747,38314.543058,41622.626471,44664.690374,27989.287844,65878.723103,60758.814709,30188.380896,43015.427585,29805.432429,47420.24698,59460.454579000005,36848.376434,28704.015104,59430.771372,24960.587425,53581.654337,42168.501457,37502.331504,37692.858413,33835.964862999994,38190.612457,59749.001315,44608.604379,34456.836668,35428.216552,57018.620693,51189.705383,65323.34272,33894.608047,29968.296172,17894.759551,28213.942181,27987.030657,42691.911726000006,28167.720543000003,33649.60664,31762.103181,35355.458365,22513.920049,43292.98054899999,23329.937897,69094.960988,38061.511504,55313.546721,26368.317444,61389.499469,67042.0434,67871.429795,40896.129336,44530.70709,34126.342221
MIMAT0000064,1,9332.522029,8758.645939,10223.04071,4542.517238,10110.721933,9781.619335,5854.780079,8418.600839,7847.746337,12384.688021,11308.335523,6706.549924,8304.227628,6690.697156,8890.918310000001,13173.095575,5933.630912,10368.9562,12405.59566,4343.763557,8832.991707,8707.564106,9443.093941,8425.453399,9575.710562,9956.07735,11220.201019,10764.227956,5852.691852000001,6845.748479999999,11241.112678,12929.851656,8326.475477,9827.255078,9899.650564,5126.462866,8411.282316,7009.942177000001,6722.814362,8341.943452000001,7187.986934,7245.487593999999,8838.073816,7562.492038,9521.240079,6890.7688,11244.708977,8255.419359,9582.377434,7550.309275,4913.654776,12070.790488,15259.746296,11802.891345,1470.875027,8818.789975
MIMAT0000065,1,158.75690699999998,183.305348,117.337626,183.759406,229.3978,155.60897,187.780429,132.056484,82.831726,139.740651,121.484239,202.499621,212.875577,119.569568,124.414967,159.155601,142.55636,160.259272,260.109942,268.652332,104.658318,112.819504,85.830004,187.754912,130.635976,157.130682,153.984662,326.019688,299.83493300000004,132.82682699999998,160.425616,242.132054,90.317184,117.02186,169.426362,250.761894,120.988607,74.18486299999999,97.944684,282.411933,177.91697499999998,132.151653,179.50545499999998,241.524284,115.337501,145.271669,178.185105,119.766528,127.225643,295.165105,128.142856,225.031568,160.205734,109.187006,203.944856,133.524064
MIMAT0000066,1,1203.951691,923.040132,823.088938,930.615577,1982.930139,861.356363,775.039552,818.522516,705.74869,815.269088,699.7776319999999,1718.434276,1120.54374,819.027915,716.68206,730.452959,779.84102,854.370923,1276.736828,1602.943183,912.994904,530.362272,763.758936,1403.728189,997.385408,890.561252,650.280533,1975.952021,1196.115687,1160.407424,829.451178,1574.755134,684.10461,1335.42596,811.446768,1505.91953,846.4912029999999,859.981873,751.453391,1904.788146,1634.435688,745.216085,1875.318037,2283.4161000000004,1313.581953,736.240762,648.225121,1743.625426,1651.295034,1848.128043,696.2806449999999,1202.251983,1090.23903,1660.189649,1290.964076,1096.283618
MIMAT0000067,1,15260.168973,3146.431662,2755.708668,5422.427419,8073.91386,12099.373979,2235.554008,4328.265098,7788.420908,3443.015906,3092.875056,9754.044207,4434.32997,5728.941935,3086.614415,3698.190289,7423.145028,6816.326564,20825.510186,17831.621556,3349.066117,2565.537627,4128.038897,22906.099027,6727.596861,11596.70654,3515.059851,15202.992196,3288.512135,6210.347286000001,9472.917935,11593.043578,2742.663774,12307.086017,11273.679742,11919.953034,7308.226623,5700.632081,3434.593627,13682.054671,12242.382226,3809.544629,15010.847419,20901.018355,14070.024529000002,10442.018696,3891.194033,16648.424172,15452.052641,12715.346369,2147.0543230000003,12195.113483,8630.108952999999,16179.076639,10537.150921,6310.288765
MIMAT0000068,1,46.055758,64.668638,36.668008,146.397535,99.424228,64.389919,127.222513,58.059316,58.206077,61.914793,38.718661,110.62479,63.793331,84.596651,41.903654,46.321407,77.273542,58.770363,51.060314,173.750541,91.044225,59.727973,54.316302,95.226822,80.439336,67.011614,58.713576,109.396339,174.097703,112.159275,55.81718600000001,37.067130000000006,63.894602,33.127512,74.473125,149.64822800000002,76.368695,60.121381,50.604753,112.505567,84.016349,66.075828,84.217318,132.775129,29.625342,63.494588,63.286434,29.211347,51.300662,75.376291,65.77244,50.007015,44.401589,32.830717,227.292079,71.139869
MIMAT0000069,1,337.019775,496.878458,336.482897,622.570765,959.804844,263.772738,3416.687824,204.915235,147.194217,450.352294,425.194836,806.8734820000001,239.918403,260.87906,456.62021,338.502587,301.100353,198.835417,415.580583,1381.977816,254.413305,532.574421,296.68998700000003,646.154477,186.44466,254.181986,683.145364,676.521845,4083.2359,546.429907,354.029283,315.070599,490.499164,215.974165,217.523592,1176.288988,134.288774,127.274503,385.793231,996.018675,672.836809,155.00494600000002,801.84376,964.832612,188.394172,397.273542,1215.959733,174.683864,224.843477,602.658111,478.929201,359.425419,639.022874,177.335619,677.756137,232.025423
MIMAT0000070,1,185.848526,154.925587,100.082093,361.800156,289.941047,181.026044,309.914041,244.759863,166.782798,131.78512,120.063369,187.812146,226.050286,208.89229,161.566661,167.469701,213.612491,226.278845,239.96058,336.169525,548.818001,123.327205,89.929349,263.70504700000004,130.012414,275.440843,173.18658399999998,267.137805,343.896694,205.667344,234.197981,159.029943,100.405805,101.103447,204.490792,251.435985,170.75696899999997,149.776073,98.488821,282.411935,157.442402,174.877376,205.99635,219.395095,153.016336,120.071483,165.896477,98.734356,143.935004,206.404236,189.757267,218.780691,123.004402,106.69983,275.35989,185.328479
MIMAT0000071,1,113.24298,135.850665,69.022133,117.804267,48.878951,140.923549,89.05575900000001,147.994336,183.01333900000003,84.397819,131.785533,84.99984,105.397679,114.843499,141.69482499999998,138.964221,198.068961,128.414539,176.306915,144.005204,331.843441,109.501283,72.25093,185.056174,118.476541,178.38954,115.211544,123.032145,88.66086800000001,100.565281,164.719246,73.53640200000001,134.995363,62.813205,132.810408,68.083202,151.450276,97.389606,98.488823,80.36112,86.84042799999999,108.304739,64.447992,77.136028,130.293985,85.73005,129.337809,82.66811700000001,141.589828,86.295289,136.458912,106.264908,87.60313500000001,108.192135,122.91626,118.566448
MIMAT0000072,1,2.709162,2.791452,1.725553,9.149845,4.443542,2.541708,7.633349999999999,2.276836,2.798369,1.729463,1.776085,3.124994,2.080218,2.363035,1.727985,4.750913000000001,6.661513,3.106803,0.91588,16.053039,0.850881,3.871257,2.56209,8.096209,4.3649260000000005,2.310745,5.169749,1.859428,14.508142,5.796996,1.56132,0.597857,2.402054,0.860454,4.344266,8.089094,3.003263,2.109522,1.6324109999999998,8.265714,2.824078,1.987243,2.767704,10.1162,2.876246,6.176516,2.764941,0.292113,2.931466,3.874482,3.024022,3.47271,4.800171,1.741023,10.300245,2.188919
MIMAT0000073,1,10.294816,19.074922,8.627767,22.112128,5.554425999999999,10.731654,22.900053,4.553672,11.753151,7.955532,9.590861,5.937487,18.028551,15.123424,21.59982,15.04456,18.652235,14.757316,16.485841,18.885928,14.464971,11.613772,11.016986,26.216292,9.976971,18.485963,28.433618000000003,20.76361,34.927008,17.138945999999997,12.490559,5.97857,13.931906,4.302274000000001,21.10072,13.818868,8.151715,11.250785,10.882743,10.102541,7.766216999999999,9.439404,7.116956,9.800069,10.642113,8.153003,27.034983,2.336907,6.742373000000001,6.692287,20.790141,11.807212,20.400729,4.476917,20.60049,13.863154
MIMAT0000074,1,172.844549,105.609934,53.923541,88.82975499999999,122.197374,82.464281,92.109099,100.18078,83.391399,77.825858,80.634276,88.749832,79.741666,94.994006,100.223168,101.748732,73.276633,129.967938,236.06809,180.832764,97.000389,74.659968,48.423496,312.66782900000004,62.979634,176.540941,168.755371,237.386959,159.052222,112.663362,86.262923,114.190673,51.88434,62.813205,141.809245,150.659364,79.371959,50.628532,59.310947,168.52875,114.375197,69.05669,85.008088,128.665424,117.350874,75.84762500000001,185.558282,41.188001,78.5633,188.792954,162.919089,193.082641,148.805326,35.069175,113.989381,98.866177
MIMAT0000075,1,116.493975,143.759779,67.727967,278.68905499999994,93.869804,124.261247,152.667015,191.254218,158.38769100000002,112.069234,107.275555,78.43735099999999,176.818474,176.28240699999998,111.455076,114.813744,146.553268,193.139608,142.190381,162.891131,467.133459,96.781438,65.845705,167.70715800000002,125.647489,225.990893,155.830998,127.99062,151.529482,162.063851,140.128458,71.742831,83.111025,61.522522,164.771792,94.709802,141.582411,116.023719,73.458512,122.148902,81.89829,171.399699,89.75272700000001,93.574853,95.491397,61.765165,152.99341900000002,54.333108,94.39322,96.862057,154.981036,138.90837499999998,125.404489,68.894763,140.083336,126.59248499999998
MIMAT0000076,1,49208.13897,69974.258159,41297.23648,18920.356313,18391.260443000003,59454.205077000006,22573.85394,59057.708687000006,39959.031879,58737.076585,77693.078237,41139.610358000005,34718.134023,85484.207131,111881.88872000002,124356.350183,152539.745915,33505.838588,22622.008961,25294.868361,60403.164255,81042.00978400001,167512.241667,65695.712903,76066.304459,52025.506927,89183.704072,56135.507667,52041.241813,59359.72932400001,51027.44605200001,19802.814832,89204.070233,28796.412931000003,70965.75198,10361.454393,123174.123199,45737.604974,112458.999265,31825.299513,57959.984217,27093.075998,39487.642392,79582.56763199999,63154.903444,52615.76706400001,53195.626966,45789.08178099999,75667.59750799999,9830.265979,68533.369125,32417.394663,87240.723214,54645.23551,196392.716761,53678.49668499999
MIMAT0000077,1,42689.352829,81945.400127,83487.01542499999,125649.11485,220115.243236,76206.88028799999,211607.171481,111045.841815,76186.158708,50871.47665,54052.671587,151678.465602,84660.68534899999,135874.50961,65648.767902,63522.881585,115011.45114,47659.657973,20300.710906,92692.137174,113622.343444,74282.794252,66952.783762,28867.22104,95693.190656,53137.437586,44891.143557,55391.116708,200280.06087,123393.097845,57903.498722,33589.99331,73316.893688,88545.538712,56014.961652000005,146022.626543,76810.603068,98466.869603,66902.749631,97446.812415,101135.915152,136849.991482,118203.55365200002,132299.352276,68521.404885,93656.495264,34196.486561,56055.994648,50019.90465700001,83201.688991,39071.096607,38889.48311,74930.682516,72953.831806,72814.493957,144079.758376
MIMAT0000078,1,2594.835575,4211.835849,3678.016925,3034.317643,7962.825339999999,3169.791416,5631.886234,3159.109848,2089.26238,3348.933092,3283.98184,3372.493676,3643.847377,3054.458978,4289.292447,3333.161769,3375.610253,2713.53383,2570.875378,3650.177834,5499.24144,4050.994416,2006.628639,3145.183892,2589.024205,2483.589084,3794.595546,3479.919266,7520.590817,3106.181815,3282.2846820000004,3210.491674,5119.254712,2545.225506,2704.925991,3440.561007,2285.054305,1898.569954,4184.958742,4475.425568000001,3311.938581,2648.497968,3237.81982,3935.834204,4734.8776290000005,2809.82086,4173.218044,2506.333747,3212.300903,4209.448879,7210.398098,4317.619556,3115.311525,3118.17193,2550.340731,3019.248992
MIMAT0000079,1,6.501988,4.65242,6.4708250000000005,20.968397,7.220755,9.602007,7.63335,4.553672,2.238696,5.880177000000001,3.196953,9.99998,4.853841,8.034319,9.935917,4.7509120000000005,7.549713000000001,9.06151,11.90644,20.302371,0.850881,9.401626,4.3555530000000005,15.421348,11.224093,4.159341,9.600962,8.367425,11.28411,10.585819,5.85495,14.348568,6.245338,11.185912,7.447313,13.144779,8.151716,5.976979,3.808959,13.77619,7.766216999999999,7.452161,10.675433,16.754956,22.72235,13.835396,10.752548,5.550154000000001,5.276642,8.10119,17.010114,7.292691,8.400299,3.979483,12.360294,14.592796
MIMAT0000080,1,1383.298229,1055.168862,1047.842258,1339.308692,2959.9537,776.350378,1550.587995,1029.129839,631.312073,1027.647201,955.178709,2415.932972,824.459478,1272.258018,832.4571,1012.340493,910.406662,891.39366,1087.149649,2439.589817,987.8724,970.579554,743.774637,1428.01681,956.853959,919.214493,1213.413877,1745.382965,2700.126389,1407.913957,660.047975,1189.137421,883.474989,1834.920009,1127.026641,2231.578614,867.9430870000001,755.912109,761.247859,2431.497883,2982.933387,697.52226,2070.63895,3137.602776,2218.449224,1936.461437,1050.677686,1087.538519,1075.848181,1556.837426,1093.5613,1111.61427,2781.099557,1018.249655,999.810475,1245.130116
MIMAT0000081,1,9042.099838,9497.450241,9702.78638,12652.711883,9241.45424,7195.573363,20946.932436,8641.73076,10217.96497,9993.531807,7677.661818,9359.044951,7416.668227,8867.524952,9823.166586,9647.521801,9360.756855999998,8221.37838,6906.19373,8267.315208,5429.469229,8973.574799,7770.049378000001,7311.261015,8399.986779,8746.171093,7405.295744999999,6219.786236,15149.724025,11425.627563,5826.065064,9009.105961,7827.328925999999,6632.386143,8830.961209000001,8698.471634,9419.949733,10631.640161,9052.809597,10030.90459,10813.398278,6362.654937,8411.8472,8931.3404,7337.881063,6715.849857,8382.687537,8206.92852,9407.368885,5311.210745,13925.990889,6771.783265,7844.080817999999,9144.846882000002,12279.952425,7704.630184000001
MIMAT0000082,1,2935.648182,1554.37353,1891.206449,1257.722569,2052.91591,2138.9879,1415.732129,2164.132549,2191.682689,2417.44406,2119.225055,2202.808368,1989.381184,1947.140799,1702.065891,2031.015543,1951.378957,3120.007272,4810.660111,4720.065681,3125.284514,2441.657387,1656.9034,5139.549705,1807.702592,3199.920138,4097.764385,3641.689492,3983.828262,2196.053399,2335.344185,3035.319596,1820.275537,2783.571504,3042.227197,2556.15348,1458.298833,1235.476818,1456.110986,3557.93118,2911.6253930000003,1485.464064,2516.239505,2768.045329,3939.595366,3461.566877,4016.845256,2408.183607,2871.37136,2869.934691,5039.907623,3884.919971,3989.542822,2294.6681200000003,1595.851336,2289.244494
MIMAT0000083,1,1072.286408,427.5574,495.233808,549.753239,887.5973,702.076041,462.07217,536.194861,486.356552,530.5993960000001,560.532541,1211.560228,601.182812,773.185036,404.780645,484.19727300000005,509.82773,948.610624,1616.528339,2789.923792,220.37808,538.104788,335.121331,2003.233087,598.930093,973.748083,1119.250596,1860.047683,1491.114573,854.426836,578.859339,874.664677,358.386264,876.803511,1012.834513,1914.081699,452.20564,387.800493,301.451975,1850.142583,1227.768322,519.6640170000001,1108.26828,1808.586946,1087.221322,1530.293713,970.801605,683.2534519999999,805.566973,1529.3638219999998,1758.0897280000002,1232.464555,609.6218230000001,591.201618,1220.235724,859.1507229999999
MIMAT0000084,1,769.40207,517.349106,558.216502,498.285359,1045.898446,560.870077,463.598839,572.624236,449.418079,565.188668,592.1468610000001,837.185929,436.84564200000005,698.985739,631.1467680000001,618.806492,654.604592,583.30233,759.951494,1377.2563349999998,599.019957,523.172797,493.458473,1145.806146,586.770659,691.837152,957.511314,1006.260384,1174.084807,674.971999,504.306316,413.119134,708.605549,805.815986,800.8964100000001,922.830727,535.867973,364.947336,651.876293,1328.024906,1107.038947,379.563392,735.418836,1728.92187,1260.659011,1217.020801,547.151157,605.843377,909.340884,760.102978,1360.809077,648.7021090000001,988.835397,666.314318,1009.424038,748.245492
MIMAT0000085,1,124.079628,104.214208,80.238229,85.398562,128.862688,117.765773,69.209046,104.734453,78.354335,89.586208,116.155983,104.062305,106.091086,90.740542,97.199193,117.981017,99.922684,129.967939,142.648322,111.899125,148.053228,115.031651,72.25093000000001,97.925558,80.127555,118.77231,108.195456,193.690405,120.901182,96.280544,106.560081,129.734952,96.562521,131.649593,103.331462,91.676391,75.081583,67.153122,90.870901,110.66874,79.07421099999999,81.476959,103.986639,102.742658,93.765647,124.765633,107.525494,83.544455,104.653352,124.335658,103.194693,130.226603,66.002361,89.04088599999999,98.195672,90.110502
MIMAT0000086,1,9689.047779,3259.485469,7064.846726,2844.839583,4253.024106,5645.414325,2108.8403860000003,8572.287264999999,5948.773055,8840.671446,4355.316533,5853.114025,5540.312183999999,8581.125119,5458.706757,5898.259186,6700.148909,11289.346693,9531.792943,15316.960173,5149.529507,5122.779695,7875.095053000001,17391.425036999997,6208.170765,11877.693172,12000.094532,8759.764709000001,5932.755302,5951.246758,4829.162335,6070.639189,5460.346195,11558.060051,15586.294342,4104.2037,8528.409583999999,5563.864729999999,4201.826992,10429.495743,13851.401202,3557.16478,7019.691430000001,6538.859011,16027.598167000002,14642.049873999998,6192.546826,5839.056565999999,9968.744705,5199.907436,10624.51687,8928.683052999999,14029.702261,7194.901293,5529.858349,7941.033442
MIMAT0000087,1,57079.338896,71755.669788,50444.394691,31692.397434,20072.029801,52837.011331,26848.530398,47113.427412,52348.531276,69806.680573,89257.880489,27331.511251,51493.006657000005,44101.793874,68958.29247,83040.42631499999,34478.654517,46936.290596,53074.563627,29386.032626,66309.12663099999,75797.008957,63031.505507,60769.748867,52187.045773,57968.743933,78120.81112,57397.74929099999,30299.985388,33876.637901,57380.066239,39944.01668,65004.830531,41601.702324,50299.769846,28282.503496,47058.561062,54832.106646,89286.91915999999,33705.290516,29229.217076,58238.637068,28594.745069,20515.654344,59026.338658,35074.460375,94977.883542,52217.623376,55932.965572,28114.300046,99662.632754,42550.413324,80191.070837,37295.196647,22492.302284,47815.477047
MIMAT0000088,1,36954.59823,24155.830017,21041.828705,13683.975763,10114.610034,23480.009614,10583.38647,22215.088136,27912.612533,25355.664167,26938.597175000003,19588.400771,23975.891668,19540.408607,27268.046004,24724.150078,15853.510686,18959.526377,28108.130632,21865.183741,13089.947441,24788.214567000003,21402.928572,33074.935796,26457.99414,23023.804373,24710.290976,26565.026208,9793.533024,14538.614547,25539.679971,29186.179221,23025.596755,27421.836279,22502.365295,25105.17507,22282.497239,33089.613205,31218.780129,25663.668047,23370.665304,23552.305973,17411.238696,12160.937367,44185.479958,26423.878513,24324.110105,48031.052827,37282.096774,17453.485958,54664.456616,22452.45514,38666.584261,25673.869113,11001.348645,23689.576259
MIMAT0000089,1,8.669319,1.395726,0.431388,0.0,0.555443,6.495475,0.0,2.276836,1.679022,2.075356,6.03869,2.187496,9.707681,4.72607,5.615954,10.689555,10.214319,7.508108999999999,15.34099,0.0,3.403523,2.765185,1.024836,7.325140999999999,3.117804,6.470086,6.277552,20.143802,0.537339,0.252043,8.58726,8.967855,2.882463,2.581364,11.791578,0.0,2.574225,0.703174,5.441372,5.051269,2.118059,3.477676,2.767705,3.4774450000000003,4.31437,2.96473,8.294823,1.75268,4.983493,2.465579,12.474086,6.945419,0.0,1.989742,0.686683,2.918559
MIMAT0000090,1,12.462146,11.165808,3.451106,7.243628999999999,7.776197,9.319593,7.124461,5.692089999999999,6.716086000000001,3.113035,9.946078,10.62498,4.853841,7.561712,8.639928000000001,10.689556,8.882016,7.249206999999999,22.439062,30.217485,4.254405,5.530368,8.198687,23.903089,5.923826999999999,10.629429,13.662908000000002,20.453708,33.852332000000004,7.561299,17.174519,8.369997,5.764927,8.17432,11.791578,28.311828,5.57749,3.51587,9.250331,14.694605,11.296316,5.464918000000001,5.930797,30.980863,6.615368,19.764853,13.824707000000002,4.673816,12.019012,6.340063,21.168143,10.765399,15.600558,6.217938,19.913807,5.837116999999999
MIMAT0000091,1,2.709162,4.187178,0.862776,1.524974,1.110885,10.166829,2.03556,0.0,2.798369,3.113035,2.841736,4.062492,2.080218,2.363035,6.911943,6.73046,6.661512,6.990307,6.18219,32.578226,4.254404,1.65911,2.818299000000001,17.734551,4.053144,4.159341,16.986317,7.127807,2.149355,3.78065,12.490559,0.597857,4.804106,0.860455,5.275180000000001,3.707502,0.858075,1.757935,3.80896,6.888096,3.530099,3.974486,5.930796,6.322625,3.451497,6.176516,10.138118,0.584226,2.345173,5.987836,12.096081,5.556336,1.800064,1.741024,21.973856,4.377839
MIMAT0000092,1,9778.450125,11181.626289,6040.730822,10499.829395,8528.821364,7529.666671,14887.06966,14908.721648,10650.03316,8348.466139999999,6490.52636,7489.985956,14476.23248,9818.882823000002,7789.327437000001,9833.995156,9881.687105,7874.452004,10972.014369,6507.146671,25393.681196,8406.15906,5112.649961,9152.569945,7780.790958,12057.46916,6753.907409,9156.132755,10671.544269,7460.482126,11467.113726,12321.233308,6928.000395,5268.134943,7221.410777,7154.128914000001,10541.025006000002,8734.124964,5672.085543,8707.930949,6261.689039,10339.127969,7538.833864,5389.405744,5536.775261,4860.918437,8093.597563,6116.85649,7678.68314,6600.356664,9044.466331,12498.975553,2346.684009,7145.903936,7802.092458,8682.712175999999
MIMAT0000093,1,1744.700468,2267.58952,1395.5412560000002,4288.609017,3302.106351,1870.131749,5148.440683,2577.37827,1778.083733,1766.128114,1693.319787,2377.808039,2861.685656,3030.356019,2007.919358,2360.808128,2975.0313220000003,1625.634854,1306.044991,2931.5682540000003,5244.828135000001,1844.930701,1335.361143,1761.117924,2086.746029,2143.909522,1600.037225,1982.769924,3271.8546380000003,3158.102739,1793.566193,1337.405936,1625.22886,985.651054,1796.3538599999997,2140.576309,2272.1831770000003,1834.581116,1844.624903,2091.68515,2452.006542,2432.882113,2379.8311750000003,2192.054167,1945.493396,1181.197005,1394.75927,1429.019195,1628.722743,1267.660154,1723.313498,1682.52769,2679.095909,1628.105088,7032.320794,2285.961113
MIMAT0000094,1,6.50199,2.32621,1.725553,0.762488,3.888099,3.388944,7.124459999999999,2.276836,0.559674,6.571961,3.552171,3.437492,2.080218,4.253463,3.887967,3.563184,0.888202,1.035601,2.74764,5.665778,1.701761,3.3182210000000003,3.843135,5.397473,0.935341,1.848596,3.323411,3.718856,12.896127,4.53678,0.78066,2.989285,5.284516,3.44182,1.551524,5.055684,2.145188,0.703174,3.264822,4.132858,2.118059,0.993621,1.976932,6.954887,3.163872,3.458849,4.915451,2.921135,2.052027,3.874483,4.914034,4.167252,8.400299,6.2179400000000005,0.686683,1.8241
MIMAT0000095,1,6.501989,6.97863,1.294164,4.193679,1.666328,6.213062,1.52667,1.138418,1.119348,2.767141,6.03869,5.31249,2.773624,5.671284,2.591978,4.750913,4.441008,3.106804,4.12146,3.305037,1.701761,3.871257,2.818299,11.56601,1.870683,4.62149,6.64682,13.94571,11.821449,3.276564,10.14858,1.793571,3.362874,1.72091,9.309141,3.033411,3.432301,2.461109,11.971017,1.836826,9.178257,1.987243,3.953865,2.845181,4.889620000000001,5.188275,2.764942,7.010723,6.449226,1.408903,13.986093,1.736355,2.400085,2.735894,36.3942,8.755677
MIMAT0000096,1,39.553768,32.101698,28.040241,43.843012,39.99187,46.315556,27.988952,26.183614,33.58043,38.394089,26.64128,54.687396,35.363694,54.349805,21.167823,39.590946,30.198857,30.032431000000003,36.177262,60.434969,27.22818,30.417023,28.695405,37.782302,34.607622,41.131267,33.972635000000004,60.121501,46.211121,43.603493,39.423327,26.305705,24.020528,36.569332,34.133517,67.072068,41.616648,28.47855,25.574446,56.482387,30.358849,32.292698,51.795627,73.65858300000001,37.391209,44.96504,32.257649,40.311658,37.229625,42.97153,26.460178,32.296197,42.001504,35.566613,43.947712,40.130184
MIMAT0000097,1,2906.389233,2722.596197,3178.469233,1020.207818,2590.028918,3985.397048,1555.6768969999998,3211.477075,2884.558881,3785.103784,3477.2199280000004,1692.184326,2811.760442,1947.613406,3174.309688,3670.872542,2375.495229,5158.070272,5286.230841,1020.312287,8846.605796,4297.648819999999,2271.804921,2890.34612,2798.540617,3858.48256,3776.501426,3762.552305,1833.399251,1500.413856,4900.592719,4898.241762,2991.0360240000005,3188.415522,3167.900594,1322.229708,2278.618742,1745.981184,2326.730408,2802.995862,2058.753552,2558.5752270000003,2374.691151,1553.469018,2972.313535,2420.453267,3628.831823,2608.865583,3070.4179300000005,2367.660897,4369.331147000001,4746.846434,1416.650715,3927.747557,422.310056,2530.390409
MIMAT0000098,1,11485.222329,7818.857095,12711.719999,9301.199585,6468.684702,10326.109522,5844.093387999999,12553.334883,13422.657275,11978.609996,11632.648709,7502.173432,12163.030795,8196.423028,10453.881355,8740.889131,11979.619329,18465.544645,15651.474657,2771.037859,27975.252987,13382.384011,9253.755512,8402.321375,14994.765207,12155.906909,11872.327887,10083.98726,6259.9945,9236.127281,15901.262133,15330.247198,13647.022198,8876.882669999999,10692.78936,5618.212326999999,11212.897901,10417.875245,7645.126817,7564.966223,8685.454791,7992.194111,6581.603215,3889.679041,10235.699805,7792.787260999999,8892.665594,12637.998059999998,14033.222896,5986.075112,12336.112283,16655.114122,5756.006063,18555.075396,2788.619739,10555.332409
