accession_id,is_expressed,64efe402-841b-49bc-a370-02a24880dd19,4ebd02b1-6eb1-4923-ad2f-5f4f107e6622,03589e93-5465-4e5b-91aa-be97a386e097,84d88e83-f246-45c8-a27c-5f146cb5a4b4,308d2039-4905-49de-861a-c70f97669068,7e17b2bf-91b2-4ea2-acc1-59e1537913ce,f041b9ca-ace6-4425-a928-1ffbf2737243,29cea98e-c370-473d-af6d-393e87c1bd31,7c3c4540-a63e-4737-a23d-a9c999c53f39,ef076f15-36a4-4e8a-a624-8cdeb9c4fa2d,d4a3af62-0505-49f6-9f34-168bec5cb0d0,485f5497-8ed6-4c98-a733-710988850a13,c5b7ba42-889d-4b7a-a810-298ae179e9c2,5ec7ec6c-20c8-48af-964c-54125c9313c2,c42db931-0c5e-42bc-9590-2edbe16d7e56,6c67482e-8a8a-4a5c-b8be-d573afb35d54,f3533714-4d93-4e83-9f58-3c9dda0effba,27c8aced-b610-4c85-b7ed-3b111b55ef79,8c9b3702-7326-45fc-8457-168dd4921afb,ea6c109d-9823-4fa7-987d-78f2ed377312,3b8748ee-d541-4219-ba20-437311ae376a,5074a94f-c14e-441f-b006-cd8895a550e5,3f0c486c-70c8-4537-a4cc-1ea2e302706d,5e01bf11-33c4-4d86-a97e-54ef83a86a04,3e75bf39-6c1e-460b-956e-3e999daa919c,1c73346e-7c14-4b9e-b43d-4478181e0a4a,4be7af1f-00a3-400a-9584-04756550a692,86723871-7176-4e6c-b9b2-dcf4acf99075,600fc778-f0e3-4362-ad0c-cdb64fc76e7b,82bf32b4-0410-4426-9591-33210d995b98,3f5ad0e5-ab95-4c1e-8dfe-09cab1d1500c,cd746011-8fd7-473d-84e7-f39ec60b6717,12c76136-cc83-42c0-886b-4b4ea167a0d7,268512d6-01f2-4afa-bfbc-55698afe6a1f,7734be37-d611-4651-83e4-7a9e78daf8a2,38a63af6-4f43-4eea-aff2-a42b4118482a,803da4bd-a731-423b-b689-9c876dec117f,1f7bbed4-631f-4f97-84a7-9f9bd9eba94c,acad335c-080a-442e-84d8-235fa3116bc6,8ca0e4c1-92ab-4653-87e0-cdcc630d8db6,af1bb8e0-9d0f-4e54-9ca4-9b311129a412,42a6d971-d671-4860-835f-15d184d416b0,bf370830-8f1c-4ca5-a838-aba83f5a964f,3a587350-9c2f-43ea-a607-1eec5356f34b,80a3007d-3d24-48c8-bdb4-38605dcd408f,8790fe0b-8d3a-4f2c-8201-1231da243697,f52a43ab-8cf4-4611-a13a-195778748214,c786cbe6-bedd-4ff1-9c19-8026aaabc738,8e5ae73e-8a65-4060-874e-9c0ab8311fcb,afd9ffe6-e019-4ea3-ab5f-41a57f9db4de,85fb34fe-c751-4806-87a9-419e9ed39dfc,15a6e18f-00b4-4369-8588-294605e0e952,3ef8d2e0-14fe-438a-bbcd-d0382a4085de,485f30ed-85f1-4402-ad3e-8e1ff3a75a36,cea36b7b-8225-4b98-8371-66ee50eb0641,9b71b456-248a-4ec9-8fd3-bc0c1ea2d852
MIMAT0003256,1,0.541832,2.32621,1.294165,3.431193,11.108852,2.259295,3.05334,2.276836,0.559674,0.691786,1.420868,0.937498,2.773623,2.363035,2.159982,0.791819,2.664605,1.294502,0.45794,1.416445,3.403523,1.106074,0.512418,1.542135,0.935341,2.772894,2.215607,0.929715,3.224032,2.016347,2.73231,0.597857,1.441232,0.430227,1.241219,3.03341,0.858076,0.351587,1.088274,1.836826,2.824079,1.987244,3.558477,2.212918,1.725748,0.741182,2.457726,0.0,0.87944,1.761129,0.378003,2.083626,0.600021,1.243588,6.180147,1.09446
MIMAT0003257,1,2.70916,1.860968,1.294165,3.431194,13.886066,0.847236,12.21336,1.138418,1.119348,0.345893,0.0,10.312479,2.080218,1.890428,0.431996,0.791818,0.888202,1.294502,1.14485,5.665776,1.701762,1.106074,0.512418,2.313203,0.31178,2.310745,1.84634,5.268381,12.896127,3.780649,2.73231,1.195714,0.0,0.860454,1.551524,9.100233,0.858076,0.703174,0.544137,5.969682,2.824079,1.987244,11.861592,5.374229,0.57525,4.200031,0.921647,0.0,0.586294,5.283385,1.890015,2.430897,0.0,1.492306,0.686683,2.18892
MIMAT0003258,1,5.960157,5.582904,1.725553,3.049949,4.443541,6.777886,5.088901,5.69209,2.798369,5.8801760000000005,3.552171,7.187487,4.160435,6.616498,6.911942,4.355004,8.882016,4.142404,14.883051,14.164446000000002,9.359687,3.318221,2.56209,11.951545,4.364925,7.394385,9.600963,11.776377,11.82145,6.04904,6.63561,5.978569,4.323695,6.023183,6.826703999999999,8.089094,4.719414,4.922218,5.441371,16.990636000000002,9.178257,3.477675,7.512342,15.490431,7.478242,11.364791,10.445334,4.089587,4.983493,12.680123,7.560051,6.598148,7.800279,1.98974,10.986928,5.472298
MIMAT0003260,1,0.0,0.0,0.0,0.0,0.0,0.847236,0.0,0.0,0.0,0.691785,0.0,0.0,0.0,0.0,0.0,0.0,0.444101,0.0,0.0,0.0,0.0,0.0,0.256209,0.0,0.0,0.0,0.0,0.929714,1.074677,0.0,0.0,0.0,0.0,0.430227,0.620609,0.0,0.0,0.0,0.0,0.0,0.0,0.496811,0.0,0.0,0.287625,0.0,0.0,0.0,0.293147,0.0,0.378003,0.347271,0.0,0.248718,4.120098,0.0
MIMAT0003265,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003266,1,11.378481,19.074922,8.627766,4.574923,6.665312,21.463307,9.160021,15.937852,11.193477,5.8801760000000005,13.498247999999998,13.437474,21.49558,15.596031,11.231906,17.420015,13.323025,8.80261,16.943781,8.02652,11.912328999999998,9.954662,13.835285,14.264747,13.406555,6.470087,11.816569,35.019225,10.209434,12.602166,22.639138,12.554996,8.166979,12.046367000000002,19.549196,18.874551,13.729204,11.602372,26.662719000000003,20.664287,9.884277,11.426645999999998,11.07082,12.961382,10.066865,9.388305,22.426747,7.887063,15.536772,16.906831999999998,34.776234,12.501753999999998,4.800171,7.958962,5.493464,14.592794
MIMAT0003271,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352226,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003273,0,0.541832,1.860968,0.0,1.524974,1.110886,0.564824,1.52667,0.0,1.119348,0.345893,1.065651,2.187495,2.080218,1.890428,0.431996,0.395909,0.888202,1.812302,1.83176,0.944296,0.0,1.65911,0.512418,0.771067,0.31178,0.924298,0.738536,1.549524,0.537339,1.008173,0.78066,2.989285,1.921643,2.151137,0.310305,1.011137,0.858075,1.054761,0.544137,1.836826,1.412039,1.490432,1.186159,1.264525,1.150499,1.235304,0.921648,0.292113,0.0,2.113354,3.0240210000000003,0.694542,0.0,0.99487,0.686683,0.0
MIMAT0003275,0,0.0,0.465242,0.0,1.524975,0.555443,0.0,1.01778,0.0,0.0,0.0,0.355217,1.249997,0.0,0.945214,0.0,0.0,0.0,0.0,0.22897,0.944296,0.0,0.553037,0.0,0.385534,0.31178,0.0,0.369268,0.0,2.149355,1.008173,0.0,0.0,0.0,0.0,0.0,0.0,0.429038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247061,0.307216,0.0,0.0,0.0,0.378003,0.0,1.200043,0.248718,0.0,0.36482
MIMAT0003280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.50889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003283,1,1.6254970000000002,2.791452,2.588329,1.906218,21.662261,2.82412,6.106679999999999,11.38418,1.119348,3.458927,1.065651,9.062483,4.853841,3.780856,3.455971,2.375456,4.441008,3.365704,3.43455,3.777186,4.254403,3.871257,0.7686270000000001,1.542134,3.741364,2.310745,1.846339,5.2683800000000005,8.597417,6.0490390000000005,5.8549500000000005,5.97857,0.960822,2.151136,3.103047,7.077957,6.006527,4.219044,3.264822,10.561747,12.708355,2.980864,6.72157,16.754956,2.588623,3.705909,2.457725,4.381702000000001,2.052027,6.3400620000000005,6.804047,2.430897,1.800064,3.730763,20.60049,8.390857
MIMAT0003284,1,1.083665,1.395726,0.862776,0.762488,6.10987,2.259296,3.56223,1.138418,0.0,0.345893,0.0,1.562497,4.160436,1.890428,1.295988,0.395909,1.332303,0.2589,0.91588,1.888592,6.807046000000001,1.106074,0.0,1.927668,0.31178,1.848596,1.84634,0.929714,5.373387,1.764303,2.34198,1.793571,0.960822,0.860454,0.310305,2.35932,2.145188,0.351587,0.544137,0.459206,2.11806,4.968107,0.0,2.212918,0.8628750000000001,1.482364,3.072157,0.292113,0.0,5.283385,0.378003,3.47271,0.600021,0.248718,6.180147,1.45928
MIMAT0003287,0,0.0,0.0,0.0,0.0,0.0,0.564824,1.01778,0.0,0.0,0.691786,0.0,0.0,0.0,0.472607,0.431996,0.395909,0.0,0.0,0.91588,0.472148,0.0,0.0,0.0,0.771068,0.31178,0.0,0.369268,0.309905,0.537339,0.252043,0.0,0.0,0.0,0.0,0.930914,0.0,0.429038,0.351587,1.6324109999999998,0.0,1.412039,0.993621,0.0,0.316131,0.0,0.247061,0.0,0.584226,0.586294,0.704451,0.756006,0.347271,0.600021,0.497435,2.060049,0.36482
MIMAT0003293,0,0.0,0.0,0.862776,1.143732,1.666328,0.0,2.54445,0.0,0.0,1.037678,0.355217,4.3749910000000005,4.160435,1.417821,0.431996,0.0,0.444101,0.2589,0.91588,3.305037,0.0,1.106074,0.512418,1.542136,0.31178,0.0,0.369268,0.309905,5.910726,0.756129,0.39033,0.0,0.480411,1.290682,0.930914,3.033411,0.0,0.703174,1.088274,1.377619,0.70602,0.993621,2.372317,1.580656,1.150499,0.741182,0.614432,0.8763400000000001,1.465734,2.113353,1.134008,1.389084,2.400085,0.248718,1.373366,0.0
MIMAT0003294,1,1.083664,3.721936,0.862776,0.762487,0.0,2.82412,1.01778,1.138418,1.119348,0.691786,3.196953,2.8124930000000004,2.080218,3.780856,1.727985,0.395909,0.888202,3.106804,2.51867,2.832888,1.701762,2.765184,0.512418,3.469803,2.494242,0.462149,2.954143,4.028761,5.373387,1.51226,0.39033,1.195714,0.960821,1.720908,3.723656,0.674091,2.145189,3.164283,1.088274,2.755238,2.118059,1.490433,1.976932,1.264525,1.725748,0.741183,3.379374,1.4605670000000002,1.465733,3.522257,2.2680160000000003,5.556335,1.200042,0.248718,8.240196,2.188919
MIMAT0003296,0,1.083664,0.465242,0.862777,1.906218,2.221771,0.0,0.50889,0.0,0.559674,0.345893,0.355217,1.874996,2.773624,0.945214,0.431996,0.791819,0.444101,1.812302,1.14485,5.19363,0.0,0.553037,0.768627,3.469804,2.182462,2.310745,1.107804,1.239619,4.298709,1.008173,0.78066,1.195714,0.0,1.720909,2.172133,1.348182,3.003264,1.054761,0.0,1.377618,2.824078,0.0,0.395386,1.896789,2.013373,1.729425,2.150509,0.584226,0.293147,2.113354,0.756005,2.083626,1.200043,0.0,3.433415,0.72964
MIMAT0003297,0,0.0,0.930484,1.294164,0.0,1.666328,0.0,2.54445,0.0,0.0,0.691785,0.710434,0.624998,0.0,0.472607,0.0,1.187728,0.0,0.5178,0.68691,1.416444,0.0,1.659111,0.0,0.0,0.0,0.0,1.107804,0.0,1.074678,0.252043,0.39033,1.195714,0.480411,0.0,0.0,0.337046,0.429038,0.0,0.0,0.459206,0.70602,0.0,0.395386,0.632262,0.0,0.247061,1.843295,0.584226,0.0,0.0,1.134008,0.0,1.200043,0.248718,0.686683,0.36482
MIMAT0003298,1,2.167329,0.930484,1.725553,1.143731,4.443541,2.541707,3.05334,4.553672,3.358043,0.691785,1.776085,1.249997,3.467029,0.472607,1.295989,1.187727,9.326117,3.365704,1.60279,3.777186,18.719374,1.65911,0.512418,1.927669,2.182462,2.310745,1.107804,2.1693320000000003,5.910724999999999,0.75613,5.8549500000000005,2.989285,2.882463,1.7209090000000002,0.62061,1.348184,0.429038,1.406348,1.088274,0.918412,0.0,1.987242,1.186159,2.212919,0.57525,1.235304,1.843294,1.168453,0.586293,4.931159,1.51201,4.514522,0.600021,0.7461530000000001,20.60049,0.36482
MIMAT0003301,1,2.167329,0.0,0.0,0.0,0.0,1.129648,0.50889,1.138418,1.119348,0.345893,1.065651,2.187496,0.693406,0.0,0.863992,1.187727,1.332303,0.776701,1.37382,6.137926,0.0,0.553037,0.512418,1.542135,0.31178,0.924298,0.369268,2.789142,2.149355,0.75613,1.95165,0.0,0.480411,0.0,0.930914,2.35932,0.858076,0.0,2.176549,0.918412,0.0,0.993621,0.395386,0.948394,0.575249,1.482365,1.228863,0.0,0.586293,1.761128,2.268016,1.389084,0.0,0.497435,10.986928,1.09446
MIMAT0003302,0,0.0,0.465242,0.0,0.0,1.110886,0.282412,0.0,0.0,0.0,0.345893,0.0,0.0,0.0,0.0,0.0,0.395909,0.444101,0.0,0.68691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496811,0.0,0.0,0.0,0.0,0.307216,0.0,0.0,0.0,1.512012,0.694542,0.0,0.248718,0.686683,0.36482
MIMAT0003306,0,0.0,0.0,0.0,0.762488,0.0,0.0,0.50889,0.0,0.0,0.345893,0.0,0.312499,0.0,0.0,0.0,0.0,0.888202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62356,0.0,0.0,0.309905,1.612016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496811,1.186159,0.0,0.0,0.247061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.373366,0.0
MIMAT0003309,0,0.541832,0.0,0.0,0.0,0.0,0.0,0.0,1.138418,0.0,0.0,0.0,0.0,0.693406,0.0,0.0,0.0,0.0,0.2589,0.0,0.0,0.850881,0.0,0.256209,0.385534,0.0,0.0,0.0,0.309905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459206,0.0,0.0,0.0,0.0,0.0,0.0,0.307216,0.0,0.0,0.0,0.378003,0.0,0.0,0.248718,2.060049,0.36482
MIMAT0003311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.850881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307216,0.0,0.0,0.704452,0.0,0.0,0.600021,0.0,0.0,0.0
MIMAT0003312,1,2.16733,0.465242,0.862777,1.906218,17.218721000000002,3.953767,10.686691,5.69209,1.119348,1.037678,2.841737,2.187495,18.721956,5.671284,2.591979,1.979547,4.885109,1.294501,2.2897,8.026519,4.254403,2.212148,0.256209,1.542135,0.935341,2.310745,1.477071,5.268379,17.732174,0.75613,5.85495,0.0,1.441232,0.0,1.241219,17.526369000000003,1.287113,1.406348,2.720685,5.051271,1.41204,15.897943,2.372318,3.793575,0.57525,0.494122,4.608236000000001,0.87634,0.87944,28.882504,3.024021,6.945419,0.0,1.492306,17.167075,13.133515
MIMAT0003313,0,0.0,0.465242,0.0,0.0,1.110886,0.0,0.0,0.0,0.0,0.0,0.0,0.312499,0.0,0.0,0.0,0.0,1.332303,0.0,0.68691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.480411,0.0,0.0,0.0,0.429038,0.351587,0.0,0.0,0.0,0.0,0.0,0.316131,0.57525,0.0,0.307216,0.0,0.0,0.0,0.378003,0.347271,0.0,0.0,0.0,0.0
MIMAT0003321,1,0.0,1.860968,1.294165,0.381244,0.0,2.259295,0.0,1.138418,1.679021,2.075356,1.776085,0.937498,0.693406,0.472607,2.159982,2.771366,1.332302,1.035601,1.6027900000000002,1.416444,2.552642,2.212147,0.768627,2.313202,0.623561,2.772894,1.477071,1.239619,3.224032,0.75613,1.56132,1.195714,0.480411,0.0,1.241219,1.685228,0.0,0.703174,4.353097,0.0,1.412039,0.993621,1.581545,1.580656,1.150499,0.494121,2.150509,1.4605670000000002,2.345173,0.704451,2.646018,0.347271,3.600129,0.248718,3.433415,1.09446
MIMAT0003322,1,14.629475,23.727342,25.451911,44.224256,98.868786,20.898483,88.03798,28.460449,13.991846,17.294635,9.946077,68.437369,42.297752,29.774241,12.959892,19.795472,16.43173,21.488724,12.135411,82.15378899999999,42.544032,21.568434,5.380389000000001,19.66222,21.824625,16.637366,17.724853,24.172562,77.914096,23.187984,15.222869,20.327135,13.451497,25.383417,19.238892,85.609572,12.871128,21.798395,19.0448,51.431117,36.713026,66.075827,49.423305,42.361589,14.956485,35.329674,19.969019,24.829645,12.898453,119.052275,17.76612,20.141715,13.800493,22.135863,29.52737,43.048742
MIMAT0003323,0,0.0,0.0,0.0,0.0,0.0,0.0,1.01778,0.0,0.0,0.0,0.355217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39033,0.0,0.0,0.0,0.0,0.337046,0.0,0.0,0.0,0.0,0.0,0.0,0.395386,0.316131,0.0,0.0,0.307216,0.0,0.0,0.0,0.0,0.0,1.200042,0.0,0.686683,0.0
MIMAT0003327,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248718,0.0,0.0
MIMAT0003328,1,7.585654,11.165808,33.64829,12.962282,9.997967,35.866314,19.337822,14.799434,8.395108,17.294635,24.154761,20.624961,4.85384,8.979533,15.551871000000002,9.897736,12.434822,9.320411,14.883051,8.498668,20.421135,23.227545,32.28233,18.891151,8.10629,22.645304,27.325815,17.35466,27.404267,19.155292,92.898532,17.935707,33.148329,6.0231840000000005,8.998837,13.481822,10.296903,11.250785,23.397897,11.020953,16.238455,6.458539,28.467825,11.696857,8.628741,23.717824,17.818511,10.223971,34.298158,15.145705,72.954487,17.016275999999998,20.40073,21.140992,9.613562,58.371174
MIMAT0003329,1,10.294817,12.561534,6.039438,3.812436,7.776197,37.560786,0.50889,6.830508,5.037064000000001,5.534283,11.011729,5.937488,6.934058,5.671284,17.279856,25.338202,8.437915,5.954706,25.873612,12.275852,26.3773,6.636442,10.504568,14.650282,14.341896,8.780831,7.016088999999999,53.92341,13.970804,11.089904,15.6132,21.52285,4.804106,6.453412,20.790415000000003,4.044547,13.300167,0.703174,15.23584,13.776192,5.648157,4.471297,9.489274,29.400207,9.491613,13.588337,14.439139,10.516086,9.087547,8.453416,12.096082,6.250878,27.600989,11.19229,3.433415,4.013018
MIMAT0003330,0,2.167329,16.748712,0.862776,2.287462,1.110886,7.060299,2.03556,1.138418,0.559674,2.421249,6.749122999999999,5.937489,1.386812,3.308249,6.911942,11.481373,2.664606,2.071202,2.06073,1.888593,15.31585,1.106074,4.355553,1.542136,2.494244,0.462149,0.369268,11.776377,6.448063000000001,3.276563,5.07429,9.565712,4.804106,4.3022730000000005,3.413353,2.696365,6.006526,2.109522,4.897233,2.7552380000000003,4.942138,1.490433,2.767705,5.690363,1.4381240000000002,1.482363,5.837098,1.460566,2.052027,4.2267090000000005,1.890014,1.389084,0.600021,2.984612,0.0,4.013019
MIMAT0003331,1,4.876491,12.561534,3.019718,1.143731,2.221771,6.495475,1.01778,3.415254,1.679022,2.767142,8.169992,4.062492,2.080217,0.945214,6.911942,8.710008,3.996908,4.142404,6.64013,6.610075,8.508806,4.424295,4.3555530000000005,4.240871,2.494243,6.007938,3.692678,19.214089,2.686693,6.301083,5.07429,7.174284,1.441232,4.732502,15.82554,4.381593,3.432302,1.054761,2.720685,3.673651,5.6481580000000005,2.484054,5.140023,11.380725,3.451497,2.964729,5.529882,1.752679,3.810907,2.465581,3.780027,2.778168,12.60045,3.233328,1.373366,5.837117999999999
MIMAT0003332,0,3.250995,6.513388,0.0,0.381244,1.110885,4.236179,0.50889,1.138418,0.559674,1.037679,3.907388,0.624999,0.0,0.945214,3.887967,2.771366,1.7764030000000002,0.2589,1.14485,1.416444,0.850881,1.659111,1.281045,2.313202,1.558902,1.848596,1.477072,6.198093999999999,3.76137,1.008173,2.73231,1.793571,0.0,0.430227,1.861828,1.011137,1.287113,0.351587,0.0,0.459206,0.0,0.496811,0.790773,3.161313,1.150499,0.247061,2.15051,1.168453,1.172587,0.352226,1.134008,1.389084,3.600128,0.7461530000000001,0.686683,1.09446
MIMAT0003336,0,0.0,0.0,0.0,0.0,0.0,0.282412,0.0,0.0,0.0,0.0,0.0,0.312499,0.693406,0.0,0.0,0.0,0.0,0.2589,0.22897,0.0,0.0,0.0,0.256209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429038,0.351587,0.544137,0.0,0.0,0.0,0.395386,0.0,0.0,0.0,0.307216,0.292113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003338,1,14.087643,9.30484,7.764989999999999,30.880731,23.884033,21.180895,15.266702,21.629941,16.790215,19.024098,11.722162999999998,22.187458,13.174709,33.08249,13.823885,14.648649,32.419359,20.712023,12.364381,26.912447,43.394913,15.48503,12.810449,23.517555,26.813112,25.880348,23.26387,19.833897,24.717576,37.302411,18.735838,9.565711,8.64739,17.639325,33.202601,20.55978,27.02937,17.227764,10.338606,21.123493,26.12273,24.343726,13.443139,34.774439,22.147101,20.258975,14.746353,14.313561,17.295652,14.089027000000002,55.566372,14.238109,27.600988,10.943572,38.454249,27.726308
MIMAT0003339,1,0.541832,1.395726,0.862776,2.287462,2.221771,1.41206,3.05334,0.0,1.679022,1.383571,0.710434,1.562496,0.0,1.890428,2.159982,0.395909,0.0,1.294501,0.68691,1.888592,0.850881,1.659111,0.7686270000000001,1.542135,1.558901,1.386447,1.477072,0.309905,3.761371000000001,0.504086,0.78066,0.0,0.960821,0.860454,0.62061,3.033411,0.858076,0.351587,0.544137,1.836824,1.41204,0.0,0.395386,3.161313,0.287625,0.988243,0.0,0.292113,2.345174,1.408903,2.2680160000000003,1.389084,3.600128,1.492307,0.686683,1.45928
MIMAT0003340,1,4.334659,8.374356,0.862776,0.381244,1.110886,10.731653,0.50889,1.138418,1.119348,2.4212490000000004,8.880427,4.37499,1.386812,0.945214,4.751961,11.481375,2.664605,1.553402,5.49528,1.416444,1.701762,0.553037,2.56209,3.469803,6.235606,2.310745,2.584875,12.706089,1.612016,1.764303,8.58726,8.967853999999999,0.0,4.7325,7.447311999999999,1.348183,6.435564,2.461109,8.706193,2.755238,2.118059,1.987244,1.976932,4.74197,2.588622,2.223546,6.758746,3.50536,2.052027,2.113355,7.938054,1.041813,3.600127,3.979482,0.0,2.918559
MIMAT0003385,0,0.0,0.0,0.0,0.381244,0.0,0.0,0.50889,0.0,0.0,0.0,0.0,0.312499,0.0,0.0,0.0,0.0,0.0,0.0,0.22897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0003386,0,3.250994,1.395726,1.294165,0.762487,2.777214,5.083415,0.50889,1.138418,0.0,1.037678,1.420868,3.749992,0.0,0.0,1.727984,1.187728,1.332303,1.035601,2.06073,5.665778,1.701761,0.0,0.7686270000000001,2.698736,2.494242,0.462149,0.0,11.776376,1.612017,3.276563,2.34198,1.793571,0.480411,2.151137,3.103046,1.685228,2.5742260000000003,0.351587,0.0,5.051269,2.824079,0.0,1.186159,9.167805,1.438124,1.976486,1.5360779999999998,1.1684530000000002,1.172586,0.0,2.268016,0.694542,0.0,0.497435,2.060049,0.72964
MIMAT0003389,1,258.454076,781.1413220000001,94.474043,38.886847,26.105805,814.758395,37.148975,71.720333,123.687915,164.990816,876.675736,151.874715,135.907534,113.898286,606.954971,926.428143,246.920051,124.789935,274.764023,109.538385,375.238353,159.274593,409.165723,275.656592,499.160374,245.401153,169.124637,843.560445,72.003371,172.901715,709.619877,224.196345,67.257477,228.880996,700.978298,80.553888,625.965872,126.922916,419.529736,150.160491,65.659835,217.603097,80.263453,339.524974,124.829114,281.155028,339.78056300000003,234.859248,252.399259,54.594978000000005,89.586599,98.277676,294.01052500000003,207.679155,151.070264,147.387216
MIMAT0003393,1,205.896327,148.87744,228.204428,142.585101,610.9868779999999,84.723579,624.916986,73.997169,27.424019,464.879783,249.007168,701.873684,64.486737,129.966924,86.831278,365.028524,135.45075,56.440259000000005,66.630274,300.286262,70.623092,168.676221,135.790755,117.973309,71.397703,85.497575,172.07878,246.06429,1029.00339,164.33223999999998,44.107288,214.03278,106.651144,342.030808,106.124205,342.775328,71.649282,64.340425,137.122557,278.279077,726.494306,83.96101200000001,645.666106,536.474749,133.170231,362.190925,178.799536,270.49709,137.485778,89.113095,71.44248,134.393854,121.204339,167.138196,242.39910300000005,102.514375
MIMAT0003879,1,13.54581,66.994848,12.078874,8.387359,14.441509,64.107507,5.59779,14.799434,10.633803,6.917854,28.417365,23.437456,13.868116,8.506926,39.74367,47.905044,22.20504,13.980615,13.967172,9.915112,38.289628,8.295552,10.504567000000002,15.035814,18.395042,15.713068,12.924371,55.782837,35.464348,18.903249,17.174518,16.739994,8.166979,15.488187,40.029306000000005,4.044547,21.022844,7.383326999999999,11.426881,13.316985,13.414375,5.961729,13.44314,37.61962,15.244109,12.353033,15.975216,10.516085,9.380692,9.157868,10.962073,10.070857,22.200794,17.410229,7.553513,21.88919
MIMAT0003880,1,1.083664,0.465242,0.0,1.524975,1.110885,1.976884,1.01778,1.138418,0.559674,1.383571,2.841736,1.874996,3.467029,0.0,0.431996,1.979547,1.7764030000000002,0.7767000000000001,1.83176,0.944296,5.105283,0.553037,2.049672,1.156601,1.558902,1.848596,1.477072,0.929714,1.612016,0.0,2.73231,0.597857,0.0,0.0,0.62061,1.011137,0.429038,0.351587,1.6324109999999998,0.459206,0.70602,0.993622,0.790772,1.580657,1.438124,0.988243,1.228863,0.584227,0.87944,0.704451,1.512012,0.694542,0.600021,0.7461530000000001,4.120098,0.72964
