file_id,data_format,data_type,sample_type,tissue_type,created_datetime,updated_datetime,case_id
ac728bb8-2b0c-4a0a-9c80-23e0fb768393,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:16:19.205415-06:00,2024-07-30T09:13:15.356860-05:00,e7e95597-ef88-4442-8c01-8d633822e7b5
a6f08f65-910e-446e-b568-fe0159eb4bce,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:08:47.218083-05:00,2024-07-29T14:17:54.966036-05:00,e7e95597-ef88-4442-8c01-8d633822e7b5
d3cd5fe0-d0b7-4ddd-b6f0-5e4ba9d1f199,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:29:44.359578-05:00,2024-07-29T17:10:54.435236-05:00,06f936e9-5a90-40d3-b91a-713f2b4e6e11
58508378-0fc5-45f9-bf10-1cb171c3e662,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:00:12.510785-06:00,2024-07-30T09:09:30.048315-05:00,06f936e9-5a90-40d3-b91a-713f2b4e6e11
1f8056d2-b99e-4a81-bb13-999bda6719d6,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:13:43.935982-06:00,2024-07-30T09:03:56.623052-05:00,ebedab7c-dd7c-448e-8324-78c86f13be8b
7743da8d-3be6-446f-9ac1-3bf15433e839,TXT,Isoform Expression Quantification,Solid Tissue Normal,Normal,2018-03-20T11:29:44.359578-05:00,2024-07-29T17:03:05.248170-05:00,ebedab7c-dd7c-448e-8324-78c86f13be8b
0a37dfe6-d225-4003-a914-aeaf66a54f6c,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:20:51.233296-05:00,2024-07-29T16:55:05.715368-05:00,ebedab7c-dd7c-448e-8324-78c86f13be8b
369d20fb-7c1a-4386-8732-c1c5bce0a344,TSV,Gene Expression Quantification,Solid Tissue Normal,Normal,2021-12-13T18:16:48.554689-06:00,2024-07-30T09:01:59.548092-05:00,ebedab7c-dd7c-448e-8324-78c86f13be8b
7523828a-8a62-4d05-bb1d-8015e7622736,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:10:35.037680-06:00,2024-07-30T09:13:05.287403-05:00,1029514b-a32c-4c43-a440-a5ba2709f717
0b00ec44-e713-4b76-847e-78c1ee37ccc5,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:10:33.757547-05:00,2024-07-29T16:55:12.951905-05:00,1029514b-a32c-4c43-a440-a5ba2709f717
14d0f6a4-e201-49a1-aa16-4343e98fa957,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:20:51.233296-05:00,2024-07-29T17:31:43.296695-05:00,f3104468-bf17-434b-8a7e-bc3b253121ea
4f21ab62-06c5-4b62-b709-2134ef0247d5,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T17:54:00.305360-06:00,2024-07-30T09:10:57.955023-05:00,f3104468-bf17-434b-8a7e-bc3b253121ea
7fbd92f1-242f-4829-8e4f-7c8335251223,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:10:33.757547-05:00,2024-07-29T17:03:52.433222-05:00,17ee3278-dc2a-4021-a903-e4ed11e3218b
5bd14c65-859a-4e3c-ba5b-225ecb2a8f56,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T17:58:06.133627-06:00,2024-07-30T09:12:30.233743-05:00,17ee3278-dc2a-4021-a903-e4ed11e3218b
a422753c-ed27-46a4-a96f-fa2e3d301a2f,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T17:55:22.639926-06:00,2024-07-30T09:10:11.208805-05:00,19da59a8-b67a-438d-900a-92a71e03bef3
84ac1fe9-e761-4548-910c-c05d3d351a11,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:08:47.218083-05:00,2024-07-29T17:04:01.325635-05:00,19da59a8-b67a-438d-900a-92a71e03bef3
fd5c6054-a277-425a-9f78-bb1135fde6d3,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:08:45.057202-06:00,2024-07-30T09:17:25.057045-05:00,1c28f311-e0b0-4292-b29a-c6757665a4a4
8d2e6810-91b7-4df3-b8ec-c42d219ca223,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:14:29.241326-05:00,2024-07-29T17:04:27.331056-05:00,1c28f311-e0b0-4292-b29a-c6757665a4a4
0ae9c185-e126-4848-bf85-65cd2bd7f1b2,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:18:58.569331-06:00,2024-07-30T09:02:53.176097-05:00,f8c0a69c-df53-4a0a-a30e-4424c0ce3dd5
ea713db7-bf39-47c2-8d72-b4c8b92f5c19,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:17:19.204415-05:00,2024-07-29T17:12:37.607118-05:00,f8c0a69c-df53-4a0a-a30e-4424c0ce3dd5
ff3910aa-45a9-42b9-a988-f35a7bb401fa,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:10:02.508398-06:00,2024-07-30T09:17:22.632850-05:00,f90cff19-1c16-4514-8bc1-169539d01fca
250c18c5-8e79-4dd9-b0fe-0f12fcfcd83a,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:10:33.757547-05:00,2024-07-29T16:56:41.851329-05:00,f90cff19-1c16-4514-8bc1-169539d01fca
2931acfa-1ad4-43e7-96fc-2d968a815f23,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:09:24.925132-05:00,2024-07-29T16:56:52.913420-05:00,f9a7ab94-70df-4194-8102-66021d01dadd
a34b462b-acee-42e1-846f-cdf94360e19d,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:08:01.395618-06:00,2024-07-30T09:05:29.489631-05:00,f9a7ab94-70df-4194-8102-66021d01dadd
34dfd7d7-55f1-4015-a07c-55a218f25bfe,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:09:24.925132-05:00,2024-07-29T16:57:43.033819-05:00,f9b55748-605a-4313-bb19-dcf5476590c2
34f45ad7-bebd-4525-9102-911239d5b27d,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:06:45.260178-06:00,2024-07-30T09:09:46.580734-05:00,f9b55748-605a-4313-bb19-dcf5476590c2
08947f20-1ccb-4887-858b-45261fb53b27,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:10:33.757547-05:00,2024-07-29T16:54:55.817097-05:00,fa05f7f6-50e9-4878-a834-f655c0877394
e138614d-91b9-4a50-8859-97bc23d41d6c,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:01:31.177840-06:00,2024-07-30T09:11:56.800930-05:00,fa05f7f6-50e9-4878-a834-f655c0877394
ba18b2a0-482c-4d51-8c88-3966d1b6b659,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:17:57.092244-06:00,2024-07-30T09:11:33.149787-05:00,fa2410b1-4f69-446d-99ee-a10a00034c42
78e12b00-41fc-4a9b-a412-863de9755c94,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:10:33.757547-05:00,2024-07-29T17:03:15.617831-05:00,fa2410b1-4f69-446d-99ee-a10a00034c42
aecbe841-3810-438c-9bd2-5d80802bef6c,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:12:15.785527-05:00,2024-07-29T17:07:02.943354-05:00,faf3c230-c661-4d6e-9b73-2b679bc6deff
55e88914-7b3c-4eb8-91ac-9a249e47c9e9,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:15:05.189074-06:00,2024-07-30T09:00:19.906320-05:00,faf3c230-c661-4d6e-9b73-2b679bc6deff
1fb4b309-ac6c-4384-9979-e873726ba22e,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:17:19.204415-05:00,2024-07-29T16:56:20.991632-05:00,faf4c71c-c4f3-4513-8c44-9114a5d3729a
4cedcaf0-2806-4f70-98bd-a3a9053e79a4,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T17:53:46.803175-06:00,2024-07-30T09:14:54.146450-05:00,faf4c71c-c4f3-4513-8c44-9114a5d3729a
6f920efc-b660-43cc-b969-8d445c252004,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:18:51.011269-06:00,2024-07-30T09:04:24.067817-05:00,286cf147-b7f7-4a05-8e41-7fbd3717ad71
b1fa1469-6590-4d58-89ff-5bc4ae6e4d69,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:12:15.785527-05:00,2024-07-29T17:07:16.672561-05:00,286cf147-b7f7-4a05-8e41-7fbd3717ad71
e9d4152e-50a9-4811-a932-90dd83e8f7ea,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2021-12-13T18:00:32.395789-06:00,2024-07-30T09:09:18.749701-05:00,29c52372-d3a7-4188-b468-67c3451c4f20
e91e7a42-222d-48e0-ad2c-cc220275771d,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T11:14:29.241326-05:00,2024-07-29T17:12:27.645315-05:00,29c52372-d3a7-4188-b468-67c3451c4f20
daba767c-5d22-4de1-81ba-8ad8f5626465,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:42:59.736874-06:00,2024-07-30T16:17:03.097090-05:00,733d8b6a-ca9d-4a69-8c9c-1f88733e8b68
2554c788-36b4-43c9-ac04-0fb26a1cd37f,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:21:52.936040-05:00,2024-07-29T19:49:03.713003-05:00,733d8b6a-ca9d-4a69-8c9c-1f88733e8b68
29d6de65-7221-41b3-bb23-346ae07d5fcf,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:28:21.292082-05:00,2024-07-29T19:49:27.806353-05:00,4f786107-3cf5-4ab3-bba4-f399dee23f0e
91a95c38-5ab7-4166-b4e7-64454cb3d06c,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:12:17.185895-06:00,2024-07-30T16:21:21.965186-05:00,4f786107-3cf5-4ab3-bba4-f399dee23f0e
06fa6f79-8369-4ece-bdc8-7bc76b8700c2,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:20:49.703268-05:00,2024-07-29T19:46:30.023895-05:00,ad440651-a2de-4bb1-90da-1e5e8975ab59
03dfd378-4df6-48b6-a160-60d6d9f11533,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:20:12.939569-06:00,2024-07-30T16:07:29.889586-05:00,ad440651-a2de-4bb1-90da-1e5e8975ab59
b786b72c-102b-4ab1-886d-5deebff9cf16,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:40:22.465238-05:00,2024-07-29T20:01:04.603275-05:00,13eff2e5-e33a-485f-9ba4-8a7ccb3c7528
e4d2b690-806e-405b-97e3-a651fd3e74a5,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:22:58.132933-06:00,2024-07-30T16:11:49.506207-05:00,13eff2e5-e33a-485f-9ba4-8a7ccb3c7528
982c34fb-e9cb-47b3-841a-850ad949cf41,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:19:44.920646-06:00,2024-07-30T16:28:23.066147-05:00,e394e9ec-7288-4ede-9ef8-41b631d100dd
4d184c7c-5e4e-45ef-abb9-63877c694d53,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:45:50.474395-05:00,2024-07-29T19:52:24.003962-05:00,e394e9ec-7288-4ede-9ef8-41b631d100dd
8eaead17-aacf-49b0-9f62-30fb80df9df3,TSV,Gene Expression Quantification,Solid Tissue Normal,Normal,2022-01-05T19:29:55.252748-06:00,2024-07-30T16:28:36.268705-05:00,401a37f3-6630-4400-a811-a262351e37de
b81f3990-fd37-46b3-a1e9-2e992594d7db,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:41:28.395264-06:00,2024-07-30T16:26:44.771281-05:00,401a37f3-6630-4400-a811-a262351e37de
008da182-1f1c-47cf-9763-1574fe0f36c8,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:20:49.703268-05:00,2024-07-29T19:45:50.312127-05:00,401a37f3-6630-4400-a811-a262351e37de
c408b058-fe50-4699-b41e-54500447e3ac,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:45:50.474395-05:00,2024-07-29T20:02:20.005825-05:00,c1e141af-bdd1-4176-8c0e-cf1ab0c1d9d3
3d1c16a9-2729-4213-9d60-3fc34b4d9911,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:41:05.555628-06:00,2024-07-30T16:12:03.698584-05:00,c1e141af-bdd1-4176-8c0e-cf1ab0c1d9d3
4167d62e-8d12-4cba-9198-157975a8ea25,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:20:36.048013-06:00,2024-07-30T16:12:41.091736-05:00,d4e1472a-7b5f-46f4-acb7-b961f634e28e
12f3c42a-c785-4e0a-97f3-433bfedfb7c3,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:45:50.474395-05:00,2024-07-29T19:47:34.233981-05:00,d4e1472a-7b5f-46f4-acb7-b961f634e28e
79a30260-4292-4423-933f-04ae815fd4b4,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:23:30.258562-05:00,2024-07-29T19:56:26.124580-05:00,93cd5d07-e0d3-40f8-ae7f-beadb1efb7c1
6c26af65-bb77-411b-9d85-308b109764f9,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:35:50.194499-06:00,2024-07-30T16:21:56.066036-05:00,93cd5d07-e0d3-40f8-ae7f-beadb1efb7c1
05f2ad36-dc5f-4df4-8f79-afe4f46f81fb,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:19:09.763707-06:00,2024-07-30T16:09:40.219919-05:00,1ad0b9b9-7ded-4281-b114-9dcc6138c037
4ac4c9ab-dc1f-454e-af49-58fe60b7fa81,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:23:30.258562-05:00,2024-07-29T19:52:04.709379-05:00,1ad0b9b9-7ded-4281-b114-9dcc6138c037
22b90e98-f033-4472-9eb3-e3f3d79c3c7c,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:40:22.465238-05:00,2024-07-29T19:48:47.468053-05:00,bce3ce45-4fb3-4d8e-9ec7-d24427c2ba4d
534054c8-b88f-4b5f-b718-f4ca8484b83c,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:17:42.483015-06:00,2024-07-30T16:12:17.931101-05:00,bce3ce45-4fb3-4d8e-9ec7-d24427c2ba4d
a8bd5f64-8465-4976-a4c8-f5af2610f9c6,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:40:22.465238-05:00,2024-07-29T19:59:53.830872-05:00,ac6a3df9-41b1-4e5a-a15e-f44481384c23
df5f2430-dabe-4f19-bf81-379b46233ab4,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:17:48.329617-06:00,2024-07-30T16:14:54.400304-05:00,ac6a3df9-41b1-4e5a-a15e-f44481384c23
c679154e-df11-4b05-9584-76437286d2ee,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:12:54.323537-06:00,2024-07-30T16:09:42.706280-05:00,f38d49b7-6cad-4460-abd0-3685a3b2d941
f4c198f5-a5bf-4942-9ce1-b5d88216bbb7,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:20:49.703268-05:00,2024-07-29T20:06:26.437866-05:00,f38d49b7-6cad-4460-abd0-3685a3b2d941
c646b36e-1257-47b8-9ba6-f316c1b6d401,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:45:50.474395-05:00,2024-07-29T20:02:33.457349-05:00,269e8ca8-722d-449b-ace1-6545bd72bdd6
62884f50-b796-4894-b76e-4b8df0985ec6,TSV,Gene Expression Quantification,Solid Tissue Normal,Normal,2022-01-05T19:23:36.177135-06:00,2024-07-30T16:12:08.969453-05:00,269e8ca8-722d-449b-ace1-6545bd72bdd6
019bfec7-ec6c-4cd6-808b-3e6e058e55f9,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:17:11.681019-06:00,2024-07-30T16:25:25.420111-05:00,269e8ca8-722d-449b-ace1-6545bd72bdd6
bcad7889-76ff-4807-b322-7e2b6bc72c3a,TXT,Isoform Expression Quantification,Solid Tissue Normal,Normal,2018-03-20T13:45:50.474395-05:00,2024-07-29T20:01:43.508712-05:00,269e8ca8-722d-449b-ace1-6545bd72bdd6
e2524425-d8b5-49d5-9c9d-abf2c07ea072,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:20:49.703268-05:00,2024-07-29T20:04:57.885369-05:00,2c9996bb-af6e-4424-881a-e81b9c9aeb78
2c73d8ac-84b9-4094-9f5e-fbd6c2e8eabf,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:11:04.584543-06:00,2024-07-30T16:16:35.758773-05:00,2c9996bb-af6e-4424-881a-e81b9c9aeb78
9d77a420-96a4-4f1d-b82b-353a395fca6e,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:23:30.258562-05:00,2024-07-29T19:58:51.320066-05:00,ab9cc98a-86ae-4913-bcb2-cc3aeff8abb1
7389dfaa-fa36-431f-a3b9-960b4fb9d836,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:29:41.798693-06:00,2024-07-30T16:21:10.631674-05:00,ab9cc98a-86ae-4913-bcb2-cc3aeff8abb1
b5874041-a2b2-42af-b25d-5f7cf5245f86,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:35:45.620983-05:00,2024-07-29T20:00:46.876517-05:00,f1e6ce83-b4a0-4643-8e8e-a1ef8a158a27
b2c13f06-0588-4d2f-b869-91ea5d80b8fb,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:41:15.205983-06:00,2024-07-30T16:08:51.884511-05:00,f1e6ce83-b4a0-4643-8e8e-a1ef8a158a27
3add9af0-35d9-4453-b27b-d585e8d201c8,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:35:45.620983-05:00,2024-07-29T19:50:47.408109-05:00,41f8c9fd-ae52-4458-886b-faf37de77dd0
f22b9830-6c68-4680-91d8-ed37f042ca4e,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:30:17.332267-06:00,2024-07-30T16:21:52.336225-05:00,41f8c9fd-ae52-4458-886b-faf37de77dd0
551fe7af-6deb-471a-9e81-313bb320c4b9,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:21:52.936040-05:00,2024-07-29T19:53:13.435134-05:00,912b61a1-6a5b-451c-b753-9c3dac03e8cb
676943d6-aa9b-4576-abb1-eeaf56850b0b,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:42:02.169991-06:00,2024-07-30T16:14:44.156141-05:00,912b61a1-6a5b-451c-b753-9c3dac03e8cb
815fe2c4-9815-416b-b44f-9cd48c6aba89,TSV,Gene Expression Quantification,Solid Tissue Normal,Normal,2022-01-05T19:28:04.100883-06:00,2024-07-30T16:19:14.545713-05:00,d9d7f0d4-fa64-48f2-8037-52cbf0b34ad8
c64ea5b1-8bd9-4f00-9134-cb7b103b15dc,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:35:45.620983-05:00,2024-07-29T20:02:34.726874-05:00,d9d7f0d4-fa64-48f2-8037-52cbf0b34ad8
9ade3932-9032-46d6-8171-c34a0dc51fce,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:35:18.328464-06:00,2024-07-30T16:14:07.576517-05:00,d9d7f0d4-fa64-48f2-8037-52cbf0b34ad8
15a1de65-31ce-405e-a597-ad4f8ec84461,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:23:30.258562-05:00,2024-07-29T19:47:45.282379-05:00,b107565b-7558-4745-952b-689178367e1c
7f1068d7-4a53-4fcf-95b4-8abf5e6f5692,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:12:38.386075-06:00,2024-07-30T16:25:13.019295-05:00,b107565b-7558-4745-952b-689178367e1c
2863f2b9-2288-4a99-8d04-b573a4e7e9c1,TXT,Isoform Expression Quantification,Solid Tissue Normal,Normal,2018-03-20T13:25:40.098832-05:00,2024-07-29T19:49:18.999716-05:00,b107565b-7558-4745-952b-689178367e1c
f15bfb93-71dc-4593-9ef4-e5e909a8fe64,TSV,Gene Expression Quantification,Solid Tissue Normal,Normal,2022-01-05T19:27:56.381591-06:00,2024-07-30T16:24:45.707127-05:00,b107565b-7558-4745-952b-689178367e1c
1b6ac4ad-602e-49c0-a0df-4e60d2cf978d,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:21:52.936040-05:00,2024-07-29T19:48:04.079972-05:00,5eed7e8a-c219-4497-a99f-bfc48faca4d8
228b425f-ddc8-46e4-b246-41f4389b7a97,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:24:13.691653-06:00,2024-07-30T16:28:14.201034-05:00,5eed7e8a-c219-4497-a99f-bfc48faca4d8
a07502f6-15e0-4d9e-9ffa-fae37cd9cb2d,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:31:41.701796-05:00,2024-07-29T19:59:07.907682-05:00,abe658e0-33f9-4f57-849b-dec4d20964d6
456e94a2-2a07-426c-9857-3d71647393a9,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:25:27.604009-06:00,2024-07-30T16:26:37.332628-05:00,abe658e0-33f9-4f57-849b-dec4d20964d6
1003f42b-00e1-4874-bc19-41ed655fc447,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:40:22.465238-05:00,2024-07-29T19:47:15.941613-05:00,93690a96-421c-4c59-85ba-fa6dd538c721
bb68c3db-3157-4e95-af5f-f7a7a38e40e1,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:08:12.436192-06:00,2024-07-30T16:22:28.426292-05:00,93690a96-421c-4c59-85ba-fa6dd538c721
82ab3359-565c-4360-ac4c-b02a7aec600e,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:25:07.270911-06:00,2024-07-30T16:27:45.920273-05:00,d976782c-90c1-421d-b83c-7fc2617e2709
c834cb75-259c-40bd-93cc-48f9756cc47a,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:18:44.468267-06:00,2024-07-30T16:17:33.521098-05:00,d976782c-90c1-421d-b83c-7fc2617e2709
82947758-3b9f-4584-befb-886a8e24ec01,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:20:49.703268-05:00,2024-07-29T19:57:06.860700-05:00,d976782c-90c1-421d-b83c-7fc2617e2709
78e565d9-4c8c-44b1-8d58-473381e92c52,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-10-31T13:28:58.851560-05:00,2024-07-29T19:57:06.551289-05:00,d976782c-90c1-421d-b83c-7fc2617e2709
d6af00a8-d733-4788-aaf4-8522479eba2d,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:16:39.978336-06:00,2024-07-30T16:08:27.356027-05:00,77a44132-af22-4115-9fa2-78f2f74bf687
11c21f13-84a0-416f-a7ca-25fc1c2ee0f9,TSV,Gene Expression Quantification,Solid Tissue Normal,Normal,2022-01-05T19:26:37.604634-06:00,2024-07-30T16:23:55.724286-05:00,77a44132-af22-4115-9fa2-78f2f74bf687
3bc5a21b-438c-412b-bde3-96ea3523aa85,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:21:52.936040-05:00,2024-07-29T19:50:55.071327-05:00,77a44132-af22-4115-9fa2-78f2f74bf687
b10783e0-5594-4ae2-a416-f752b35386d1,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:28:21.292082-05:00,2024-07-29T20:00:36.940007-05:00,14c13b05-abfe-472e-83a9-b28f60e58ad8
56afa170-4280-47db-91c8-f3260e42c756,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:36:48.550468-06:00,2024-07-30T16:13:23.491060-05:00,14c13b05-abfe-472e-83a9-b28f60e58ad8
b8ac8757-0f60-4e54-9e32-c9ae04ad5c00,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:21:52.936040-05:00,2024-07-29T20:01:17.219893-05:00,d9fb85c3-ade1-47bf-8159-170f81eb130f
c63c52c9-82ba-46f8-bd0c-9459f25e98f2,TSV,Gene Expression Quantification,Solid Tissue Normal,Normal,2022-01-05T19:08:30.830542-06:00,2024-07-30T16:09:26.693798-05:00,d9fb85c3-ade1-47bf-8159-170f81eb130f
becb812a-90b7-4b6f-ad39-5a0b7179b523,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:37:19.295967-06:00,2024-07-30T16:10:42.150976-05:00,d9fb85c3-ade1-47bf-8159-170f81eb130f
adc3744b-9da8-4c56-880f-ede582872c0d,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:28:21.292082-05:00,2024-07-29T20:00:17.935955-05:00,381cf7f3-cd7b-4660-8175-ff8062f7bf78
82aa9226-61c4-4cd7-9138-5199e7c85e6a,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:15:44.611022-06:00,2024-07-30T16:27:37.286374-05:00,381cf7f3-cd7b-4660-8175-ff8062f7bf78
411ef195-13d2-4c3a-b8df-b3e6150fe73d,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:13:07.394331-06:00,2024-07-30T16:14:12.980034-05:00,127f738d-afa1-42f6-a9a0-f33806667b84
bca6ea62-8f36-4011-bba6-caed21c15101,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:20:49.703268-05:00,2024-07-29T20:01:42.364513-05:00,127f738d-afa1-42f6-a9a0-f33806667b84
fb6ca177-100e-4b2a-8a8f-b127b058a11c,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:41:53.995800-06:00,2024-07-30T16:27:13.678179-05:00,af17788e-a562-43aa-bd36-fd3e031f483c
38621adb-2781-49b3-b40f-dd813292cc04,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:45:50.474395-05:00,2024-07-29T19:50:38.552832-05:00,af17788e-a562-43aa-bd36-fd3e031f483c
2831af62-6269-4f8c-b142-f8ff2c6f897d,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-10-31T13:28:56.288061-05:00,2024-07-29T19:56:40.428267-05:00,6fbc2b46-6762-4778-aa7e-782162c5397c
0a0c2d49-a1be-4425-a9c5-a2008b335ba5,TXT,Isoform Expression Quantification,Primary Tumor,Tumor,2018-03-20T13:40:22.465238-05:00,2024-07-29T19:46:42.242880-05:00,6fbc2b46-6762-4778-aa7e-782162c5397c
31d7af50-fbc7-405b-9c0b-d7063d076d43,TSV,Gene Expression Quantification,Primary Tumor,Tumor,2022-01-05T19:40:55.417537-06:00,2024-07-30T16:23:03.260770-05:00,39b6ae01-c97b-4234-8a28-208fdf170432
