miRNA_region_id,8ca0e4c1-92ab-4653-87e0-cdcc630d8db6,acad335c-080a-442e-84d8-235fa3116bc6,3b8748ee-d541-4219-ba20-437311ae376a,af1bb8e0-9d0f-4e54-9ca4-9b311129a412,600fc778-f0e3-4362-ad0c-cdb64fc76e7b,cd746011-8fd7-473d-84e7-f39ec60b6717,7c3c4540-a63e-4737-a23d-a9c999c53f39,12c76136-cc83-42c0-886b-4b4ea167a0d7,308d2039-4905-49de-861a-c70f97669068,ea6c109d-9823-4fa7-987d-78f2ed377312,485f30ed-85f1-4402-ad3e-8e1ff3a75a36,5e01bf11-33c4-4d86-a97e-54ef83a86a04,15a6e18f-00b4-4369-8588-294605e0e952,80a3007d-3d24-48c8-bdb4-38605dcd408f,f52a43ab-8cf4-4611-a13a-195778748214,3e75bf39-6c1e-460b-956e-3e999daa919c,1f7bbed4-631f-4f97-84a7-9f9bd9eba94c,afd9ffe6-e019-4ea3-ab5f-41a57f9db4de,3f5ad0e5-ab95-4c1e-8dfe-09cab1d1500c,5074a94f-c14e-441f-b006-cd8895a550e5,c786cbe6-bedd-4ff1-9c19-8026aaabc738,1c73346e-7c14-4b9e-b43d-4478181e0a4a,29cea98e-c370-473d-af6d-393e87c1bd31,27c8aced-b610-4c85-b7ed-3b111b55ef79,03589e93-5465-4e5b-91aa-be97a386e097,c42db931-0c5e-42bc-9590-2edbe16d7e56,3ef8d2e0-14fe-438a-bbcd-d0382a4085de,cea36b7b-8225-4b98-8371-66ee50eb0641,7734be37-d611-4651-83e4-7a9e78daf8a2,8790fe0b-8d3a-4f2c-8201-1231da243697,3a587350-9c2f-43ea-a607-1eec5356f34b,485f5497-8ed6-4c98-a733-710988850a13,9b71b456-248a-4ec9-8fd3-bc0c1ea2d852,4be7af1f-00a3-400a-9584-04756550a692,268512d6-01f2-4afa-bfbc-55698afe6a1f,bf370830-8f1c-4ca5-a838-aba83f5a964f,4ebd02b1-6eb1-4923-ad2f-5f4f107e6622,42a6d971-d671-4860-835f-15d184d416b0,3f0c486c-70c8-4537-a4cc-1ea2e302706d,64efe402-841b-49bc-a370-02a24880dd19,ef076f15-36a4-4e8a-a624-8cdeb9c4fa2d,38a63af6-4f43-4eea-aff2-a42b4118482a,f041b9ca-ace6-4425-a928-1ffbf2737243,f3533714-4d93-4e83-9f58-3c9dda0effba,8e5ae73e-8a65-4060-874e-9c0ab8311fcb,8c9b3702-7326-45fc-8457-168dd4921afb,85fb34fe-c751-4806-87a9-419e9ed39dfc,c5b7ba42-889d-4b7a-a810-298ae179e9c2,6c67482e-8a8a-4a5c-b8be-d573afb35d54,803da4bd-a731-423b-b689-9c876dec117f,5ec7ec6c-20c8-48af-964c-54125c9313c2,d4a3af62-0505-49f6-9f34-168bec5cb0d0,86723871-7176-4e6c-b9b2-dcf4acf99075,84d88e83-f246-45c8-a27c-5f146cb5a4b4,7e17b2bf-91b2-4ea2-acc1-59e1537913ce,82bf32b4-0410-4426-9591-33210d995b98,non_zero_samples,%_non_zero_samples
MIMAT0000062,117350.0,47492.0,40047.0,66028.0,46473.0,112570.0,76427.0,54623.0,83952.0,104284.0,278788.0,193258.0,201236.0,201435.0,118394.0,131029.0,96599.0,164020.0,138284.0,47281.0,234952.0,129578.0,31320.0,168769.0,63380.0,58343.0,75632.0,81162.0,160398.0,159535.0,165465.0,131080.0,106563.0,89822.0,117293.0,149710.0,64753.0,62024.0,110704.0,112490.0,97085.0,109406.0,39350.0,78753.0,257696.0,418755.0,77955.0,58133.0,78867.0,85993.0,79018.0,91981.0,235499.0,73447.0,201136.0,144753.0,56,100.0
MIMAT0000063,61340.0,78458.0,62972.0,47661.0,64125.0,85622.0,50010.0,135974.0,76506.0,52866.0,164428.0,97768.0,193054.0,150519.0,224907.0,108525.0,79602.0,74862.0,146078.0,76249.0,130297.0,82637.0,39234.0,110869.0,112408.0,109770.0,113115.0,64849.0,96577.0,94430.0,71217.0,96603.0,93543.0,161804.0,78783.0,89420.0,112902.0,63932.0,146374.0,73134.0,190460.0,53093.0,81791.0,82973.0,188689.0,259557.0,162405.0,62035.0,150187.0,65761.0,63066.0,171047.0,143943.0,54023.0,135669.0,140564.0,56,100.0
MIMAT0000064,18166.0,12355.0,10381.0,10181.0,10892.0,21627.0,14022.0,17332.0,18203.0,9200.0,47455.0,21854.0,34759.0,33103.0,36602.0,30713.0,19938.0,21436.0,28799.0,15745.0,28261.0,21543.0,7395.0,40050.0,23698.0,20581.0,25432.0,2142.0,31903.0,27891.0,23922.0,21461.0,24173.0,30385.0,22842.0,22353.0,18826.0,14584.0,36857.0,17224.0,35805.0,15210.0,11505.0,13361.0,32688.0,54180.0,12999.0,11976.0,33273.0,19605.0,14157.0,31835.0,34734.0,11915.0,34636.0,27161.0,56,100.0
MIMAT0000065,615.0,180.0,123.0,252.0,558.0,405.0,148.0,188.0,413.0,569.0,439.0,487.0,648.0,401.0,580.0,419.0,211.0,838.0,411.0,204.0,410.0,340.0,116.0,619.0,272.0,288.0,267.0,297.0,546.0,588.0,764.0,648.0,366.0,417.0,272.0,454.0,394.0,266.0,335.0,293.0,404.0,744.0,369.0,321.0,434.0,1136.0,339.0,307.0,402.0,282.0,253.0,342.0,1052.0,482.0,551.0,527.0,56,100.0
MIMAT0000066,4148.0,1381.0,1073.0,2315.0,2226.0,2634.0,1261.0,1424.0,3570.0,3395.0,6675.0,3641.0,3462.0,4567.0,2110.0,3199.0,2446.0,5247.0,2125.0,959.0,5969.0,1927.0,719.0,3300.0,1908.0,1659.0,1817.0,1880.0,2615.0,2980.0,7223.0,5499.0,3005.0,1761.0,3104.0,4743.0,1984.0,1500.0,2981.0,2222.0,2357.0,4468.0,1523.0,1756.0,5633.0,5576.0,1842.0,1616.0,1845.0,1973.0,1733.0,1970.0,6376.0,2441.0,3050.0,4604.0,56,100.0
MIMAT0000067,29795.0,6312.0,3936.0,17340.0,6120.0,19391.0,13916.0,5709.0,14536.0,37767.0,65050.0,59414.0,35117.0,48918.0,12666.0,21578.0,16214.0,36100.0,24269.0,4639.0,56993.0,25093.0,3802.0,26328.0,6388.0,7145.0,14383.0,15345.0,36331.0,42265.0,66115.0,31213.0,17297.0,9519.0,28606.0,37965.0,6763.0,7668.0,16112.0,28164.0,9954.0,35366.0,4393.0,16715.0,52711.0,90953.0,5680.0,6395.0,9341.0,17034.0,12122.0,8707.0,49057.0,14223.0,42843.0,24640.0,56,100.0
MIMAT0000068,245.0,93.0,107.0,119.0,324.0,62.0,104.0,133.0,179.0,368.0,132.0,247.0,144.0,103.0,206.0,258.0,171.0,214.0,143.0,108.0,100.0,145.0,51.0,227.0,85.0,97.0,74.0,331.0,240.0,257.0,420.0,354.0,195.0,159.0,77.0,213.0,139.0,133.0,212.0,85.0,179.0,444.0,250.0,174.0,175.0,223.0,174.0,92.0,117.0,178.0,179.0,109.0,353.0,384.0,228.0,445.0,56,100.0
MIMAT0000069,2169.0,709.0,299.0,953.0,7599.0,527.0,263.0,1021.0,1728.0,2927.0,713.0,1676.0,1035.0,655.0,3958.0,598.0,362.0,1711.0,907.0,963.0,598.0,550.0,180.0,768.0,780.0,1057.0,1065.0,987.0,701.0,1608.0,3052.0,2582.0,636.0,1850.0,502.0,2028.0,1068.0,312.0,1158.0,622.0,1302.0,3490.0,6714.0,678.0,767.0,1815.0,1267.0,346.0,855.0,313.0,552.0,1197.0,2183.0,1633.0,934.0,2168.0,56,100.0
MIMAT0000070,615.0,181.0,645.0,223.0,640.0,266.0,298.0,209.0,522.0,712.0,429.0,684.0,630.0,532.0,540.0,417.0,426.0,586.0,600.0,223.0,338.0,596.0,215.0,874.0,232.0,374.0,205.0,401.0,659.0,486.0,694.0,601.0,508.0,469.0,235.0,521.0,333.0,352.0,351.0,343.0,381.0,746.0,609.0,481.0,491.0,1048.0,502.0,326.0,423.0,398.0,442.0,338.0,862.0,949.0,641.0,816.0,56,100.0
MIMAT0000071,175.0,181.0,390.0,123.0,165.0,123.0,327.0,281.0,88.0,305.0,435.0,480.0,306.0,453.0,421.0,380.0,277.0,245.0,422.0,198.0,283.0,386.0,130.0,496.0,160.0,328.0,146.0,179.0,428.0,347.0,244.0,272.0,325.0,312.0,146.0,163.0,292.0,218.0,282.0,209.0,244.0,202.0,175.0,446.0,483.0,770.0,361.0,152.0,351.0,353.0,243.0,371.0,397.0,309.0,499.0,399.0,56,100.0
MIMAT0000072,18.0,3.0,1.0,4.0,27.0,1.0,5.0,5.0,8.0,34.0,7.0,21.0,10.0,10.0,9.0,14.0,6.0,11.0,4.0,7.0,1.0,5.0,2.0,12.0,4.0,4.0,8.0,15.0,14.0,25.0,32.0,10.0,6.0,14.0,2.0,7.0,6.0,4.0,10.0,5.0,5.0,24.0,15.0,15.0,10.0,4.0,8.0,3.0,12.0,7.0,5.0,5.0,6.0,24.0,9.0,23.0,56,100.0
MIMAT0000073,22.0,20.0,17.0,11.0,65.0,10.0,21.0,29.0,10.0,40.0,18.0,68.0,34.0,37.0,88.0,32.0,32.0,19.0,32.0,21.0,8.0,40.0,4.0,57.0,20.0,50.0,34.0,30.0,68.0,33.0,31.0,19.0,38.0,77.0,10.0,18.0,41.0,19.0,43.0,19.0,23.0,41.0,45.0,42.0,23.0,72.0,55.0,26.0,38.0,19.0,32.0,27.0,67.0,58.0,38.0,68.0,56,100.0
MIMAT0000074,367.0,109.0,114.0,162.0,296.0,191.0,149.0,108.0,220.0,383.0,141.0,811.0,556.0,408.0,604.0,202.0,144.0,536.0,221.0,135.0,141.0,382.0,88.0,502.0,125.0,232.0,248.0,166.0,457.0,307.0,407.0,284.0,271.0,457.0,146.0,215.0,227.0,139.0,189.0,319.0,225.0,447.0,181.0,165.0,268.0,1031.0,431.0,115.0,257.0,185.0,201.0,227.0,766.0,233.0,292.0,447.0,56,100.0
MIMAT0000075,266.0,135.0,549.0,116.0,282.0,120.0,283.0,173.0,169.0,345.0,277.0,435.0,400.0,332.0,498.0,403.0,330.0,275.0,359.0,175.0,186.0,489.0,168.0,746.0,157.0,258.0,209.0,204.0,531.0,250.0,296.0,251.0,347.0,422.0,143.0,227.0,309.0,345.0,257.0,215.0,324.0,281.0,300.0,330.0,322.0,621.0,410.0,255.0,290.0,330.0,373.0,302.0,413.0,731.0,440.0,643.0,56,100.0
MIMAT0000076,69305.0,206674.0,70989.0,82094.0,96850.0,33123.0,71397.0,185683.0,33111.0,53574.0,219708.0,170402.0,93349.0,219574.0,173154.0,243974.0,130089.0,27909.0,130729.0,146540.0,156751.0,112573.0,51877.0,129416.0,95731.0,258988.0,145396.0,286002.0,228697.0,212967.0,251739.0,131647.0,147137.0,241515.0,66933.0,99871.0,150404.0,54534.0,653811.0,90818.0,169813.0,30742.0,44359.0,343480.0,258122.0,98799.0,181304.0,50069.0,314103.0,287094.0,180878.0,218720.0,181138.0,49628.0,210523.0,235514.0,56,100.0
MIMAT0000077,212207.0,122952.0,133535.0,143248.0,372726.0,56184.0,136126.0,152613.0,396288.0,196320.0,293320.0,74876.0,111986.0,238232.0,111311.0,306925.0,280064.0,236217.0,148345.0,134318.0,191898.0,114979.0,97544.0,184085.0,193531.0,151966.0,124880.0,106038.0,180516.0,379083.0,418495.0,485372.0,394934.0,121568.0,205811.0,298957.0,176135.0,275457.0,261321.0,78787.0,147073.0,433243.0,415821.0,258976.0,170631.0,88661.0,103362.0,122094.0,160448.0,179030.0,287500.0,152168.0,178736.0,329577.0,269843.0,489571.0,56,100.0
MIMAT0000078,9746.0,7691.0,6463.0,4691.0,13996.0,5370.0,3733.0,10656.0,14336.0,7731.0,12537.0,8158.0,12433.0,16462.0,13584.0,8304.0,5400.0,11951.0,8409.0,7325.0,8580.0,5374.0,2775.0,10481.0,8526.0,9929.0,5192.0,3714.0,8717.0,11373.0,12450.0,10792.0,8276.0,10276.0,5916.0,8189.0,9053.0,5331.0,7832.0,4789.0,9682.0,10208.0,11067.0,7601.0,10958.0,11228.0,19075.0,5255.0,8419.0,5326.0,6463.0,9245.0,11229.0,7959.0,11224.0,12324.0,56,100.0
MIMAT0000079,30.0,7.0,1.0,11.0,21.0,24.0,4.0,13.0,13.0,43.0,16.0,40.0,21.0,79.0,35.0,36.0,17.0,23.0,15.0,17.0,19.0,9.0,4.0,35.0,15.0,23.0,14.0,18.0,24.0,56.0,53.0,32.0,40.0,26.0,26.0,27.0,10.0,15.0,17.0,12.0,17.0,39.0,15.0,17.0,18.0,52.0,45.0,7.0,12.0,19.0,17.0,9.0,27.0,55.0,34.0,42.0,56,100.0
MIMAT0000080,5295.0,1399.0,1161.0,4225.0,5025.0,1989.0,1128.0,1839.0,5329.0,5167.0,4094.0,3704.0,3201.0,7713.0,3420.0,3069.0,2150.0,4420.0,1691.0,1755.0,3723.0,1989.0,904.0,3443.0,2429.0,1927.0,4635.0,1456.0,3632.0,7838.0,9925.0,7731.0,3413.0,3286.0,4265.0,5237.0,2268.0,1404.0,2903.0,2553.0,2971.0,6621.0,3047.0,2050.0,3670.0,4748.0,2893.0,1189.0,2557.0,2023.0,2692.0,2689.0,5632.0,3513.0,2749.0,5586.0,56,100.0
MIMAT0000081,21844.0,16637.0,6381.0,15316.0,28194.0,15069.0,18257.0,16293.0,16638.0,17510.0,36768.0,18964.0,19500.0,25512.0,27286.0,26942.0,30239.0,15079.0,14926.0,16226.0,28095.0,18925.0,7591.0,31755.0,22492.0,22739.0,13073.0,17883.0,28459.0,27183.0,28252.0,29949.0,21119.0,20054.0,15416.0,21275.0,20414.0,12807.0,30327.0,16688.0,28892.0,25808.0,41162.0,21078.0,32091.0,30162.0,36841.0,10696.0,24368.0,21956.0,18763.0,21614.0,20070.0,33188.0,25479.0,45332.0,56,100.0
MIMAT0000082,7748.0,2676.0,3673.0,4124.0,7414.0,5077.0,3916.0,3789.0,3696.0,9997.0,9226.0,13331.0,11187.0,13697.0,13075.0,5798.0,3514.0,8148.0,5983.0,4415.0,8244.0,6924.0,1901.0,12051.0,4384.0,3940.0,6649.0,2324.0,9804.0,14011.0,8756.0,7049.0,6275.0,11097.0,6470.0,6364.0,3341.0,2990.0,6467.0,5418.0,6989.0,7584.0,2782.0,4394.0,9795.0,21010.0,13333.0,2869.0,5130.0,3399.0,4120.0,5966.0,11751.0,3299.0,7574.0,8713.0,56,100.0
MIMAT0000083,4029.0,554.0,259.0,1739.0,2775.0,1463.0,869.0,746.0,1598.0,5909.0,2377.0,5196.0,3549.0,3780.0,3160.0,1921.0,1103.0,4342.0,1483.0,973.0,2339.0,2107.0,471.0,3664.0,1148.0,937.0,1016.0,1777.0,3264.0,6194.0,5721.0,3877.0,2355.0,3031.0,2038.0,2803.0,919.0,1046.0,1308.0,1979.0,1534.0,5679.0,908.0,1148.0,2748.0,7060.0,4651.0,867.0,1223.0,1054.0,1636.0,1578.0,6002.0,1442.0,2486.0,3390.0,56,100.0
MIMAT0000084,2892.0,1198.0,704.0,1568.0,2185.0,691.0,803.0,1475.0,1883.0,2917.0,2679.0,2972.0,1868.0,4383.0,1781.0,1882.0,1038.0,2158.0,1292.0,946.0,2074.0,1497.0,503.0,2253.0,1294.0,1461.0,1648.0,1470.0,2581.0,4926.0,5469.0,2679.0,2051.0,2593.0,1873.0,1860.0,1112.0,764.0,1926.0,1420.0,1634.0,2738.0,911.0,1474.0,3102.0,3319.0,3600.0,630.0,1563.0,1249.0,1479.0,1667.0,3247.0,1307.0,1986.0,2678.0,56,100.0
MIMAT0000085,241.0,167.0,174.0,112.0,225.0,217.0,140.0,201.0,232.0,237.0,358.0,254.0,375.0,326.0,350.0,257.0,191.0,353.0,273.0,208.0,286.0,257.0,92.0,502.0,186.0,225.0,110.0,143.0,333.0,505.0,325.0,333.0,247.0,293.0,306.0,263.0,224.0,164.0,282.0,229.0,259.0,272.0,136.0,225.0,357.0,623.0,273.0,153.0,298.0,175.0,192.0,327.0,625.0,224.0,417.0,382.0,56,100.0
MIMAT0000086,22712.0,7722.0,6052.0,19619.0,11041.0,10154.0,10629.0,11366.0,7657.0,32441.0,28928.0,45110.0,25711.0,55724.0,20157.0,19912.0,15825.0,14763.0,12372.0,9263.0,19989.0,25701.0,7530.0,43605.0,16377.0,12636.0,23382.0,8053.0,50229.0,59265.0,20684.0,18730.0,21767.0,32497.0,26865.0,17754.0,7006.0,7160.0,30737.0,17882.0,25559.0,12177.0,4144.0,15087.0,34006.0,41629.0,28107.0,7990.0,14898.0,19878.0,18157.0,12261.0,28266.0,7462.0,19990.0,23612.0,56,100.0
MIMAT0000087,73399.0,164089.0,77930.0,41400.0,56389.0,66812.0,93534.0,135311.0,36137.0,62239.0,149950.0,157625.0,122528.0,205220.0,309157.0,167384.0,155956.0,79819.0,147004.0,137056.0,178758.0,125433.0,41385.0,181291.0,116935.0,159627.0,133647.0,32755.0,162098.0,141967.0,64896.0,87461.0,131066.0,211556.0,96697.0,72321.0,154233.0,117225.0,246016.0,105345.0,201816.0,83913.0,52759.0,77637.0,190802.0,231797.0,263656.0,74261.0,209746.0,109684.0,93316.0,251277.0,185211.0,83129.0,187092.0,134408.0,56,100.0
MIMAT0000088,55887.0,57373.0,15384.0,33102.0,18226.0,48818.0,49873.0,47929.0,18210.0,46310.0,103225.0,85790.0,64654.0,153622.0,79176.0,84861.0,94115.0,49552.0,65431.0,44822.0,164426.0,49819.0,19514.0,73231.0,48777.0,63121.0,64442.0,16021.0,72517.0,106953.0,38468.0,62683.0,64935.0,66917.0,63738.0,44036.0,51921.0,47407.0,83537.0,68203.0,73305.0,74486.0,20797.0,35698.0,127179.0,122759.0,144614.0,34577.0,62449.0,51936.0,41346.0,75837.0,85720.0,35893.0,83141.0,57683.0,56,100.0
MIMAT0000089,11.0,10.0,4.0,3.0,1.0,15.0,3.0,6.0,1.0,,8.0,19.0,20.0,15.0,27.0,10.0,2.0,7.0,22.0,5.0,6.0,14.0,2.0,29.0,1.0,13.0,,1.0,38.0,12.0,11.0,7.0,8.0,17.0,6.0,7.0,3.0,7.0,4.0,16.0,6.0,,,23.0,17.0,67.0,33.0,14.0,27.0,6.0,10.0,17.0,65.0,,23.0,1.0,51,91.07142857142857
MIMAT0000090,32.0,17.0,5.0,16.0,63.0,14.0,12.0,12.0,14.0,64.0,25.0,62.0,31.0,23.0,45.0,19.0,10.0,18.0,44.0,10.0,16.0,23.0,5.0,28.0,8.0,20.0,26.0,29.0,38.0,80.0,98.0,34.0,16.0,37.0,19.0,15.0,24.0,11.0,32.0,23.0,9.0,84.0,14.0,20.0,41.0,98.0,56.0,7.0,27.0,13.0,16.0,28.0,66.0,19.0,33.0,30.0,56,100.0
MIMAT0000091,15.0,7.0,5.0,5.0,4.0,1.0,5.0,10.0,2.0,69.0,7.0,46.0,16.0,12.0,33.0,13.0,5.0,17.0,32.0,3.0,2.0,9.0,,27.0,2.0,16.0,3.0,32.0,17.0,25.0,20.0,13.0,12.0,46.0,2.0,15.0,9.0,8.0,11.0,5.0,9.0,11.0,4.0,15.0,8.0,27.0,32.0,3.0,17.0,2.0,5.0,8.0,23.0,4.0,36.0,15.0,55,98.21428571428571
MIMAT0000092,18963.0,10424.0,29844.0,8869.0,19860.0,20609.0,19029.0,14421.0,15355.0,13782.0,28731.0,23740.0,35992.0,19250.0,26345.0,24956.0,24842.0,18739.0,29378.0,15200.0,20940.0,26090.0,13096.0,30415.0,14003.0,18031.0,3911.0,11362.0,23272.0,19675.0,17048.0,23968.0,23800.0,18290.0,12245.0,19067.0,24034.0,20811.0,19955.0,18047.0,24136.0,21226.0,29254.0,22251.0,26194.0,47919.0,23927.0,20877.0,24839.0,24569.0,20776.0,18272.0,29545.0,27541.0,26662.0,29600.0,56,100.0
MIMAT0000093,4555.0,3390.0,6164.0,3473.0,6089.0,2237.0,3177.0,3383.0,5945.0,6209.0,6546.0,4568.0,4845.0,6764.0,4540.0,6693.0,5218.0,3599.0,4595.0,3336.0,4892.0,4639.0,2264.0,6279.0,3235.0,4648.0,4465.0,10241.0,5789.0,4781.0,6934.0,7609.0,6266.0,4333.0,2291.0,6019.0,4874.0,4897.0,5212.0,3220.0,5106.0,6351.0,10117.0,6699.0,5556.0,5704.0,4559.0,4127.0,5963.0,5296.0,6412.0,4767.0,6398.0,11249.0,6622.0,12530.0,56,100.0
MIMAT0000094,9.0,6.0,2.0,3.0,24.0,5.0,1.0,11.0,7.0,12.0,25.0,14.0,12.0,11.0,16.0,3.0,2.0,11.0,2.0,6.0,10.0,4.0,2.0,4.0,4.0,9.0,14.0,1.0,5.0,14.0,22.0,11.0,5.0,9.0,8.0,5.0,5.0,2.0,15.0,12.0,19.0,15.0,14.0,2.0,7.0,12.0,13.0,3.0,9.0,5.0,9.0,10.0,12.0,2.0,12.0,18.0,56,100.0
MIMAT0000095,4.0,22.0,2.0,13.0,22.0,3.0,2.0,7.0,3.0,7.0,11.0,30.0,5.0,17.0,9.0,6.0,7.0,4.0,26.0,7.0,24.0,10.0,1.0,12.0,3.0,6.0,4.0,53.0,30.0,21.0,9.0,17.0,24.0,18.0,4.0,10.0,15.0,4.0,11.0,12.0,8.0,9.0,3.0,10.0,22.0,18.0,37.0,4.0,12.0,8.0,12.0,17.0,45.0,11.0,22.0,13.0,56,100.0
MIMAT0000096,123.0,47.0,32.0,43.0,86.0,44.0,60.0,50.0,72.0,128.0,143.0,98.0,93.0,130.0,105.0,111.0,81.0,122.0,101.0,55.0,138.0,89.0,23.0,116.0,65.0,49.0,70.0,64.0,110.0,182.0,233.0,175.0,110.0,92.0,85.0,131.0,69.0,65.0,112.0,73.0,111.0,199.0,55.0,68.0,127.0,158.0,70.0,51.0,100.0,97.0,115.0,75.0,194.0,115.0,164.0,173.0,56,100.0
MIMAT0000097,6104.0,4276.0,10397.0,2916.0,3412.0,8193.0,5154.0,6226.0,4663.0,2161.0,15792.0,7497.0,13669.0,10334.0,11812.0,8976.0,4966.0,6722.0,12555.0,7771.0,8931.0,8349.0,2821.0,19923.0,7368.0,7348.0,2361.0,615.0,10209.0,9797.0,4914.0,5415.0,6936.0,10227.0,7411.0,6006.0,5852.0,5150.0,8867.0,5364.0,10943.0,3923.0,3057.0,5349.0,10474.0,23087.0,11559.0,4055.0,9272.0,5311.0,4121.0,9789.0,12141.0,2676.0,14112.0,5953.0,56,100.0
MIMAT0000098,16474.0,14050.0,32878.0,12302.0,11650.0,25642.0,23983.0,28407.0,11646.0,5869.0,74603.0,21794.0,47960.0,35587.0,28946.0,48094.0,29631.0,16995.0,40738.0,24198.0,43264.0,26303.0,11027.0,71323.0,29467.0,24199.0,9593.0,4061.0,34459.0,31542.0,12304.0,24007.0,28933.0,32151.0,20633.0,16646.0,16806.0,16087.0,36118.0,21197.0,34631.0,16669.0,11484.0,26975.0,47871.0,68356.0,32635.0,17541.0,22078.0,26135.0,17343.0,32748.0,32539.0,24397.0,36564.0,36645.0,56,100.0
MIMAT0000099,15379.0,30971.0,22075.0,9912.0,19057.0,9168.0,27355.0,36431.0,5626.0,38902.0,34847.0,64875.0,40464.0,53952.0,56972.0,33720.0,18888.0,24406.0,55136.0,26363.0,27756.0,47523.0,8490.0,58023.0,23110.0,39886.0,22075.0,13021.0,47263.0,85766.0,33797.0,17573.0,27031.0,62069.0,15583.0,15074.0,20829.0,19153.0,49303.0,18643.0,31039.0,26785.0,12546.0,31354.0,57140.0,94184.0,73271.0,11697.0,36641.0,22053.0,18518.0,41808.0,46662.0,21050.0,63097.0,36912.0,56,100.0
MIMAT0000100,1480.0,420.0,347.0,563.0,1096.0,357.0,581.0,459.0,1201.0,1877.0,772.0,2137.0,1487.0,1892.0,1270.0,837.0,548.0,1478.0,949.0,455.0,829.0,1284.0,305.0,1860.0,632.0,585.0,607.0,966.0,1560.0,2377.0,1413.0,1438.0,1300.0,1504.0,786.0,1251.0,388.0,639.0,745.0,559.0,756.0,1844.0,520.0,1069.0,826.0,1937.0,1382.0,507.0,556.0,553.0,1074.0,582.0,1526.0,777.0,1095.0,1352.0,56,100.0
MIMAT0000101,25172.0,19129.0,26509.0,14355.0,25773.0,16427.0,28181.0,17465.0,21517.0,22257.0,35932.0,21296.0,20000.0,33270.0,27382.0,50718.0,50917.0,33156.0,19757.0,17156.0,45680.0,31129.0,12960.0,49283.0,21185.0,23281.0,21093.0,27878.0,46649.0,32621.0,41625.0,38737.0,36320.0,24350.0,23875.0,29297.0,24943.0,29104.0,43388.0,21320.0,47833.0,28736.0,29137.0,25651.0,34393.0,28827.0,27811.0,20003.0,29322.0,36964.0,37572.0,27502.0,36768.0,48110.0,34829.0,53526.0,56,100.0
MIMAT0000103,24.0,18.0,8.0,15.0,87.0,10.0,7.0,9.0,24.0,49.0,17.0,42.0,20.0,22.0,37.0,11.0,19.0,45.0,35.0,17.0,11.0,6.0,5.0,22.0,15.0,30.0,23.0,39.0,13.0,33.0,64.0,47.0,12.0,38.0,5.0,38.0,30.0,8.0,21.0,12.0,29.0,49.0,88.0,23.0,22.0,55.0,52.0,6.0,40.0,8.0,12.0,25.0,31.0,44.0,29.0,28.0,56,100.0
MIMAT0000104,137.0,45.0,115.0,60.0,151.0,41.0,46.0,55.0,132.0,123.0,147.0,85.0,100.0,129.0,90.0,115.0,69.0,109.0,91.0,67.0,166.0,58.0,30.0,91.0,59.0,76.0,50.0,45.0,86.0,123.0,177.0,203.0,88.0,78.0,46.0,113.0,79.0,46.0,88.0,52.0,115.0,141.0,163.0,98.0,121.0,123.0,101.0,45.0,83.0,67.0,89.0,76.0,123.0,177.0,114.0,191.0,56,100.0
MIMAT0000222,368.0,422.0,521.0,173.0,620.0,209.0,242.0,298.0,298.0,479.0,430.0,545.0,989.0,582.0,827.0,409.0,260.0,535.0,778.0,892.0,440.0,389.0,95.0,798.0,224.0,361.0,258.0,1309.0,419.0,468.0,465.0,507.0,472.0,613.0,178.0,375.0,334.0,301.0,498.0,199.0,372.0,656.0,543.0,549.0,555.0,1006.0,550.0,375.0,501.0,251.0,270.0,1086.0,5987.0,505.0,874.0,658.0,56,100.0
MIMAT0000226,37.0,757.0,160.0,79.0,13.0,181.0,62.0,147.0,113.0,75.0,627.0,253.0,410.0,335.0,375.0,437.0,145.0,104.0,492.0,168.0,732.0,179.0,55.0,319.0,132.0,61.0,171.0,1306.0,488.0,191.0,108.0,158.0,263.0,603.0,133.0,107.0,273.0,184.0,218.0,180.0,622.0,34.0,5.0,257.0,694.0,1089.0,140.0,413.0,390.0,221.0,87.0,423.0,807.0,72.0,749.0,325.0,56,100.0
MIMAT0000227,1304.0,191.0,584.0,721.0,1670.0,868.0,346.0,248.0,2329.0,806.0,1121.0,827.0,1348.0,889.0,847.0,743.0,611.0,2640.0,850.0,379.0,555.0,568.0,358.0,1251.0,544.0,275.0,126.0,496.0,808.0,1109.0,1904.0,2303.0,1274.0,498.0,866.0,1608.0,442.0,754.0,326.0,535.0,574.0,1762.0,1009.0,745.0,620.0,1310.0,761.0,728.0,449.0,437.0,901.0,444.0,1708.0,704.0,986.0,1466.0,56,100.0
MIMAT0000231,4201.0,1025.0,4437.0,1614.0,1961.0,2380.0,2247.0,1643.0,4577.0,3504.0,4848.0,4099.0,4749.0,3795.0,3120.0,5310.0,3076.0,4894.0,4206.0,1773.0,2750.0,4384.0,1569.0,7880.0,1838.0,2619.0,1278.0,2385.0,5987.0,4195.0,8660.0,3470.0,5322.0,3076.0,2250.0,3263.0,3081.0,2959.0,2789.0,2366.0,2620.0,4037.0,1461.0,2900.0,3715.0,7698.0,2569.0,2237.0,3354.0,3702.0,2493.0,3924.0,9386.0,2570.0,5735.0,5974.0,56,100.0
