miRNA_region_id,8ca0e4c1-92ab-4653-87e0-cdcc630d8db6,acad335c-080a-442e-84d8-235fa3116bc6,3b8748ee-d541-4219-ba20-437311ae376a,af1bb8e0-9d0f-4e54-9ca4-9b311129a412,600fc778-f0e3-4362-ad0c-cdb64fc76e7b,cd746011-8fd7-473d-84e7-f39ec60b6717,7c3c4540-a63e-4737-a23d-a9c999c53f39,12c76136-cc83-42c0-886b-4b4ea167a0d7,308d2039-4905-49de-861a-c70f97669068,ea6c109d-9823-4fa7-987d-78f2ed377312,485f30ed-85f1-4402-ad3e-8e1ff3a75a36,5e01bf11-33c4-4d86-a97e-54ef83a86a04,15a6e18f-00b4-4369-8588-294605e0e952,80a3007d-3d24-48c8-bdb4-38605dcd408f,f52a43ab-8cf4-4611-a13a-195778748214,3e75bf39-6c1e-460b-956e-3e999daa919c,1f7bbed4-631f-4f97-84a7-9f9bd9eba94c,afd9ffe6-e019-4ea3-ab5f-41a57f9db4de,3f5ad0e5-ab95-4c1e-8dfe-09cab1d1500c,5074a94f-c14e-441f-b006-cd8895a550e5,c786cbe6-bedd-4ff1-9c19-8026aaabc738,1c73346e-7c14-4b9e-b43d-4478181e0a4a,29cea98e-c370-473d-af6d-393e87c1bd31,27c8aced-b610-4c85-b7ed-3b111b55ef79,03589e93-5465-4e5b-91aa-be97a386e097,c42db931-0c5e-42bc-9590-2edbe16d7e56,3ef8d2e0-14fe-438a-bbcd-d0382a4085de,cea36b7b-8225-4b98-8371-66ee50eb0641,7734be37-d611-4651-83e4-7a9e78daf8a2,8790fe0b-8d3a-4f2c-8201-1231da243697,3a587350-9c2f-43ea-a607-1eec5356f34b,485f5497-8ed6-4c98-a733-710988850a13,9b71b456-248a-4ec9-8fd3-bc0c1ea2d852,4be7af1f-00a3-400a-9584-04756550a692,268512d6-01f2-4afa-bfbc-55698afe6a1f,bf370830-8f1c-4ca5-a838-aba83f5a964f,4ebd02b1-6eb1-4923-ad2f-5f4f107e6622,42a6d971-d671-4860-835f-15d184d416b0,3f0c486c-70c8-4537-a4cc-1ea2e302706d,64efe402-841b-49bc-a370-02a24880dd19,ef076f15-36a4-4e8a-a624-8cdeb9c4fa2d,38a63af6-4f43-4eea-aff2-a42b4118482a,f041b9ca-ace6-4425-a928-1ffbf2737243,f3533714-4d93-4e83-9f58-3c9dda0effba,8e5ae73e-8a65-4060-874e-9c0ab8311fcb,8c9b3702-7326-45fc-8457-168dd4921afb,85fb34fe-c751-4806-87a9-419e9ed39dfc,c5b7ba42-889d-4b7a-a810-298ae179e9c2,6c67482e-8a8a-4a5c-b8be-d573afb35d54,803da4bd-a731-423b-b689-9c876dec117f,5ec7ec6c-20c8-48af-964c-54125c9313c2,d4a3af62-0505-49f6-9f34-168bec5cb0d0,86723871-7176-4e6c-b9b2-dcf4acf99075,84d88e83-f246-45c8-a27c-5f146cb5a4b4,7e17b2bf-91b2-4ea2-acc1-59e1537913ce,82bf32b4-0410-4426-9591-33210d995b98,non_zero_samples,%_non_zero_samples
MIMAT0002862,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,4.0,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,10,17.857142857142858
MIMAT0002866,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,6,10.714285714285714
MIMAT0002868,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,6,10.714285714285714
MIMAT0002869,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,1.0,3.0,,,,,,,,,,10,17.857142857142858
MIMAT0002870,1.0,,,2.0,1.0,,,1.0,,4.0,3.0,,1.0,,4.0,,1.0,,,1.0,,2.0,,,2.0,2.0,3.0,,1.0,1.0,,1.0,,,,1.0,2.0,,,,,2.0,1.0,,1.0,2.0,1.0,,1.0,,,1.0,3.0,,,,27,48.214285714285715
MIMAT0002871,298.0,339.0,293.0,214.0,705.0,150.0,186.0,373.0,383.0,233.0,450.0,211.0,229.0,326.0,469.0,535.0,509.0,317.0,290.0,310.0,381.0,270.0,179.0,418.0,387.0,494.0,168.0,306.0,607.0,431.0,680.0,610.0,541.0,380.0,272.0,388.0,550.0,380.0,798.0,226.0,642.0,383.0,674.0,684.0,351.0,254.0,335.0,194.0,490.0,617.0,541.0,421.0,457.0,437.0,480.0,916.0,56,100.0
MIMAT0002872,2.0,2.0,3.0,5.0,5.0,,3.0,1.0,6.0,6.0,1.0,2.0,,5.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,,4.0,3.0,4.0,,1.0,3.0,5.0,1.0,3.0,5.0,7.0,1.0,2.0,5.0,3.0,5.0,6.0,3.0,2.0,4.0,7.0,3.0,4.0,6.0,3.0,,1.0,3.0,,2.0,4.0,4.0,6.0,4.0,50,89.28571428571429
MIMAT0002874,6.0,10.0,2.0,,18.0,4.0,1.0,2.0,4.0,1.0,5.0,16.0,3.0,,31.0,13.0,1.0,14.0,16.0,5.0,6.0,3.0,2.0,4.0,,60.0,2.0,26.0,32.0,8.0,23.0,12.0,10.0,12.0,2.0,6.0,43.0,7.0,24.0,7.0,12.0,13.0,5.0,6.0,,33.0,2.0,5.0,41.0,23.0,6.0,60.0,97.0,2.0,23.0,17.0,52,92.85714285714286
MIMAT0002875,6.0,3.0,1.0,2.0,6.0,5.0,2.0,1.0,14.0,6.0,2.0,4.0,4.0,5.0,2.0,9.0,8.0,10.0,9.0,4.0,5.0,1.0,,2.0,5.0,6.0,1.0,1.0,1.0,7.0,3.0,13.0,4.0,4.0,1.0,10.0,4.0,4.0,2.0,7.0,1.0,3.0,10.0,3.0,7.0,2.0,1.0,2.0,5.0,6.0,1.0,1.0,7.0,3.0,7.0,9.0,55,98.21428571428571
MIMAT0002876,159.0,32.0,36.0,45.0,130.0,77.0,27.0,34.0,169.0,148.0,90.0,93.0,127.0,114.0,90.0,91.0,68.0,155.0,83.0,41.0,66.0,75.0,36.0,175.0,64.0,86.0,15.0,31.0,115.0,123.0,235.0,148.0,114.0,94.0,59.0,132.0,58.0,68.0,64.0,51.0,77.0,135.0,77.0,102.0,75.0,161.0,126.0,65.0,64.0,64.0,81.0,63.0,174.0,73.0,87.0,164.0,56,100.0
MIMAT0002880,11.0,18.0,21.0,4.0,3.0,6.0,3.0,8.0,2.0,3.0,13.0,9.0,6.0,8.0,28.0,25.0,18.0,2.0,10.0,8.0,18.0,20.0,5.0,14.0,8.0,19.0,18.0,6.0,11.0,17.0,2.0,3.0,13.0,10.0,5.0,6.0,12.0,7.0,11.0,10.0,19.0,3.0,2.0,18.0,17.0,14.0,8.0,18.0,23.0,73.0,16.0,6.0,25.0,10.0,24.0,17.0,56,100.0
MIMAT0002881,6.0,11.0,10.0,3.0,8.0,4.0,5.0,10.0,9.0,10.0,9.0,8.0,11.0,16.0,12.0,4.0,10.0,6.0,9.0,6.0,5.0,11.0,3.0,11.0,8.0,9.0,8.0,8.0,6.0,11.0,9.0,8.0,4.0,17.0,2.0,6.0,8.0,11.0,13.0,6.0,13.0,7.0,6.0,14.0,9.0,20.0,4.0,6.0,16.0,20.0,6.0,15.0,4.0,4.0,15.0,10.0,56,100.0
MIMAT0002883,1.0,7.0,2.0,,2.0,1.0,3.0,,1.0,,1.0,3.0,1.0,8.0,3.0,6.0,3.0,2.0,4.0,1.0,5.0,7.0,,4.0,4.0,9.0,4.0,2.0,8.0,5.0,1.0,4.0,4.0,4.0,,2.0,5.0,2.0,11.0,1.0,14.0,1.0,,4.0,7.0,3.0,3.0,,3.0,50.0,4.0,,1.0,3.0,6.0,2.0,48,85.71428571428571
MIMAT0002888,838.0,775.0,1746.0,648.0,1638.0,559.0,827.0,1076.0,1434.0,1006.0,1429.0,870.0,1205.0,1561.0,1229.0,2123.0,1517.0,965.0,1615.0,1095.0,1387.0,1062.0,638.0,2082.0,1175.0,1266.0,516.0,1047.0,1648.0,1129.0,1878.0,1456.0,1772.0,1054.0,849.0,1199.0,1350.0,832.0,1450.0,640.0,1503.0,1250.0,1403.0,2290.0,1448.0,1477.0,1179.0,877.0,1144.0,1409.0,1340.0,1233.0,1834.0,1854.0,1977.0,3213.0,56,100.0
MIMAT0002890,7.0,9.0,4.0,6.0,23.0,19.0,3.0,7.0,15.0,20.0,28.0,25.0,26.0,18.0,30.0,29.0,4.0,24.0,19.0,8.0,17.0,6.0,7.0,16.0,11.0,43.0,10.0,1.0,34.0,15.0,48.0,18.0,15.0,18.0,16.0,9.0,35.0,5.0,24.0,5.0,16.0,8.0,1.0,8.0,18.0,44.0,18.0,11.0,41.0,13.0,3.0,27.0,86.0,2.0,58.0,19.0,56,100.0
MIMAT0002891,9.0,1.0,3.0,2.0,4.0,4.0,,,1.0,2.0,4.0,,1.0,2.0,2.0,1.0,,4.0,,,1.0,1.0,,2.0,1.0,1.0,,1.0,,2.0,6.0,6.0,5.0,,,9.0,2.0,1.0,3.0,2.0,1.0,11.0,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,3.0,9.0,2.0,1.0,1.0,43,76.78571428571429
MIMAT0003150,26.0,21.0,28.0,10.0,34.0,24.0,25.0,24.0,20.0,38.0,72.0,79.0,60.0,58.0,84.0,70.0,34.0,34.0,54.0,35.0,42.0,63.0,12.0,76.0,32.0,63.0,24.0,24.0,88.0,44.0,57.0,35.0,50.0,65.0,28.0,24.0,62.0,18.0,39.0,38.0,52.0,27.0,13.0,56.0,45.0,133.0,152.0,15.0,63.0,40.0,40.0,71.0,102.0,41.0,92.0,64.0,56,100.0
MIMAT0003161,2.0,3.0,2.0,1.0,,1.0,3.0,1.0,3.0,,4.0,3.0,,2.0,4.0,3.0,1.0,1.0,10.0,3.0,2.0,4.0,,4.0,,4.0,2.0,8.0,8.0,1.0,20.0,7.0,4.0,6.0,,,6.0,1.0,7.0,5.0,7.0,3.0,,6.0,7.0,4.0,2.0,2.0,5.0,6.0,,16.0,14.0,1.0,9.0,3.0,47,83.92857142857143
MIMAT0003163,33.0,34.0,56.0,18.0,55.0,56.0,10.0,31.0,31.0,31.0,36.0,33.0,37.0,15.0,100.0,116.0,15.0,11.0,170.0,16.0,31.0,27.0,12.0,29.0,26.0,67.0,6.0,12.0,108.0,48.0,87.0,78.0,55.0,26.0,30.0,20.0,116.0,17.0,37.0,31.0,39.0,24.0,21.0,55.0,29.0,48.0,15.0,49.0,108.0,76.0,22.0,111.0,204.0,24.0,264.0,151.0,56,100.0
MIMAT0003180,34.0,18.0,22.0,18.0,25.0,35.0,4.0,4.0,16.0,23.0,26.0,17.0,24.0,18.0,53.0,33.0,6.0,29.0,32.0,11.0,32.0,7.0,3.0,16.0,8.0,28.0,7.0,5.0,66.0,19.0,74.0,44.0,12.0,19.0,25.0,27.0,64.0,7.0,27.0,14.0,10.0,12.0,4.0,31.0,28.0,51.0,17.0,17.0,41.0,29.0,8.0,54.0,141.0,7.0,93.0,31.0,56,100.0
MIMAT0003214,2.0,,,,1.0,,,,,1.0,3.0,6.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,2.0,,3.0,,2.0,1.0,,,,,,1.0,2.0,,1.0,,2.0,,,1.0,,1.0,,3.0,,2.0,1.0,29,51.78571428571429
MIMAT0003218,83.0,67.0,179.0,78.0,134.0,71.0,48.0,92.0,207.0,27.0,213.0,45.0,170.0,99.0,122.0,108.0,67.0,69.0,87.0,89.0,183.0,56.0,60.0,118.0,100.0,53.0,29.0,407.0,120.0,138.0,160.0,173.0,104.0,96.0,104.0,125.0,101.0,45.0,126.0,72.0,126.0,112.0,93.0,132.0,119.0,95.0,97.0,66.0,119.0,83.0,121.0,116.0,141.0,81.0,98.0,175.0,56,100.0
MIMAT0003220,1.0,,1.0,,,1.0,1.0,,,,,4.0,,4.0,2.0,,,1.0,,,1.0,1.0,,2.0,1.0,,3.0,1.0,,,,,,2.0,,,,,1.0,,,1.0,,,,2.0,1.0,,1.0,,,1.0,2.0,,1.0,,23,41.07142857142857
MIMAT0003233,27.0,1.0,19.0,2.0,61.0,1.0,2.0,6.0,44.0,33.0,8.0,7.0,12.0,26.0,14.0,4.0,6.0,38.0,11.0,7.0,6.0,5.0,7.0,6.0,4.0,1.0,3.0,3.0,4.0,22.0,24.0,27.0,15.0,16.0,5.0,19.0,4.0,29.0,,,,80.0,23.0,4.0,1.0,2.0,15.0,17.0,3.0,,9.0,2.0,6.0,9.0,31.0,13.0,52,92.85714285714286
MIMAT0003235,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,3.0,1.0,,,,1.0,,,,2.0,,,,2.0,,1.0,3.0,2.0,1.0,1.0,1.0,,,1.0,,,,4.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,27,48.214285714285715
MIMAT0003239,758.0,103.0,108.0,271.0,391.0,441.0,144.0,149.0,1190.0,418.0,662.0,399.0,700.0,451.0,300.0,344.0,283.0,1364.0,391.0,155.0,410.0,277.0,156.0,550.0,229.0,125.0,49.0,232.0,366.0,457.0,834.0,777.0,670.0,223.0,369.0,607.0,257.0,331.0,133.0,313.0,227.0,888.0,311.0,271.0,378.0,658.0,352.0,288.0,189.0,243.0,250.0,242.0,983.0,199.0,334.0,520.0,56,100.0
MIMAT0003241,43.0,8.0,7.0,20.0,61.0,11.0,18.0,16.0,50.0,29.0,14.0,24.0,31.0,14.0,45.0,15.0,25.0,45.0,27.0,28.0,21.0,32.0,19.0,48.0,14.0,25.0,7.0,39.0,51.0,41.0,40.0,45.0,38.0,18.0,22.0,26.0,19.0,30.0,11.0,22.0,19.0,72.0,42.0,22.0,14.0,73.0,17.0,27.0,9.0,20.0,37.0,36.0,52.0,44.0,31.0,76.0,56,100.0
MIMAT0003242,24.0,8.0,6.0,,2.0,4.0,11.0,2.0,,2.0,2.0,12.0,6.0,5.0,40.0,1.0,1.0,2.0,27.0,2.0,2.0,4.0,11.0,8.0,6.0,3.0,3.0,,4.0,4.0,,3.0,3.0,29.0,2.0,1.0,34.0,8.0,,7.0,3.0,1.0,,15.0,1.0,10.0,20.0,,37.0,15.0,5.0,5.0,17.0,36.0,11.0,11.0,49,87.5
MIMAT0003246,1.0,,,,,1.0,1.0,1.0,,,1.0,2.0,,5.0,5.0,1.0,,1.0,1.0,1.0,,1.0,,2.0,,4.0,,1.0,3.0,,2.0,1.0,2.0,,1.0,2.0,,1.0,3.0,,,3.0,,6.0,1.0,2.0,,3.0,,3.0,1.0,1.0,3.0,,1.0,4.0,35,62.5
MIMAT0003247,12.0,8.0,3.0,15.0,14.0,6.0,6.0,4.0,16.0,19.0,17.0,18.0,12.0,15.0,11.0,13.0,6.0,22.0,7.0,3.0,12.0,10.0,4.0,10.0,4.0,12.0,7.0,34.0,22.0,32.0,28.0,15.0,14.0,9.0,10.0,9.0,6.0,2.0,8.0,7.0,11.0,18.0,5.0,5.0,7.0,18.0,8.0,6.0,11.0,18.0,9.0,11.0,23.0,11.0,16.0,13.0,56,100.0
MIMAT0003249,221.0,281.0,200.0,137.0,480.0,116.0,111.0,377.0,211.0,308.0,381.0,102.0,150.0,268.0,241.0,219.0,231.0,400.0,178.0,265.0,235.0,56.0,72.0,137.0,293.0,297.0,160.0,34.0,170.0,316.0,271.0,578.0,227.0,162.0,154.0,329.0,262.0,213.0,391.0,183.0,271.0,352.0,1087.0,167.0,301.0,204.0,278.0,136.0,279.0,182.0,217.0,264.0,222.0,514.0,253.0,603.0,56,100.0
MIMAT0003250,12.0,2.0,,,2.0,,3.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,6.0,5.0,1.0,,2.0,,1.0,2.0,6.0,,5.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,,,6.0,,10.0,1.0,2.0,3.0,12.0,2.0,1.0,1.0,,2.0,1.0,1.0,7.0,3.0,2.0,4.0,,6.0,1.0,45,80.35714285714286
MIMAT0003254,6.0,,1.0,1.0,2.0,1.0,3.0,,2.0,10.0,4.0,10.0,5.0,6.0,1.0,3.0,,7.0,,2.0,6.0,4.0,,3.0,1.0,1.0,8.0,2.0,7.0,6.0,2.0,5.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,,2.0,,5.0,4.0,1.0,8.0,,,1.0,5.0,1.0,5.0,,46,82.14285714285714
MIMAT0003256,4.0,2.0,4.0,4.0,6.0,1.0,1.0,3.0,20.0,3.0,5.0,4.0,6.0,6.0,8.0,3.0,1.0,5.0,7.0,2.0,,6.0,2.0,5.0,3.0,5.0,1.0,9.0,4.0,3.0,7.0,3.0,3.0,6.0,1.0,9.0,5.0,4.0,2.0,1.0,2.0,9.0,6.0,6.0,3.0,2.0,1.0,4.0,2.0,2.0,5.0,4.0,3.0,9.0,8.0,8.0,55,98.21428571428571
MIMAT0003257,13.0,1.0,2.0,4.0,24.0,2.0,2.0,,25.0,12.0,6.0,6.0,7.0,2.0,3.0,1.0,2.0,15.0,7.0,2.0,,5.0,1.0,5.0,3.0,1.0,,1.0,5.0,17.0,17.0,33.0,6.0,5.0,2.0,30.0,4.0,4.0,2.0,5.0,1.0,27.0,24.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0,4.0,,17.0,9.0,3.0,15.0,52,92.85714285714286
MIMAT0003258,37.0,10.0,11.0,13.0,22.0,10.0,5.0,9.0,8.0,30.0,8.0,31.0,19.0,26.0,34.0,14.0,14.0,36.0,17.0,6.0,14.0,16.0,5.0,16.0,4.0,16.0,13.0,16.0,22.0,46.0,49.0,23.0,15.0,26.0,14.0,19.0,12.0,7.0,10.0,11.0,17.0,24.0,10.0,20.0,17.0,65.0,20.0,6.0,11.0,11.0,14.0,10.0,38.0,8.0,24.0,24.0,56,100.0
MIMAT0003266,45.0,49.0,14.0,14.0,19.0,21.0,20.0,17.0,12.0,17.0,32.0,37.0,36.0,35.0,73.0,43.0,33.0,48.0,58.0,18.0,27.0,14.0,14.0,34.0,20.0,26.0,8.0,8.0,63.0,38.0,41.0,43.0,40.0,32.0,28.0,28.0,41.0,23.0,54.0,21.0,17.0,56.0,18.0,30.0,53.0,74.0,92.0,31.0,44.0,32.0,33.0,38.0,113.0,12.0,76.0,50.0,56,100.0
MIMAT0003273,4.0,1.0,,2.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,6.0,2.0,3.0,1.0,2.0,,7.0,,1.0,,1.0,1.0,5.0,4.0,7.0,,2.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,,8.0,8.0,3.0,1.0,2.0,4.0,3.0,5.0,4.0,2.0,4.0,50,89.28571428571429
MIMAT0003283,23.0,6.0,5.0,18.0,16.0,10.0,2.0,2.0,39.0,8.0,15.0,4.0,7.0,9.0,8.0,12.0,12.0,18.0,15.0,7.0,15.0,5.0,10.0,13.0,6.0,8.0,3.0,30.0,10.0,15.0,53.0,29.0,23.0,5.0,5.0,17.0,6.0,6.0,3.0,3.0,10.0,21.0,12.0,10.0,7.0,15.0,18.0,7.0,6.0,14.0,8.0,3.0,17.0,5.0,10.0,24.0,56,100.0
MIMAT0003284,1.0,1.0,8.0,3.0,10.0,3.0,,2.0,11.0,4.0,1.0,5.0,10.0,3.0,10.0,1.0,1.0,15.0,6.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,9.0,1.0,6.0,7.0,5.0,4.0,5.0,2.0,,3.0,10.0,,2.0,1.0,7.0,7.0,3.0,,4.0,1.0,6.0,1.0,5.0,4.0,,3.0,2.0,8.0,7.0,51,91.07142857142857
MIMAT0003293,3.0,2.0,,1.0,11.0,,,1.0,3.0,7.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,6.0,1.0,2.0,3.0,,,1.0,2.0,1.0,4.0,2.0,3.0,3.0,5.0,14.0,,1.0,3.0,6.0,,2.0,2.0,,3.0,9.0,5.0,1.0,5.0,4.0,3.0,6.0,,,3.0,1.0,1.0,3.0,,3.0,45,80.35714285714286
MIMAT0003294,6.0,2.0,2.0,3.0,10.0,2.0,2.0,2.0,,6.0,1.0,9.0,16.0,6.0,11.0,8.0,9.0,10.0,1.0,5.0,5.0,1.0,1.0,12.0,2.0,4.0,2.0,12.0,12.0,3.0,4.0,9.0,6.0,8.0,4.0,5.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,11.0,6.0,3.0,1.0,5.0,8.0,9.0,13.0,2.0,10.0,6.0,55,98.21428571428571
MIMAT0003296,3.0,,,4.0,8.0,2.0,1.0,,4.0,11.0,,9.0,6.0,7.0,7.0,7.0,3.0,6.0,2.0,1.0,2.0,5.0,,7.0,2.0,1.0,2.0,5.0,7.0,7.0,6.0,6.0,2.0,3.0,4.0,1.0,1.0,,3.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,7.0,2.0,1.0,4.0,5.0,,4.0,49,87.5
MIMAT0003297,1.0,,,1.0,2.0,2.0,,1.0,3.0,3.0,1.0,,,,6.0,,,,1.0,3.0,2.0,,,2.0,3.0,,2.0,1.0,,1.0,2.0,2.0,1.0,3.0,,1.0,2.0,,,,2.0,1.0,5.0,,,3.0,3.0,,3.0,1.0,1.0,2.0,,,,1.0,33,58.92857142857143
MIMAT0003298,2.0,2.0,22.0,,11.0,5.0,6.0,6.0,8.0,8.0,3.0,5.0,13.0,2.0,6.0,7.0,4.0,14.0,15.0,3.0,4.0,5.0,4.0,13.0,4.0,3.0,1.0,30.0,2.0,5.0,7.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,6.0,21.0,2.0,7.0,4.0,5.0,3.0,1.0,1.0,5.0,7.0,3.0,9.0,3.0,55,98.21428571428571
MIMAT0003301,2.0,4.0,,,4.0,,2.0,1.0,,13.0,2.0,4.0,4.0,2.0,4.0,1.0,,5.0,5.0,1.0,,2.0,1.0,3.0,,2.0,,16.0,3.0,6.0,3.0,7.0,3.0,1.0,,1.0,,2.0,2.0,4.0,1.0,7.0,1.0,3.0,2.0,6.0,6.0,1.0,3.0,2.0,,3.0,9.0,,4.0,3.0,44,78.57142857142857
MIMAT0003309,1.0,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,3.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,14,25.0
MIMAT0003312,11.0,5.0,5.0,2.0,33.0,,2.0,3.0,31.0,17.0,6.0,4.0,20.0,2.0,15.0,3.0,4.0,82.0,15.0,4.0,3.0,5.0,5.0,5.0,2.0,6.0,,25.0,4.0,2.0,12.0,7.0,36.0,4.0,,6.0,1.0,32.0,1.0,4.0,3.0,52.0,21.0,11.0,3.0,10.0,8.0,27.0,5.0,3.0,12.0,8.0,17.0,5.0,14.0,3.0,53,94.64285714285714
MIMAT0003322,112.0,35.0,50.0,52.0,145.0,34.0,25.0,28.0,178.0,174.0,89.0,51.0,58.0,52.0,65.0,70.0,62.0,338.0,39.0,39.0,85.0,36.0,25.0,83.0,59.0,30.0,23.0,43.0,62.0,143.0,134.0,219.0,118.0,48.0,59.0,125.0,51.0,133.0,21.0,27.0,50.0,254.0,173.0,37.0,44.0,53.0,47.0,61.0,50.0,30.0,63.0,28.0,78.0,116.0,74.0,92.0,56,100.0
MIMAT0003328,24.0,43.0,24.0,23.0,51.0,30.0,15.0,69.0,18.0,18.0,85.0,49.0,49.0,30.0,58.0,26.0,32.0,43.0,238.0,42.0,35.0,49.0,13.0,36.0,78.0,36.0,34.0,14.0,29.0,96.0,37.0,66.0,160.0,74.0,14.0,72.0,24.0,13.0,126.0,14.0,50.0,40.0,38.0,28.0,117.0,65.0,193.0,7.0,25.0,24.0,19.0,68.0,56.0,34.0,127.0,76.0,56,100.0
MIMAT0003329,30.0,28.0,31.0,8.0,26.0,36.0,9.0,10.0,14.0,26.0,45.0,38.0,18.0,33.0,47.0,46.0,2.0,24.0,40.0,12.0,36.0,19.0,6.0,23.0,14.0,40.0,46.0,5.0,67.0,55.0,93.0,19.0,11.0,19.0,15.0,24.0,27.0,9.0,41.0,19.0,16.0,12.0,1.0,19.0,31.0,113.0,32.0,10.0,64.0,31.0,12.0,31.0,174.0,10.0,133.0,44.0,56,100.0
MIMAT0003330,6.0,9.0,18.0,7.0,12.0,16.0,1.0,10.0,2.0,4.0,12.0,4.0,4.0,5.0,19.0,8.0,6.0,12.0,13.0,2.0,5.0,1.0,1.0,8.0,2.0,16.0,1.0,,11.0,6.0,18.0,19.0,11.0,1.0,10.0,7.0,36.0,3.0,17.0,4.0,7.0,8.0,4.0,6.0,7.0,9.0,5.0,2.0,29.0,14.0,7.0,19.0,38.0,6.0,25.0,13.0,55,98.21428571428571
MIMAT0003331,8.0,5.0,10.0,8.0,5.0,12.0,3.0,3.0,4.0,14.0,13.0,11.0,8.0,12.0,18.0,8.0,3.0,7.0,13.0,8.0,6.0,13.0,3.0,16.0,7.0,16.0,21.0,2.0,51.0,12.0,36.0,13.0,16.0,10.0,11.0,13.0,27.0,5.0,17.0,9.0,8.0,13.0,2.0,9.0,13.0,29.0,10.0,3.0,22.0,8.0,2.0,23.0,62.0,3.0,23.0,25.0,56,100.0
MIMAT0003332,1.0,,1.0,,7.0,3.0,1.0,,2.0,3.0,3.0,6.0,4.0,4.0,7.0,5.0,1.0,1.0,7.0,3.0,4.0,4.0,1.0,1.0,,9.0,6.0,1.0,6.0,1.0,10.0,2.0,3.0,4.0,1.0,2.0,14.0,1.0,5.0,6.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,,7.0,3.0,2.0,11.0,20.0,1.0,15.0,4.0,51,91.07142857142857
MIMAT0003338,46.0,19.0,51.0,37.0,46.0,16.0,30.0,18.0,43.0,57.0,44.0,61.0,41.0,77.0,48.0,86.0,49.0,40.0,48.0,28.0,49.0,56.0,19.0,80.0,18.0,32.0,46.0,56.0,107.0,82.0,110.0,71.0,76.0,63.0,41.0,34.0,20.0,49.0,50.0,26.0,55.0,61.0,30.0,73.0,59.0,54.0,147.0,19.0,37.0,63.0,70.0,33.0,64.0,81.0,75.0,148.0,56,100.0
MIMAT0003339,4.0,1.0,1.0,2.0,7.0,,3.0,2.0,4.0,4.0,6.0,4.0,4.0,1.0,,5.0,1.0,4.0,2.0,3.0,1.0,3.0,,5.0,2.0,5.0,6.0,1.0,2.0,4.0,10.0,5.0,4.0,4.0,2.0,1.0,3.0,,3.0,1.0,4.0,9.0,6.0,,8.0,3.0,6.0,,1.0,2.0,4.0,2.0,1.0,6.0,5.0,2.0,50,89.28571428571429
MIMAT0003340,6.0,16.0,2.0,3.0,3.0,15.0,2.0,,2.0,3.0,16.0,9.0,3.0,9.0,22.0,20.0,7.0,6.0,22.0,1.0,12.0,5.0,1.0,6.0,2.0,11.0,6.0,,24.0,9.0,15.0,14.0,8.0,7.0,11.0,5.0,18.0,4.0,10.0,8.0,7.0,4.0,1.0,6.0,7.0,24.0,21.0,2.0,29.0,15.0,2.0,25.0,41.0,1.0,38.0,7.0,54,96.42857142857143
MIMAT0003386,11.0,,2.0,4.0,3.0,3.0,,1.0,5.0,12.0,2.0,7.0,2.0,5.0,5.0,8.0,1.0,,6.0,,4.0,1.0,1.0,4.0,3.0,4.0,,3.0,10.0,8.0,29.0,12.0,2.0,,5.0,3.0,3.0,,3.0,6.0,3.0,5.0,1.0,3.0,4.0,9.0,6.0,,3.0,6.0,,4.0,38.0,2.0,18.0,13.0,47,83.92857142857143
