miRNA_region_id,ff79f645-81f1-4a3b-ae72-adc169f30143,aafbf8fb-290d-408e-b104-241b7d492895,91b36078-362b-4909-ac90-1b2d1ea4a545,646eb67c-2e86-4f89-867f-78c31eff5fe0,a44df6fa-36a7-4500-90fd-d62baf48ef52,d0982681-8799-412d-a868-81078e4a6560,eaf6af76-2b28-4128-9371-a3d928d72370,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,3d4b6861-2763-451d-ae0a-6a5adfc591ec,3be37b85-90eb-4f47-909a-8be730172d92,e351b00e-5462-4be5-a57c-162a9b7b996e,86b5eaae-717c-4806-be60-7ffcab935908,f4987886-cc3e-4423-84ae-84911abcd473,86e3408b-76a3-4834-b85e-4d2a07677304,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,8f6d8863-21b1-4469-b233-21bb7c9b954c,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f,265fa10b-9393-4c95-99a0-df47069deaac,415d3af2-fc41-43d5-b185-6a09946b9e84,54fb48bb-ab47-4870-beb0-5713d15d8b58,41cd380c-ab97-451e-80b7-3d9653a1e909,02fc7dd7-7e17-4930-8424-52173c33b29b,585f73db-7dc1-49d8-a601-f8d33b318a95,0895e2a3-5571-4ee2-b715-a424d0c9fec4,8334ded1-3815-4766-8861-6fa8313fab6b,0f7a5400-3b1d-42d3-b47a-2979084bf616,81ec1c9c-36c0-48e8-929a-8273d1d3febe,d68e848a-5464-4471-88bd-3faf7e088d91,52fed7ff-b663-4fc1-a294-57776659175a,7e975ee3-173d-4315-aacf-c201122d9868,6dc4e6bf-a8f6-4280-af19-5ed501969f01,a4fc56a4-2493-451a-9b30-5aa38258bcce,85236a1e-2adb-459b-b868-b9486d9a285e,e896f815-d8df-42cc-bdf6-04deb50f6c1a,f424bcaa-7212-4abc-8110-cff56b85c85a,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,e83d4619-5e2b-4da7-8c05-93611ea76c85,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,d7438c8a-6e39-4139-92e7-2aa05bae5d40,be8e6554-07ae-4ec2-8be0-8598556467c9,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,8ecef704-ed0f-4700-a34e-46a174033332,aef6b437-1da5-4f69-970b-977cdc9cd5c5,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,ddde9a13-c70c-464c-8066-65a88ab92dc7,0f40e7fd-789f-49f7-a797-76bbe3c84f47,a576843f-a9f7-47cf-a52f-7f01066fa160,37fb952c-2a89-4903-98b9-6f6d36743218,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,ed76d786-d744-4067-b288-5fe2dc06a310,557f6cb1-95e3-4c8c-b253-538a415b0d07,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,a00a04b4-8de5-4f18-9dc2-531e21aa5167,dc300e50-f729-4d0e-8a33-606e95d91c95,3abbb570-87ad-44c5-b66d-141f63b0ca8b,f3a7612e-35c3-43be-8f96-795874f8225c,non_zero_samples,%_non_zero_samples
MIMAT0000062,31019.0,36868.0,45392.0,18136.0,11903.0,81617.0,25558.0,15681.0,54800.0,130734.0,59343.0,96771.0,45866.0,79791.0,35229.0,55528.0,54673.0,36797.0,13729.0,184624.0,13575.0,32423.0,24756.0,69682.0,11073.0,41034.0,27178.0,94350.0,32647.0,31250.0,25603.0,35515.0,17324.0,109271.0,59354.0,64370.0,21243.0,37695.0,43563.0,41206.0,44700.0,19540.0,23501.0,27867.0,26205.0,29860.0,339513.0,25178.0,76258.0,21828.0,81120.0,20083.0,10962.0,49811.0,28998.0,15868.0,56,100.0
MIMAT0000063,40579.0,26816.0,40233.0,16079.0,14327.0,60530.0,19561.0,17932.0,63216.0,95620.0,54503.0,124280.0,42999.0,47659.0,33280.0,30139.0,58891.0,44078.0,15656.0,239469.0,17788.0,14091.0,20726.0,65183.0,9906.0,68427.0,38294.0,107887.0,33063.0,40599.0,32936.0,60550.0,13919.0,167435.0,20490.0,42832.0,11796.0,72940.0,55338.0,78330.0,60451.0,54865.0,11443.0,12006.0,33125.0,26371.0,274597.0,49145.0,32421.0,47014.0,50804.0,38497.0,6183.0,67531.0,89908.0,20715.0,56,100.0
MIMAT0000064,5011.0,3829.0,4304.0,2828.0,912.0,7084.0,1883.0,3705.0,1070.0,3829.0,9713.0,4247.0,6028.0,6106.0,680.0,4093.0,3635.0,7732.0,811.0,11566.0,2466.0,2590.0,2728.0,4499.0,1654.0,1864.0,3687.0,2694.0,12481.0,1613.0,955.0,1675.0,4295.0,7340.0,3366.0,9345.0,1178.0,5094.0,3139.0,1121.0,3466.0,3110.0,1495.0,2833.0,2606.0,1995.0,19367.0,2739.0,4303.0,2754.0,5503.0,2147.0,601.0,6580.0,3128.0,915.0,56,100.0
MIMAT0000065,593.0,407.0,1269.0,418.0,157.0,669.0,194.0,205.0,765.0,717.0,1177.0,552.0,276.0,877.0,653.0,393.0,680.0,399.0,464.0,2001.0,100.0,153.0,1071.0,417.0,243.0,318.0,320.0,340.0,683.0,321.0,373.0,681.0,806.0,418.0,234.0,836.0,159.0,307.0,470.0,1065.0,1002.0,290.0,156.0,241.0,367.0,568.0,541.0,557.0,737.0,561.0,1335.0,121.0,138.0,512.0,982.0,192.0,56,100.0
MIMAT0000066,1689.0,1281.0,782.0,441.0,1609.0,2897.0,881.0,1013.0,558.0,3627.0,2936.0,2787.0,1618.0,1906.0,1133.0,2056.0,3197.0,1757.0,898.0,4370.0,416.0,694.0,1570.0,5347.0,761.0,1168.0,1332.0,2637.0,1933.0,1308.0,537.0,3295.0,942.0,3090.0,3002.0,2441.0,1914.0,1044.0,1818.0,1236.0,1821.0,815.0,1485.0,1689.0,2082.0,1435.0,13747.0,1074.0,3200.0,1151.0,2217.0,919.0,1017.0,725.0,1527.0,1364.0,56,100.0
MIMAT0000067,6860.0,6480.0,6034.0,4560.0,1050.0,29686.0,5079.0,3125.0,15861.0,31355.0,14532.0,17111.0,11773.0,31327.0,3925.0,15393.0,12775.0,6965.0,3823.0,44633.0,1583.0,7559.0,5821.0,13644.0,2484.0,4516.0,5047.0,14816.0,6435.0,3689.0,3357.0,5363.0,4826.0,27861.0,12719.0,19537.0,2492.0,6475.0,5816.0,5488.0,5425.0,1684.0,1644.0,9854.0,2920.0,5759.0,45829.0,4109.0,37520.0,4055.0,24161.0,3009.0,1178.0,7791.0,3267.0,982.0,56,100.0
MIMAT0000068,220.0,194.0,320.0,291.0,219.0,292.0,143.0,143.0,308.0,390.0,327.0,729.0,163.0,415.0,279.0,206.0,268.0,253.0,134.0,632.0,64.0,57.0,205.0,275.0,122.0,333.0,154.0,501.0,253.0,314.0,185.0,210.0,314.0,248.0,278.0,393.0,188.0,308.0,143.0,409.0,295.0,55.0,168.0,185.0,152.0,443.0,896.0,82.0,333.0,164.0,267.0,191.0,165.0,252.0,262.0,54.0,56,100.0
MIMAT0000069,2549.0,1179.0,1207.0,1272.0,2551.0,1363.0,721.0,817.0,1798.0,2115.0,1581.0,3847.0,479.0,3238.0,1846.0,844.0,1511.0,2701.0,1707.0,2908.0,1634.0,347.0,1234.0,1218.0,1584.0,4400.0,1898.0,1233.0,1560.0,2967.0,1105.0,2899.0,1763.0,1858.0,1268.0,1397.0,1967.0,4213.0,1045.0,3315.0,2583.0,807.0,1296.0,457.0,2330.0,2105.0,2387.0,994.0,1240.0,2327.0,871.0,781.0,3861.0,2167.0,2832.0,834.0,56,100.0
MIMAT0000070,710.0,632.0,1264.0,1436.0,261.0,689.0,503.0,479.0,1952.0,1688.0,912.0,1720.0,629.0,720.0,2185.0,1051.0,420.0,353.0,478.0,998.0,144.0,152.0,652.0,872.0,369.0,1074.0,364.0,777.0,531.0,403.0,378.0,1400.0,1042.0,420.0,446.0,2219.0,707.0,675.0,216.0,655.0,2884.0,303.0,272.0,1185.0,584.0,1395.0,3305.0,186.0,659.0,948.0,359.0,130.0,467.0,385.0,527.0,89.0,56,100.0
MIMAT0000071,281.0,238.0,232.0,331.0,114.0,432.0,265.0,105.0,896.0,587.0,404.0,602.0,164.0,417.0,483.0,339.0,200.0,174.0,122.0,828.0,44.0,103.0,149.0,403.0,47.0,434.0,220.0,188.0,253.0,134.0,119.0,271.0,175.0,290.0,117.0,770.0,138.0,258.0,53.0,216.0,480.0,93.0,97.0,273.0,89.0,272.0,2605.0,98.0,454.0,253.0,190.0,31.0,89.0,175.0,123.0,14.0,56,100.0
MIMAT0000072,30.0,11.0,55.0,27.0,18.0,25.0,3.0,10.0,54.0,25.0,37.0,26.0,17.0,30.0,121.0,22.0,20.0,14.0,7.0,45.0,,6.0,12.0,20.0,7.0,50.0,18.0,7.0,13.0,14.0,12.0,16.0,49.0,5.0,10.0,118.0,17.0,7.0,5.0,37.0,72.0,2.0,5.0,12.0,11.0,33.0,29.0,4.0,34.0,49.0,6.0,1.0,3.0,21.0,10.0,2.0,55,98.21428571428571
MIMAT0000073,108.0,35.0,78.0,97.0,15.0,29.0,41.0,39.0,30.0,66.0,54.0,152.0,41.0,53.0,143.0,71.0,36.0,64.0,47.0,54.0,19.0,10.0,69.0,43.0,43.0,192.0,46.0,49.0,41.0,40.0,38.0,90.0,79.0,34.0,19.0,199.0,74.0,137.0,8.0,71.0,185.0,18.0,53.0,59.0,36.0,125.0,87.0,19.0,72.0,47.0,46.0,12.0,36.0,15.0,84.0,6.0,56,100.0
MIMAT0000074,251.0,138.0,329.0,274.0,54.0,185.0,145.0,134.0,239.0,645.0,235.0,576.0,181.0,248.0,764.0,327.0,162.0,176.0,167.0,238.0,55.0,63.0,201.0,154.0,111.0,391.0,166.0,260.0,201.0,188.0,138.0,303.0,310.0,114.0,312.0,701.0,205.0,299.0,57.0,285.0,402.0,60.0,153.0,248.0,144.0,585.0,296.0,55.0,252.0,160.0,179.0,49.0,108.0,130.0,202.0,37.0,56,100.0
MIMAT0000075,340.0,192.0,410.0,653.0,47.0,273.0,236.0,175.0,589.0,560.0,380.0,767.0,353.0,436.0,1104.0,484.0,171.0,184.0,152.0,451.0,51.0,73.0,324.0,395.0,114.0,405.0,212.0,347.0,220.0,195.0,214.0,428.0,342.0,200.0,106.0,1081.0,264.0,286.0,72.0,280.0,876.0,103.0,100.0,616.0,148.0,660.0,2679.0,80.0,380.0,323.0,187.0,85.0,136.0,178.0,188.0,17.0,56,100.0
MIMAT0000076,554494.0,482105.0,155033.0,216986.0,450246.0,857434.0,370273.0,416355.0,934688.0,454262.0,695432.0,1010585.0,699618.0,955250.0,400835.0,743554.0,428647.0,370299.0,457112.0,1602378.0,492598.0,541746.0,466812.0,946580.0,178123.0,533114.0,444327.0,279255.0,385465.0,592743.0,689598.0,810114.0,172396.0,1087625.0,268554.0,1114472.0,365653.0,883494.0,178554.0,727502.0,289190.0,144736.0,352846.0,479717.0,460338.0,322516.0,2139438.0,454814.0,1244063.0,221835.0,688857.0,215909.0,213782.0,1689344.0,771681.0,96431.0,56,100.0
MIMAT0000077,134682.0,206042.0,40617.0,60291.0,84873.0,263827.0,126870.0,81869.0,155775.0,136552.0,240511.0,206846.0,110395.0,225973.0,78552.0,188474.0,175997.0,157718.0,74810.0,478228.0,47498.0,142171.0,166651.0,229092.0,53251.0,106223.0,152706.0,133974.0,201579.0,116503.0,90039.0,112674.0,39835.0,336658.0,120259.0,192560.0,135411.0,269099.0,109337.0,114910.0,38028.0,74471.0,97285.0,55691.0,99432.0,74504.0,988638.0,118199.0,251792.0,60090.0,224417.0,105807.0,56349.0,156005.0,111559.0,32638.0,56,100.0
MIMAT0000078,7916.0,8368.0,2927.0,3421.0,6342.0,13563.0,3665.0,3054.0,30658.0,9319.0,7773.0,5324.0,4511.0,6323.0,7489.0,6096.0,6306.0,8994.0,3369.0,17333.0,1984.0,4735.0,6939.0,12123.0,3338.0,11862.0,6902.0,6726.0,8564.0,5584.0,1485.0,11061.0,2694.0,19871.0,12407.0,6531.0,7846.0,29981.0,6773.0,5783.0,2932.0,3970.0,6071.0,2362.0,3598.0,4907.0,44031.0,5772.0,6790.0,4956.0,8490.0,2581.0,2874.0,8407.0,7957.0,1190.0,56,100.0
MIMAT0000079,15.0,21.0,18.0,5.0,20.0,27.0,11.0,21.0,12.0,25.0,19.0,38.0,12.0,12.0,26.0,29.0,31.0,31.0,22.0,113.0,2.0,18.0,12.0,29.0,9.0,17.0,11.0,8.0,35.0,13.0,11.0,16.0,27.0,5.0,51.0,42.0,20.0,29.0,19.0,38.0,23.0,8.0,39.0,4.0,24.0,10.0,11.0,17.0,28.0,19.0,32.0,5.0,12.0,15.0,25.0,12.0,56,100.0
MIMAT0000080,3666.0,3076.0,1655.0,1208.0,4369.0,4486.0,1131.0,742.0,13973.0,4391.0,2885.0,2963.0,1373.0,4159.0,3525.0,3574.0,3096.0,3197.0,1601.0,6186.0,502.0,1418.0,2307.0,2847.0,825.0,3935.0,2675.0,1391.0,3925.0,2659.0,510.0,3980.0,1399.0,2995.0,6165.0,3817.0,3311.0,6103.0,2819.0,2757.0,2080.0,984.0,1925.0,1109.0,3250.0,1012.0,9007.0,1441.0,3875.0,2697.0,4740.0,505.0,783.0,3504.0,3389.0,1077.0,56,100.0
MIMAT0000081,26944.0,12868.0,28207.0,20958.0,10714.0,25235.0,9316.0,5787.0,14044.0,27754.0,35611.0,35058.0,9954.0,26707.0,12249.0,23010.0,11334.0,27335.0,13442.0,37374.0,13926.0,14056.0,9002.0,20754.0,14825.0,26115.0,18710.0,24146.0,18071.0,15139.0,4430.0,15257.0,10727.0,32378.0,6285.0,42818.0,8465.0,29762.0,15953.0,35358.0,45064.0,16149.0,11301.0,11926.0,21859.0,24330.0,70798.0,5870.0,33817.0,17941.0,18343.0,8761.0,26761.0,22667.0,19196.0,13514.0,56,100.0
MIMAT0000082,3221.0,2306.0,1110.0,1234.0,4007.0,3656.0,784.0,1429.0,3600.0,4313.0,4128.0,5665.0,1671.0,9498.0,3293.0,2089.0,3898.0,11108.0,1754.0,9681.0,1310.0,1146.0,1761.0,2143.0,1537.0,3482.0,3553.0,1790.0,4718.0,3217.0,921.0,2729.0,877.0,3209.0,4091.0,4370.0,3654.0,5579.0,2445.0,5428.0,2267.0,1835.0,1326.0,1635.0,2027.0,1481.0,7833.0,1762.0,3320.0,3155.0,3781.0,648.0,2038.0,4046.0,2158.0,795.0,56,100.0
MIMAT0000083,1441.0,664.0,3339.0,841.0,1104.0,1264.0,503.0,717.0,862.0,2312.0,1416.0,3386.0,689.0,2070.0,2341.0,1097.0,1998.0,2223.0,920.0,1201.0,488.0,313.0,1233.0,732.0,497.0,1312.0,1398.0,938.0,3117.0,1462.0,957.0,1311.0,1056.0,1006.0,3806.0,2486.0,2012.0,1154.0,854.0,2768.0,1827.0,357.0,773.0,842.0,970.0,1356.0,1964.0,471.0,1077.0,830.0,2581.0,274.0,704.0,1651.0,1016.0,580.0,56,100.0
MIMAT0000084,2152.0,2315.0,665.0,1064.0,3134.0,3887.0,861.0,545.0,8544.0,3999.0,2254.0,1711.0,1002.0,2264.0,1929.0,2204.0,2343.0,2312.0,1025.0,5971.0,460.0,1259.0,988.0,2772.0,927.0,3547.0,2827.0,1162.0,2625.0,1950.0,179.0,3089.0,368.0,3350.0,4410.0,2319.0,2624.0,4564.0,1130.0,3578.0,896.0,609.0,1782.0,625.0,1411.0,548.0,10124.0,1245.0,2748.0,1935.0,2524.0,449.0,586.0,4219.0,2160.0,562.0,56,100.0
MIMAT0000085,346.0,139.0,181.0,168.0,110.0,214.0,80.0,57.0,158.0,302.0,293.0,255.0,81.0,364.0,136.0,195.0,149.0,236.0,54.0,734.0,62.0,85.0,110.0,167.0,43.0,164.0,167.0,139.0,260.0,195.0,51.0,78.0,92.0,239.0,260.0,336.0,121.0,238.0,166.0,256.0,157.0,91.0,105.0,62.0,114.0,82.0,358.0,96.0,412.0,183.0,318.0,69.0,75.0,268.0,146.0,47.0,56,100.0
MIMAT0000086,7030.0,6467.0,2147.0,1787.0,5245.0,9021.0,3617.0,4803.0,7718.0,6277.0,8848.0,27747.0,3907.0,20566.0,8760.0,6477.0,7966.0,10199.0,1983.0,17579.0,2063.0,4509.0,4888.0,4048.0,3038.0,6982.0,9267.0,2916.0,14538.0,6908.0,2775.0,4283.0,6042.0,12053.0,7175.0,10129.0,4451.0,13414.0,2829.0,9269.0,2870.0,2722.0,2395.0,3328.0,4731.0,8179.0,13991.0,3333.0,9103.0,5150.0,9566.0,1025.0,3841.0,9457.0,3138.0,2476.0,56,100.0
MIMAT0000087,15976.0,10667.0,5493.0,9568.0,8125.0,13737.0,8635.0,12192.0,49807.0,18725.0,30115.0,150597.0,20699.0,26016.0,6816.0,12615.0,16287.0,67205.0,20893.0,116195.0,41245.0,4158.0,43078.0,12654.0,23079.0,257581.0,29430.0,69131.0,50693.0,140555.0,97319.0,130131.0,9801.0,73299.0,25559.0,23249.0,25706.0,21720.0,9611.0,12292.0,9408.0,22195.0,23474.0,22041.0,30902.0,20736.0,52480.0,43387.0,70587.0,12431.0,102856.0,22317.0,58357.0,82779.0,14609.0,20921.0,56,100.0
MIMAT0000088,3881.0,3923.0,774.0,2206.0,4149.0,5771.0,2933.0,1167.0,20461.0,13214.0,16295.0,42025.0,7307.0,8953.0,954.0,5150.0,6342.0,23459.0,2323.0,45297.0,6070.0,1706.0,3085.0,5145.0,2507.0,58879.0,9843.0,24112.0,27246.0,34805.0,5407.0,16112.0,1153.0,37741.0,11784.0,6215.0,5885.0,5579.0,2656.0,3482.0,925.0,5313.0,2988.0,7522.0,27264.0,2884.0,14645.0,11640.0,36178.0,6623.0,27767.0,11567.0,8622.0,19667.0,2404.0,48681.0,56,100.0
MIMAT0000089,2.0,8.0,,8.0,9.0,106.0,1.0,3.0,2.0,3.0,58.0,2.0,4.0,16.0,2.0,5.0,14.0,2.0,,10.0,,1.0,25.0,6.0,1.0,8.0,14.0,1.0,14.0,3.0,3.0,4.0,142.0,7.0,11.0,5.0,,3.0,13.0,120.0,1.0,3.0,4.0,2.0,15.0,8.0,18.0,3.0,1.0,4.0,44.0,4.0,1.0,12.0,61.0,5.0,52,92.85714285714286
MIMAT0000090,64.0,69.0,27.0,68.0,60.0,72.0,21.0,5.0,50.0,143.0,89.0,134.0,26.0,133.0,38.0,35.0,64.0,138.0,26.0,217.0,34.0,11.0,24.0,53.0,29.0,138.0,36.0,27.0,80.0,62.0,10.0,33.0,37.0,68.0,82.0,90.0,54.0,85.0,14.0,209.0,51.0,11.0,19.0,9.0,53.0,56.0,71.0,57.0,57.0,130.0,51.0,12.0,42.0,59.0,41.0,10.0,56,100.0
MIMAT0000091,66.0,76.0,29.0,53.0,135.0,133.0,14.0,6.0,159.0,69.0,89.0,22.0,25.0,79.0,22.0,42.0,41.0,154.0,38.0,89.0,23.0,10.0,24.0,41.0,21.0,123.0,42.0,6.0,28.0,79.0,8.0,16.0,13.0,58.0,42.0,114.0,51.0,77.0,7.0,135.0,132.0,8.0,144.0,17.0,90.0,39.0,17.0,45.0,30.0,108.0,28.0,16.0,12.0,81.0,55.0,35.0,56,100.0
MIMAT0000092,10401.0,13717.0,9448.0,18377.0,9287.0,22483.0,12796.0,2378.0,34903.0,23444.0,18972.0,30449.0,10075.0,16952.0,28903.0,16087.0,11391.0,7025.0,11301.0,30047.0,7596.0,4707.0,4739.0,23860.0,7750.0,19776.0,6679.0,13190.0,10222.0,5425.0,4209.0,36257.0,8560.0,16009.0,6429.0,32038.0,9843.0,10602.0,6262.0,10194.0,19505.0,11261.0,11385.0,16170.0,25422.0,11866.0,75050.0,4410.0,19691.0,13447.0,6930.0,4720.0,16255.0,9423.0,25142.0,3673.0,56,100.0
MIMAT0000093,11394.0,7839.0,21881.0,11148.0,1595.0,13726.0,6843.0,5328.0,8738.0,13443.0,14871.0,21353.0,7520.0,9006.0,8425.0,13627.0,6444.0,8149.0,6154.0,13488.0,2372.0,6008.0,12081.0,13131.0,3920.0,9968.0,6854.0,17649.0,7534.0,6566.0,3435.0,5694.0,9188.0,9179.0,3590.0,26260.0,4332.0,10344.0,7113.0,6283.0,23944.0,3955.0,2139.0,13192.0,3606.0,12730.0,89483.0,1650.0,15358.0,5214.0,15412.0,2520.0,7570.0,4309.0,4283.0,1865.0,56,100.0
MIMAT0000094,8.0,3.0,12.0,5.0,2.0,3.0,,2.0,10.0,4.0,1.0,12.0,3.0,9.0,4.0,2.0,3.0,18.0,2.0,14.0,11.0,2.0,3.0,6.0,8.0,18.0,4.0,1.0,10.0,1.0,3.0,14.0,4.0,5.0,2.0,6.0,6.0,33.0,2.0,15.0,13.0,5.0,8.0,2.0,2.0,7.0,4.0,8.0,25.0,,2.0,1.0,3.0,10.0,6.0,1.0,54,96.42857142857143
MIMAT0000095,64.0,52.0,442.0,129.0,29.0,163.0,27.0,14.0,103.0,40.0,64.0,121.0,53.0,63.0,197.0,49.0,61.0,177.0,37.0,151.0,74.0,16.0,47.0,36.0,41.0,185.0,28.0,108.0,98.0,36.0,14.0,53.0,138.0,191.0,79.0,365.0,20.0,65.0,61.0,174.0,98.0,7.0,50.0,21.0,22.0,148.0,149.0,12.0,214.0,75.0,260.0,29.0,63.0,37.0,42.0,29.0,56,100.0
MIMAT0000096,176.0,82.0,272.0,97.0,35.0,266.0,44.0,92.0,366.0,150.0,235.0,115.0,89.0,244.0,143.0,139.0,186.0,84.0,191.0,217.0,24.0,28.0,271.0,248.0,47.0,54.0,72.0,75.0,183.0,224.0,40.0,120.0,130.0,169.0,52.0,224.0,43.0,110.0,57.0,71.0,96.0,21.0,32.0,74.0,124.0,80.0,473.0,78.0,335.0,101.0,230.0,35.0,23.0,103.0,71.0,31.0,56,100.0
MIMAT0000097,1554.0,1148.0,801.0,569.0,333.0,2040.0,864.0,619.0,279.0,760.0,4193.0,976.0,1278.0,2182.0,118.0,992.0,1430.0,2950.0,193.0,3682.0,757.0,1528.0,383.0,1267.0,398.0,797.0,1066.0,551.0,4356.0,505.0,161.0,337.0,751.0,2769.0,843.0,2169.0,442.0,1697.0,1016.0,320.0,629.0,1535.0,406.0,957.0,785.0,392.0,6717.0,668.0,1277.0,674.0,1292.0,522.0,203.0,1436.0,966.0,301.0,56,100.0
MIMAT0000098,2349.0,4883.0,429.0,1508.0,2256.0,7674.0,3136.0,3086.0,1505.0,1402.0,13052.0,5526.0,4332.0,10827.0,2452.0,5392.0,5265.0,4645.0,860.0,18804.0,1541.0,3009.0,1125.0,7829.0,1201.0,1876.0,4266.0,2973.0,9812.0,2279.0,692.0,1716.0,171.0,13944.0,4554.0,7571.0,1149.0,6946.0,3268.0,1491.0,453.0,7704.0,3323.0,4530.0,3125.0,1316.0,27482.0,3037.0,4899.0,2786.0,6006.0,2409.0,1608.0,7637.0,3046.0,1594.0,56,100.0
MIMAT0000099,21800.0,10822.0,7708.0,7274.0,4657.0,21914.0,5572.0,6751.0,11511.0,12702.0,37698.0,22243.0,10757.0,63586.0,3497.0,11657.0,18387.0,25352.0,4696.0,41359.0,4781.0,7165.0,5910.0,18656.0,4908.0,14398.0,14732.0,9851.0,30954.0,12228.0,3418.0,7400.0,2242.0,27162.0,8531.0,24171.0,6538.0,24341.0,3371.0,14293.0,5955.0,3559.0,4094.0,9079.0,4359.0,4011.0,68351.0,10061.0,24712.0,25543.0,13378.0,3992.0,7857.0,18161.0,5523.0,1576.0,56,100.0
MIMAT0000100,1017.0,1000.0,425.0,392.0,1379.0,1335.0,319.0,862.0,888.0,987.0,831.0,4084.0,370.0,3038.0,1691.0,761.0,1015.0,1069.0,576.0,1694.0,472.0,577.0,1241.0,457.0,641.0,1520.0,979.0,598.0,1826.0,1472.0,817.0,955.0,2179.0,1137.0,1369.0,1757.0,934.0,3468.0,261.0,1401.0,473.0,391.0,342.0,747.0,552.0,3537.0,2317.0,809.0,676.0,771.0,1140.0,90.0,887.0,562.0,444.0,188.0,56,100.0
MIMAT0000101,23280.0,18724.0,64343.0,23532.0,7511.0,54983.0,12489.0,26954.0,20759.0,23053.0,31615.0,40134.0,30639.0,46312.0,38088.0,28833.0,37478.0,26037.0,56657.0,55780.0,9274.0,11904.0,46763.0,36470.0,14851.0,26337.0,19639.0,33365.0,37817.0,23128.0,22258.0,38201.0,24444.0,24182.0,23924.0,64381.0,27812.0,21358.0,23870.0,12897.0,24117.0,17391.0,18538.0,35568.0,21776.0,38629.0,113657.0,13442.0,32501.0,15146.0,87386.0,9920.0,24180.0,11570.0,23447.0,6054.0,56,100.0
MIMAT0000102,17.0,4.0,,64.0,47.0,1.0,2.0,33.0,8.0,1.0,,4.0,,1069.0,129.0,18.0,1.0,,,25.0,,3.0,7.0,1.0,25.0,226.0,1.0,10.0,795.0,623.0,,5.0,,31.0,2.0,749.0,134.0,4.0,7.0,2.0,4.0,,176.0,1.0,,34.0,51.0,15.0,95.0,,3.0,2.0,5.0,1.0,3.0,17.0,45,80.35714285714286
MIMAT0000103,42.0,29.0,109.0,80.0,55.0,59.0,17.0,29.0,121.0,108.0,81.0,71.0,4.0,44.0,74.0,27.0,42.0,41.0,56.0,80.0,21.0,29.0,38.0,45.0,19.0,135.0,26.0,26.0,42.0,29.0,13.0,82.0,93.0,30.0,41.0,27.0,64.0,57.0,71.0,79.0,134.0,69.0,10.0,12.0,31.0,52.0,86.0,19.0,24.0,201.0,48.0,21.0,23.0,37.0,33.0,5.0,56,100.0
MIMAT0000104,58.0,65.0,136.0,75.0,65.0,236.0,29.0,46.0,119.0,120.0,145.0,125.0,55.0,239.0,80.0,92.0,143.0,105.0,237.0,438.0,60.0,43.0,102.0,106.0,46.0,180.0,76.0,72.0,118.0,82.0,50.0,108.0,54.0,116.0,143.0,175.0,84.0,119.0,105.0,80.0,78.0,81.0,86.0,49.0,71.0,95.0,510.0,83.0,158.0,124.0,181.0,45.0,133.0,70.0,111.0,28.0,56,100.0
MIMAT0000222,552.0,1101.0,2531.0,2766.0,2040.0,1251.0,1354.0,663.0,1413.0,431.0,2364.0,2701.0,739.0,1577.0,452.0,904.0,734.0,2723.0,1329.0,3501.0,1453.0,1140.0,2782.0,1065.0,935.0,5871.0,1199.0,1218.0,3265.0,981.0,847.0,2211.0,949.0,994.0,736.0,3073.0,1375.0,3538.0,333.0,2223.0,2988.0,6219.0,3109.0,604.0,3229.0,1018.0,3600.0,592.0,1227.0,1498.0,2626.0,1298.0,3517.0,762.0,2601.0,1183.0,56,100.0
MIMAT0000226,1835.0,1293.0,3803.0,2960.0,1290.0,1461.0,2472.0,801.0,1373.0,3260.0,1801.0,5951.0,2579.0,1161.0,18168.0,1595.0,2504.0,2309.0,2455.0,16884.0,418.0,91.0,914.0,71.0,453.0,2356.0,464.0,2866.0,1530.0,470.0,568.0,1758.0,1219.0,737.0,718.0,1113.0,3445.0,714.0,2116.0,4144.0,2622.0,140.0,230.0,260.0,8654.0,2091.0,5703.0,317.0,5758.0,467.0,4103.0,416.0,2560.0,821.0,1571.0,1249.0,56,100.0
MIMAT0000227,541.0,861.0,1703.0,667.0,555.0,814.0,383.0,298.0,924.0,1425.0,1175.0,1070.0,249.0,688.0,766.0,622.0,770.0,712.0,638.0,1045.0,245.0,351.0,721.0,883.0,367.0,942.0,242.0,359.0,1391.0,648.0,294.0,410.0,686.0,867.0,1176.0,912.0,600.0,931.0,384.0,757.0,1629.0,429.0,504.0,472.0,387.0,668.0,1629.0,238.0,1130.0,342.0,700.0,125.0,382.0,345.0,624.0,225.0,56,100.0
