mirna,mrna,interaction_id,correlation,pvalue,qvalue
hsa-miR-223-3p,RSBN1L,,-0.5109364319890636,2.864726562931565e-05,0.0010264397551725
hsa-miR-223-3p,PHF20L1,,-0.4417634996582365,0.000326650303734,0.0062519136933643
hsa-miR-223-3p,ZC3H6,,-0.4273410799726589,0.0005101038451074,0.0084884661274158
hsa-miR-223-3p,SCN2A,,-0.6149008885850992,2.3032136689664567e-07,2.805355134250889e-05
hsa-miR-223-3p,CLSTN1,,-0.5193438140806561,2.0535873565823257e-05,0.0008006073663175
hsa-miR-223-3p,SETBP1,,-0.4708817498291183,0.000124833352068,0.0031052956321986
hsa-miR-223-3p,RAB10,,-0.4071086807928913,0.0009231602687399,0.0128788834645047
hsa-miR-223-3p,TENT5C,,-0.5055365686944634,3.531464668074813e-05,0.0012035336831123
hsa-miR-223-3p,ARMC1,,-0.3762132604237868,0.0021341279344147,0.0236436794757593
hsa-miR-223-3p,AKAP1,,-0.6463431305536568,3.713456096556047e-08,7.314797800914637e-06
hsa-miR-223-3p,ACVR2A,,-0.5807928913192071,1.3482031439844055e-06,0.0001063298376143
hsa-miR-223-3p,EYA3,,-0.42946001367054,0.0004783531009585,0.0080975817489153
hsa-miR-223-3p,PKNOX1,,-0.4288448393711551,0.0004873826400106,0.0082200147097899
hsa-miR-223-3p,RUBCNL,,-0.4036226930963773,0.0010187839002366,0.0138286562442601
hsa-miR-223-3p,ZNF395,,-0.5173615857826385,2.2230151383816306e-05,0.0008553206563741
hsa-miR-223-3p,ERO1B,,-0.4349282296650718,0.0004044690313052,0.00719912907471
hsa-miR-223-3p,TBC1D17,,-0.4671907040328093,0.000141698629276,0.0034134528195822
hsa-miR-223-3p,NAA50,,-0.4072453861927546,0.0009195793041946,0.0128637989719304
hsa-miR-223-3p,CDYL,,-0.4559808612440191,0.0002064186380758,0.0044353073647946
hsa-miR-223-3p,SYNCRIP,,-0.349624060150376,0.0041298804196644,0.0377242172170329
hsa-miR-223-3p,GPM6B,,-0.5770334928229665,1.6183972660588329e-06,0.0001222528386172
hsa-miR-223-3p,TSPAN5,,-0.5121667805878332,2.730004053533022e-05,0.0009963788730487
hsa-miR-223-3p,CBX5,,-0.4505809979494189,0.0002463073279665,0.0050625194134079
hsa-miR-223-3p,GTPBP8,,-0.4099111414900889,0.0008521848778894,0.0121987479964636
hsa-miR-223-3p,ITPR3,,-0.5131237183868763,2.6292785626332444e-05,0.0009690668679055
hsa-miR-223-3p,ZNF207,,-0.4691729323308271,0.0001323997540474,0.0032348756524506
hsa-miR-223-3p,WASL,MIRT520210,-0.4043745727956255,0.0009974429957426,0.0135927609042465
hsa-miR-223-3p,SEPTIN6,,-0.3680792891319207,0.0026268913406958,0.0272203598301299
hsa-miR-223-3p,FPGT-TNNI3K,,-0.4114832535885168,0.0008145417598396,0.0117745329040864
hsa-miR-223-3p,MBOAT2,,-0.5429254955570746,7.69088195802978e-06,0.0003889753308723
hsa-miR-223-3p,MSI2,,-0.5572112098427888,4.088367576315172e-06,0.0002442873798974
hsa-miR-223-3p,PTBP2,MIRT053243,-0.4911141490088859,6.071844202438064e-05,0.0017778929869855
hsa-miR-223-3p,VAMP2,,-0.3536568694463431,0.0037493283254567,0.0351288342810029
hsa-miR-223-3p,TNRC6B,,-0.4079972658920027,0.0009001047691434,0.0126862078880061
hsa-miR-223-3p,FNBP1L,,-0.5514695830485306,5.288872018027015e-06,0.0002950373605828
hsa-miR-223-3p,KIAA1755,,-0.4195488721804511,0.0006438141889773,0.009998184211999
hsa-miR-224-5p,RIOK3,,-0.4589883800410116,0.0001868368035275,0.0041243347798526
hsa-miR-224-5p,PSPC1,,-0.7089542036910458,4.846059629077077e-10,2.625097748282555e-07
hsa-miR-224-5p,C9orf85,,-0.610663021189337,2.9014079139293894e-07,3.4128017831016864e-05
hsa-miR-224-5p,POU2F1,,-0.491866028708134,5.9062024172159e-05,0.0017455308493493
hsa-miR-224-5p,OTUD4,,-0.3622009569377991,0.0030426434586858,0.0302201661159561
hsa-miR-224-5p,TMEM170A,,-0.4997265892002734,4.4059353342442334e-05,0.0014017616056839
hsa-miR-224-5p,GABRP,,-0.7097060833902941,4.56861739622089e-10,2.507805461133571e-07
hsa-miR-224-5p,ENAH,,-0.5028708133971292,3.910708895086955e-05,0.0012900638982518
hsa-miR-224-5p,NAP1L1,,-0.6752563226247437,5.704349018642633e-09,1.7690150410018215e-06
hsa-miR-224-5p,SLC35C2,,-0.7835953520164047,4.68877529749865e-13,1.9303219022272187e-09
hsa-miR-224-5p,UBN2,,-0.3829118250170881,0.0017914640261861,0.0207520490979344
hsa-miR-224-5p,ORC4,,-0.5867395762132604,1.0051490223611413e-06,8.376716619754215e-05
hsa-miR-224-5p,RNF144B,,-0.5859193438140807,1.0470578216497908e-06,8.673304519014133e-05
hsa-miR-224-5p,EIF5,,-0.4019138755980861,0.001068806863555,0.0142723677475498
hsa-miR-224-5p,TCERG1,,-0.5560492139439509,4.3087012384745015e-06,0.0002537695583501
hsa-miR-224-5p,AFF3,,-0.4647983595352016,0.0001537112593035,0.003614014182905
hsa-miR-224-5p,RALGPS1,,-0.5825017088174983,1.2398474217474828e-06,0.0001000848598155
hsa-miR-224-5p,ZNF507,,-0.4398496240601504,0.0003469466937844,0.0065102317394761
hsa-miR-224-5p,PANX1,,-0.4287764866712235,0.0004883953294752,0.0082337212609202
hsa-miR-224-5p,ZZZ3,,-0.580246069719754,1.3846999925641077e-06,0.0001087914389196
hsa-miR-224-5p,RAB10,,-0.5790157211209842,1.4702112653690696e-06,0.0001139870575969
hsa-miR-224-5p,TRIM44,,-0.3938482570061518,0.0013356832647277,0.0168212738836276
hsa-miR-224-5p,INO80D,,-0.4401230348598769,0.0003439791645404,0.0064811341990696
hsa-miR-224-5p,INTS8,,-0.4635680109364319,0.0001602433667758,0.0037377105760875
hsa-miR-224-5p,PDE1C,,-0.5827067669172933,1.2274050206745316e-06,9.947054585856258e-05
hsa-miR-224-5p,RSPO1,,-0.6073137388926864,3.473983255898005e-07,3.8870026155759584e-05
hsa-miR-224-5p,TRA2B,,-0.6043745727956255,4.0619266545426e-07,4.309934495898564e-05
hsa-miR-224-5p,CDK9,,-0.4820915926179084,8.420067811591965e-05,0.0022790649029285
hsa-miR-224-5p,SESN3,,-0.3425153793574846,0.0048828421298515,0.0425172858806803
hsa-miR-224-5p,YOD1,,-0.3745727956254272,0.0022263764488458,0.0243770457506736
hsa-miR-224-5p,TPD52,MIRT437894,-0.6718386876281613,7.1955829858611265e-09,2.115963971035119e-06
hsa-miR-224-5p,KIF6,,-0.4414900888585099,0.0003294825165087,0.0062682373947079
hsa-miR-224-5p,GPR173,,-0.6431305536568694,4.5176036276614814e-08,8.531432281981446e-06
hsa-miR-224-5p,SENP2,,-0.5349282296650718,1.081962519781446e-05,0.000499364517678
hsa-miR-224-5p,TMEM168,,-0.5402597402597402,8.62597635159865e-06,0.0004227652624035
hsa-miR-224-5p,CCDC71,,-0.697881066302119,1.1308205314547143e-09,5.351120742466567e-07
hsa-miR-224-5p,RPAP2,,-0.4959671907040327,5.0733280038333766e-05,0.0015692249480827
hsa-miR-224-5p,DUSP16,,-0.5465481886534518,6.570094943158385e-06,0.0003472198186327
hsa-miR-224-5p,GPN1,,-0.7244702665755297,1.3809186999964286e-10,1.0849910985513235e-07
hsa-miR-224-5p,PCYT1B,,-0.6924812030075188,1.6862287359090226e-09,6.873302062241442e-07
hsa-miR-224-5p,GNAI3,,-0.499043062200957,4.520937600080539e-05,0.0014284150426532
hsa-miR-224-5p,GLRA3,,-0.5014354066985647,4.130076509485771e-05,0.0013419977886268
hsa-miR-224-5p,CBX5,,-0.616883116883117,2.065017998273073e-07,2.560684517195908e-05
hsa-miR-224-5p,LIMD1,,-0.3684894053315106,0.0025998422584926,0.0270421692622244
hsa-miR-224-5p,OCLN,,-0.6521531100478469,2.5897561343788585e-08,5.611456331381223e-06
hsa-miR-224-5p,SDC4,,-0.6289131920710869,1.0472148887035829e-07,1.5234201326161764e-05
hsa-miR-224-5p,SMARCD1,,-0.6624060150375941,1.3449654116144547e-08,3.5044861411870563e-06
hsa-miR-224-5p,SORD,,-0.5859876965140123,1.0435041227348445e-06,8.661294602594922e-05
hsa-miR-224-5p,UBE2G1,,-0.5354066985645932,1.0603495178216095e-05,0.00049326021807
hsa-miR-224-5p,ZNF207,MIRT286675,-0.5932330827067669,7.245262230231238e-07,6.628448905697552e-05
hsa-miR-224-5p,CDS2,,-0.3702665755297334,0.0024854350579669,0.0262433639141938
hsa-miR-224-5p,U2SURP,,-0.490704032809296,6.163977281885845e-05,0.0017984747038834
hsa-miR-224-5p,TMEM108,,-0.719753930280246,2.0404637709775169e-10,1.3559793028865962e-07
hsa-miR-224-5p,RBM18,,-0.6176349965823651,1.9808653535044686e-07,2.4712195678310743e-05
hsa-miR-224-5p,SPPL3,,-0.7220095693779904,1.6945913583959662e-10,1.2234121667963654e-07
hsa-miR-224-5p,TMEM201,,-0.7169514695830485,2.563702441585593e-10,1.6237702433482657e-07
hsa-miR-224-5p,C1orf52,,-0.4589883800410116,0.0001868368035275,0.0041243347798526
hsa-miR-224-5p,CHEK1,,-0.7009569377990431,8.971020321302489e-10,4.294510879159327e-07
