id,label,type,module_id,connected_component_id,is_in_largest_component,betweenness_centrality,closeness_centrality,degree_centrality,redundancy_coefficient
FAXC,FAXC,Messenger RNA,0.0,0,1,0.00114402360601,0.4247303660944858,0.0131578947368421,0.0
ATP2B4,ATP2B4,Messenger RNA,0.0,0,1,0.0012352410291993,0.2593210907067334,0.0197368421052631,1.0
PGM2L1,PGM2L1,Messenger RNA,0.0,0,1,0.0057360167484592,0.4939929328621908,0.0394736842105263,1.0
GAN,GAN,Messenger RNA,0.0,0,1,0.0034370571063171,0.4856696195935383,0.0394736842105263,0.7333333333333333
MTERF4,MTERF4,Messenger RNA,0.0,0,1,0.0,0.4226757369614512,0.006578947368421,
OTUD4,OTUD4,Messenger RNA,0.0,0,1,0.0031774073094749,0.4790131917080692,0.0394736842105263,0.8
STK24,STK24,Messenger RNA,0.0,0,1,0.0002097914547406,0.4180622009569378,0.0131578947368421,1.0
EMSY,EMSY,Messenger RNA,0.0,0,1,0.0006436868891714,0.4496622708266323,0.0263157894736842,1.0
SPRYD4,SPRYD4,Messenger RNA,0.0,0,1,0.0,0.4082347787998248,0.006578947368421,
LYRM2,LYRM2,Messenger RNA,0.0,0,1,0.0,0.3682824025289778,0.006578947368421,
AIDA,AIDA,Messenger RNA,0.0,0,1,0.0001020097320376,0.2557161148710444,0.0131578947368421,1.0
NUP43,NUP43,Messenger RNA,0.0,0,1,0.0,0.4082347787998248,0.006578947368421,
FAM168B,FAM168B,Messenger RNA,0.0,0,1,0.001190131338979,0.4441620333598093,0.0197368421052631,1.0
CIAO2A,CIAO2A,Messenger RNA,0.0,0,1,0.0,0.4137931034482758,0.006578947368421,
RAB21,RAB21,Messenger RNA,0.0,0,1,7.025074583163935e-05,0.4467881112176414,0.0197368421052631,1.0
SLC4A7,SLC4A7,Messenger RNA,0.0,0,1,0.0002590251352529,0.4626075446724024,0.0131578947368421,1.0
CYB561,CYB561,Messenger RNA,0.0,0,1,0.0011859171291397,0.4525736484299126,0.0197368421052631,0.6666666666666666
SLC39A6,SLC39A6,Messenger RNA,0.0,0,1,0.0002539424267897,0.4380385398715337,0.0197368421052631,0.6666666666666666
SYAP1,SYAP1,Messenger RNA,0.0,0,1,0.0013113401347754,0.4471453702222933,0.0263157894736842,1.0
RAB11FIP1,RAB11FIP1,Messenger RNA,0.0,0,1,0.0004038555684105,0.4485801379752928,0.0131578947368421,1.0
RRAGD,RRAGD,Messenger RNA,0.0,0,1,0.0001340320558731,0.2577908906509312,0.0197368421052631,1.0
MYO5B,MYO5B,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
BTBD7,BTBD7,Messenger RNA,0.0,0,1,0.0001667166791666,0.4479333546940083,0.0263157894736842,1.0
PDK3,PDK3,Messenger RNA,0.0,0,1,0.0011833731916664,0.4380385398715337,0.0131578947368421,0.0
INO80,INO80,Messenger RNA,0.0,0,1,0.0003564713197109,0.4450811843361986,0.0197368421052631,1.0
ENAH,ENAH,Messenger RNA,0.0,0,1,0.0048533801569708,0.469758064516129,0.0460526315789473,0.9047619047619048
DCX,DCX,Messenger RNA,0.0,0,1,0.0001672804928961,0.4144064028457092,0.0131578947368421,1.0
PCM1,PCM1,Messenger RNA,0.0,0,1,4.489057203105293e-05,0.4434575733544805,0.0131578947368421,1.0
TET2,TET2,Messenger RNA,0.0,0,1,0.0001733733134345,0.4161333531775562,0.0131578947368421,1.0
FBXL3,FBXL3,Messenger RNA,0.0,0,1,2.675065835310257e-05,0.4426151654266265,0.0131578947368421,1.0
PPM1H,PPM1H,Messenger RNA,0.0,0,1,0.0,0.4082347787998248,0.006578947368421,
MASTL,MASTL,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
AKAP12,AKAP12,Messenger RNA,0.0,0,1,0.0001150387021841,0.2579811773389924,0.0131578947368421,1.0
HNMT,HNMT,Messenger RNA,0.0,0,1,2.684934628791172e-06,0.257767124550567,0.0131578947368421,1.0
LHX4,LHX4,Messenger RNA,0.0,0,1,2.231246209077866e-05,0.4412182420703803,0.0131578947368421,1.0
USP15,USP15,Messenger RNA,0.0,0,1,0.0,0.4262844945875895,0.006578947368421,
EIF2S1,EIF2S1,Messenger RNA,0.0,0,1,5.6863509106632646e-05,0.4438095238095238,0.0197368421052631,1.0
MFN1,MFN1,Messenger RNA,0.0,0,1,0.0006392125038161,0.4672459893048128,0.0197368421052631,1.0
ZNF428,ZNF428,Messenger RNA,0.0,0,1,0.0,0.3858680651393872,0.006578947368421,
FANCD2,FANCD2,Messenger RNA,0.0,0,1,0.0,0.3664002096710785,0.006578947368421,
SYNCRIP,SYNCRIP,Messenger RNA,0.0,0,1,0.0089278035274743,0.4979519145146928,0.0460526315789473,0.8571428571428571
YES1,YES1,Messenger RNA,0.0,0,1,0.0001110899915842,0.4476464937560038,0.0263157894736842,1.0
ANK3,ANK3,Messenger RNA,0.0,0,1,0.0001106464183761,0.4084733382030679,0.0131578947368421,0.0
PHIP,PHIP,Messenger RNA,0.0,0,1,0.0011010066288581,0.472936400541272,0.0263157894736842,0.8333333333333334
GRIN1,GRIN1,Messenger RNA,0.0,0,1,0.0,0.3631168831168831,0.006578947368421,
FAHD2A,FAHD2A,Messenger RNA,0.0,0,1,0.0,0.4109347442680776,0.006578947368421,
DCUN1D3,DCUN1D3,Messenger RNA,0.0,0,1,0.0520847316212878,0.3387858960378044,0.0460526315789473,0.6190476190476191
KIAA0319L,KIAA0319L,Messenger RNA,0.0,0,1,0.0001358687611454,0.4413575374901342,0.0131578947368421,1.0
MRAS,MRAS,Messenger RNA,0.0,0,1,0.0002877221997926,0.2592729970326409,0.0197368421052631,0.6666666666666666
WBP11,WBP11,Messenger RNA,0.0,0,1,0.0,0.430021531836358,0.006578947368421,
USP47,USP47,Messenger RNA,0.0,0,1,0.0,0.4137931034482758,0.006578947368421,
SHROOM4,SHROOM4,Messenger RNA,0.0,0,1,0.0001370441139718,0.2594414029878444,0.0197368421052631,1.0
STAT3,STAT3,Messenger RNA,0.0,0,1,0.0033617230152477,0.4850798056904927,0.0263157894736842,1.0
MEF2D,MEF2D,Messenger RNA,0.0,0,1,0.0003768419557272,0.424086151979372,0.0197368421052631,1.0
ANKRD46,ANKRD46,Messenger RNA,0.0,0,1,0.0,0.222717858849769,0.006578947368421,
RASGRF1,RASGRF1,Messenger RNA,0.0,0,1,9.9973850512629e-05,0.4214651793789569,0.0131578947368421,1.0
CALM1,CALM1,Messenger RNA,0.0,0,1,0.0012462512953718,0.2593210907067334,0.0263157894736842,0.3333333333333333
FBXW7,FBXW7,Messenger RNA,0.0,0,1,0.0003150212534959,0.4450103453764125,0.0131578947368421,1.0
BEST1,BEST1,Messenger RNA,0.0,0,1,0.0,0.2076340412891727,0.006578947368421,
ZBTB21,ZBTB21,Messenger RNA,0.0,0,1,8.650361055146606e-05,0.4426852438252058,0.0197368421052631,1.0
DOK7,DOK7,Messenger RNA,0.0,0,1,0.0,0.4137931034482758,0.006578947368421,
CDC42SE2,CDC42SE2,Messenger RNA,0.0,0,1,4.489057203105293e-05,0.4434575733544805,0.0131578947368421,1.0
HMGXB4,HMGXB4,Messenger RNA,0.0,0,1,4.489057203105293e-05,0.4434575733544805,0.0131578947368421,1.0
AP5M1,AP5M1,Messenger RNA,0.0,0,1,0.000710449742646,0.4214651793789569,0.0197368421052631,0.6666666666666666
SPRED3,SPRED3,Messenger RNA,0.0,0,1,0.0,0.3664002096710785,0.006578947368421,
IPPK,IPPK,Messenger RNA,0.0,0,1,0.0004030046551302,0.4379013312451057,0.0131578947368421,1.0
INO80D,INO80D,Messenger RNA,0.0,0,1,0.0020569001837653,0.4585861899294735,0.0328947368421052,1.0
ABI1,ABI1,Messenger RNA,0.0,0,1,2.231246209077866e-05,0.4412182420703803,0.0131578947368421,1.0
XPO7,XPO7,Messenger RNA,0.0,0,1,0.000496885268358,0.4354461921819031,0.0131578947368421,1.0
TBP,TBP,Messenger RNA,0.0,0,1,4.489057203105293e-05,0.4434575733544805,0.0131578947368421,1.0
LRRC73,LRRC73,Messenger RNA,0.0,0,1,0.0,0.4137931034482758,0.006578947368421,
GAPVD1,GAPVD1,Messenger RNA,0.0,0,1,0.0,0.3901758303097962,0.006578947368421,
CYP4F11,CYP4F11,Messenger RNA,0.0,0,1,0.0,0.3845413285655343,0.006578947368421,
AAK1,AAK1,Messenger RNA,0.0,0,1,0.0125372234011251,0.5010752688172043,0.0526315789473684,0.8214285714285714
FNBP4,FNBP4,Messenger RNA,0.0,0,1,0.0,0.4137931034482758,0.006578947368421,
KIAA1671,KIAA1671,Messenger RNA,0.0,0,1,2.675065835310257e-05,0.4426151654266265,0.0131578947368421,1.0
CHMP7,CHMP7,Messenger RNA,0.0,0,1,0.0,0.419630796938316,0.006578947368421,
TGFBR2,TGFBR2,Messenger RNA,0.0,0,1,0.0005293972341396,0.2589608224506807,0.0263157894736842,0.8333333333333334
BCL7C,BCL7C,Messenger RNA,0.0,0,1,0.0,0.3664002096710785,0.006578947368421,
GMCL1,GMCL1,Messenger RNA,0.0,0,1,0.0,0.4226757369614512,0.006578947368421,
ATF2,ATF2,Messenger RNA,0.0,0,1,0.0,0.2732069572014852,0.006578947368421,
ETNK2,ETNK2,Messenger RNA,0.0,0,1,0.0051504595407626,0.4460041473919285,0.0263157894736842,0.8333333333333334
ANGPTL2,ANGPTL2,Messenger RNA,0.0,0,1,0.0001445105227272,0.2589848091885883,0.0197368421052631,1.0
PCDH19,PCDH19,Messenger RNA,0.0,0,1,0.0,0.328169014084507,0.006578947368421,
CXXC5,CXXC5,Messenger RNA,0.0,0,1,0.0,0.4082347787998248,0.006578947368421,
LUC7L2,LUC7L2,Messenger RNA,0.0,0,1,0.0007846041971051,0.4086524408067816,0.0263157894736842,0.5
ESR2,ESR2,Messenger RNA,0.0,0,1,0.0,0.2572927210821754,0.006578947368421,
TENT5C,TENT5C,Messenger RNA,0.0,0,1,0.000526742016476,0.4466453674121405,0.0263157894736842,1.0
TADA2B,TADA2B,Messenger RNA,0.0,0,1,0.0003009627171864,0.4288343558282209,0.0131578947368421,1.0
MID1IP1,MID1IP1,Messenger RNA,0.0,0,1,0.0,0.207526163437987,0.006578947368421,
ANK1,ANK1,Messenger RNA,0.0,0,1,4.728526400609113e-06,0.2574822727691316,0.0131578947368421,1.0
TRAPPC8,TRAPPC8,Messenger RNA,0.0,0,1,0.0,0.4055700609225413,0.006578947368421,
GRAMD1B,GRAMD1B,Messenger RNA,0.0,0,1,0.0012500665210751,0.422547982469397,0.0131578947368421,0.0
TBL1X,TBL1X,Messenger RNA,0.0,0,1,0.0,0.3901758303097962,0.006578947368421,
PRKCE,PRKCE,Messenger RNA,0.0,0,1,0.0,0.4082347787998248,0.006578947368421,
UNC5C,UNC5C,Messenger RNA,0.0,0,1,0.0,0.3901758303097962,0.006578947368421,
CCSER1,CCSER1,Messenger RNA,0.0,0,1,0.0,0.3682824025289778,0.006578947368421,
GFRA1,GFRA1,Messenger RNA,0.0,0,1,0.002116630535942,0.4014357501794687,0.0197368421052631,0.6666666666666666
TSN,TSN,Messenger RNA,0.0,0,1,0.0,0.415083135391924,0.006578947368421,
DLG3,DLG3,Messenger RNA,0.0,0,1,0.0006908743325154,0.3800978792822186,0.0197368421052631,0.3333333333333333
BAK1,BAK1,Messenger RNA,0.0,0,1,0.0,0.406041243101946,0.006578947368421,
FITM2,FITM2,Messenger RNA,0.0,0,1,0.0,0.2225937425364222,0.006578947368421,
DICER1,DICER1,Messenger RNA,0.0,0,1,0.000442102848446,0.4487961476725521,0.0197368421052631,1.0
CDC25A,CDC25A,Messenger RNA,0.0,0,1,0.0,0.3530748831923223,0.006578947368421,
CDK5R1,CDK5R1,Messenger RNA,0.0,0,1,0.0002451593185887,0.4148983528713459,0.0131578947368421,1.0
LRRC32,LRRC32,Messenger RNA,0.0,0,1,0.0,0.2566786009363812,0.006578947368421,
NBEA,NBEA,Messenger RNA,0.0,0,1,8.650361055146606e-05,0.4426852438252058,0.0197368421052631,1.0
CCNJ,CCNJ,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
STAM2,STAM2,Messenger RNA,0.0,0,1,0.0,0.4055700609225413,0.006578947368421,
ZNF395,ZNF395,Messenger RNA,0.0,0,1,0.0,0.3860278889962723,0.006578947368421,
PRKAA2,PRKAA2,Messenger RNA,0.0,0,1,0.0,0.4082347787998248,0.006578947368421,
SEMA3A,SEMA3A,Messenger RNA,0.0,0,1,0.0,0.2572927210821754,0.006578947368421,
TCF4,TCF4,Messenger RNA,0.0,0,1,0.0006940325407566,0.2575059863694971,0.0131578947368421,0.0
RAB11A,RAB11A,Messenger RNA,0.0,0,1,0.0009624489419696,0.4210209305827435,0.0263157894736842,0.6666666666666666
ZNF470,ZNF470,Messenger RNA,0.0,0,1,0.0,0.4161952962191128,0.006578947368421,
NRP2,NRP2,Messenger RNA,0.0,0,1,0.0,0.2572927210821754,0.006578947368421,
CLDN1,CLDN1,Messenger RNA,0.0,0,1,0.0,0.3856551724137931,0.006578947368421,
SETD6,SETD6,Messenger RNA,0.0,0,1,0.0,0.430021531836358,0.006578947368421,
TNFRSF19,TNFRSF19,Messenger RNA,0.0,0,1,0.0,0.3664002096710785,0.006578947368421,
ODF2L,ODF2L,Messenger RNA,0.0,0,1,0.0,0.3783491204330176,0.006578947368421,
SNN,SNN,Messenger RNA,0.0,0,1,0.0,0.2584820190440972,0.006578947368421,
PADI1,PADI1,Messenger RNA,0.0,0,1,0.0003411298017738,0.4040462427745664,0.0131578947368421,1.0
KIF5C,KIF5C,Messenger RNA,0.0,0,1,0.002856173824103,0.4688128772635815,0.0394736842105263,0.8
ETS1,ETS1,Messenger RNA,0.0,0,1,0.0002031307665882,0.2810615199034982,0.0131578947368421,1.0
TAGLN2,TAGLN2,Messenger RNA,0.0,0,1,0.0,0.4003436426116838,0.006578947368421,
DNTTIP2,DNTTIP2,Messenger RNA,0.0,0,1,0.0,0.3664002096710785,0.006578947368421,
MYO18A,MYO18A,Messenger RNA,0.0,0,1,0.0004395388993265,0.4318146718146718,0.0131578947368421,1.0
CCNYL1,CCNYL1,Messenger RNA,0.0,0,1,0.0,0.2572927210821754,0.006578947368421,
GLYCTK,GLYCTK,Messenger RNA,0.0,0,1,0.0,0.2229665071770334,0.006578947368421,
KCNJ15,KCNJ15,Messenger RNA,0.0,0,1,0.0865125995745223,0.3720558882235529,0.0197368421052631,0.3333333333333333
SKIL,SKIL,Messenger RNA,0.0,0,1,0.0273774707697811,0.4707070707070707,0.0197368421052631,0.6666666666666666
RORA,RORA,Messenger RNA,0.0,0,1,0.0073910726148478,0.4943422913719943,0.0657894736842105,0.8666666666666667
C2orf69,C2orf69,Messenger RNA,0.0,0,1,4.46042149219153e-05,0.4363295880149813,0.0197368421052631,1.0
ZBTB20,ZBTB20,Messenger RNA,0.0,0,1,0.004574961871315,0.473336719146775,0.0526315789473684,0.8928571428571429
PDLIM5,PDLIM5,Messenger RNA,0.0,0,1,0.0009379516231183,0.4787671232876712,0.0263157894736842,1.0
PDCD6IP,PDCD6IP,Messenger RNA,0.0,0,1,0.0,0.430021531836358,0.006578947368421,
PLCL2,PLCL2,Messenger RNA,0.0,0,1,0.0,0.2236263296808766,0.006578947368421,
MACC1,MACC1,Messenger RNA,0.0,0,1,0.0002811008703099,0.4506043513295729,0.0197368421052631,1.0
HIVEP3,HIVEP3,Messenger RNA,0.0,0,1,0.0003081759926067,0.4428254672157111,0.0197368421052631,1.0
ST6GALNAC3,ST6GALNAC3,Messenger RNA,0.0,0,1,9.308612659896778e-05,0.2572217111315547,0.0131578947368421,1.0
ERO1B,ERO1B,Messenger RNA,0.0,0,1,0.000526742016476,0.4466453674121405,0.0263157894736842,1.0
CNOT7,CNOT7,Messenger RNA,0.0,0,1,0.0004226852647506,0.4361934477379095,0.0197368421052631,1.0
NETO2,NETO2,Messenger RNA,0.0,0,1,0.0,0.3664002096710785,0.006578947368421,
TUB,TUB,Messenger RNA,0.0,0,1,0.0003299220207128,0.4246013667425968,0.0131578947368421,1.0
DERL2,DERL2,Messenger RNA,0.0,0,1,0.0007733391071494,0.4432466708941027,0.0263157894736842,1.0
ARHGEF28,ARHGEF28,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
SF1,SF1,Messenger RNA,0.0,0,1,0.0002377822372488,0.4395535293192894,0.0131578947368421,1.0
SHE,SHE,Messenger RNA,0.0,0,1,4.728526400609113e-06,0.2574822727691316,0.0131578947368421,1.0
ITPR3,ITPR3,Messenger RNA,0.0,0,1,0.0,0.3860278889962723,0.006578947368421,
GGA1,GGA1,Messenger RNA,0.0,0,1,0.0,0.419630796938316,0.006578947368421,
A1CF,A1CF,Messenger RNA,0.0,0,1,0.000496885268358,0.4354461921819031,0.0131578947368421,1.0
COPZ1,COPZ1,Messenger RNA,0.0,0,1,0.0009927709416113,0.4316146958937943,0.0131578947368421,1.0
TRIM5,TRIM5,Messenger RNA,0.0,0,1,0.0,0.415083135391924,0.006578947368421,
NAIF1,NAIF1,Messenger RNA,0.0,0,1,0.0,0.419630796938316,0.006578947368421,
SAR1B,SAR1B,Messenger RNA,0.0,0,1,0.0001110899915842,0.4476464937560038,0.0263157894736842,1.0
PXDN,PXDN,Messenger RNA,0.0,0,1,0.0,0.2572453767595915,0.006578947368421,
EPHA7,EPHA7,Messenger RNA,0.0,0,1,0.0005127686130299,0.4446564885496183,0.0197368421052631,1.0
TSPAN5,TSPAN5,Messenger RNA,0.0,0,1,0.0006215297948883,0.4497345986810359,0.0197368421052631,1.0
RUFY2,RUFY2,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
RACGAP1,RACGAP1,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
ATG14,ATG14,Messenger RNA,0.0,0,1,0.000586112105149,0.4482924482924483,0.0263157894736842,1.0
DIPK2B,DIPK2B,Messenger RNA,0.0,0,1,0.0,0.2584820190440972,0.006578947368421,
TRIM66,TRIM66,Messenger RNA,0.0,0,1,2.675065835310257e-05,0.4426151654266265,0.0131578947368421,1.0
ERO1A,ERO1A,Messenger RNA,0.0,0,1,0.0,0.427850038255547,0.006578947368421,
TCF7,TCF7,Messenger RNA,0.0,0,1,0.0002296131287704,0.4205776173285198,0.0131578947368421,1.0
DCAF10,DCAF10,Messenger RNA,0.0,0,1,0.0011419357134183,0.4529402235541876,0.0263157894736842,1.0
TMEM87B,TMEM87B,Messenger RNA,0.0,0,1,0.0,0.4262844945875895,0.006578947368421,
VAPA,VAPA,Messenger RNA,0.0,0,1,0.0007045141492194,0.3557704542562667,0.0131578947368421,0.0
TRIM44,TRIM44,Messenger RNA,0.0,0,1,0.0020185351568006,0.4567881065185427,0.0328947368421052,1.0
ATAD2,ATAD2,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
YOD1,YOD1,Messenger RNA,0.0,0,1,0.0077823780672803,0.4676367285499247,0.0394736842105263,0.8
RSBN1L,RSBN1L,Messenger RNA,0.0,0,1,0.0008977261436071,0.4298892988929889,0.0197368421052631,1.0
PAM,PAM,Messenger RNA,0.0,0,1,0.0,0.2572927210821754,0.006578947368421,
HMGCS1,HMGCS1,Messenger RNA,6.0,0,1,0.0,0.4055700609225413,0.006578947368421,
PON2,PON2,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
TNFSF15,TNFSF15,Messenger RNA,0.0,0,1,0.0,0.4137931034482758,0.006578947368421,
OAZ2,OAZ2,Messenger RNA,0.0,0,1,5.811379452719616e-09,0.3810821861796374,0.0131578947368421,1.0
UBA6,UBA6,Messenger RNA,0.0,0,1,0.000915393434369,0.4154531946508172,0.0197368421052631,0.3333333333333333
TFAM,TFAM,Messenger RNA,0.0,0,1,0.0,0.3682824025289778,0.006578947368421,
MKRN1,MKRN1,Messenger RNA,0.0,0,1,0.0,0.4226757369614512,0.006578947368421,
XPR1,XPR1,Messenger RNA,0.0,0,1,0.0012445909954253,0.4585861899294735,0.0263157894736842,1.0
CAMK2D,CAMK2D,Messenger RNA,0.0,0,1,0.0002991160643943,0.4202615361491056,0.0131578947368421,1.0
BRPF1,BRPF1,Messenger RNA,0.0,0,1,0.0,0.406041243101946,0.006578947368421,
E2F3,E2F3,Messenger RNA,0.0,0,1,0.0006912906462075,0.438313215237498,0.0197368421052631,0.3333333333333333
XKRX,XKRX,Messenger RNA,0.0,0,1,4.229514257730125e-05,0.3811860940695296,0.0131578947368421,1.0
REST,REST,Messenger RNA,0.0,0,1,0.000798720431967,0.4534544275056762,0.0328947368421052,1.0
PCGF5,PCGF5,Messenger RNA,0.0,0,1,0.0035576323935133,0.47078632766459,0.0328947368421052,1.0
C18orf32,C18orf32,Messenger RNA,0.0,0,1,0.0,0.406041243101946,0.006578947368421,
PCDHA6,PCDHA6,Messenger RNA,0.0,0,1,0.0002837818288715,0.4642975755562936,0.0131578947368421,1.0
REXO1,REXO1,Messenger RNA,0.0,0,1,0.0,0.4010902309568211,0.006578947368421,
TMEM178B,TMEM178B,Messenger RNA,0.0,0,1,0.0008604190498894,0.4447979637289214,0.0197368421052631,1.0
ESR1,ESR1,Messenger RNA,0.0,0,1,0.0070609010576537,0.4980406127538297,0.0657894736842105,0.9333333333333332
NUMBL,NUMBL,Messenger RNA,0.0,0,1,2.684934628791172e-06,0.257767124550567,0.0131578947368421,1.0
FAM76B,FAM76B,Messenger RNA,0.0,0,1,0.0001388678214099,0.4178123132098028,0.0131578947368421,1.0
NPAT,NPAT,Messenger RNA,0.0,0,1,2.231246209077866e-05,0.4412182420703803,0.0131578947368421,1.0
UBE2N,UBE2N,Messenger RNA,0.0,0,1,0.0,0.4137931034482758,0.006578947368421,
HIF3A,HIF3A,Messenger RNA,0.0,0,1,0.0002380723964768,0.258912862302065,0.0197368421052631,0.6666666666666666
NAA30,NAA30,Messenger RNA,0.0,0,1,3.227478487427729e-05,0.4261545496113397,0.0131578947368421,1.0
INSYN2B,INSYN2B,Messenger RNA,0.0,0,1,0.0001229255127532,0.4091906922288892,0.0131578947368421,1.0
MOSMO,MOSMO,Messenger RNA,0.0,0,1,0.0019360571295169,0.4537487828627069,0.0394736842105263,0.9333333333333332
TEX2,TEX2,Messenger RNA,0.0,0,1,0.0,0.4055700609225413,0.006578947368421,
ZNF362,ZNF362,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
DOCK6,DOCK6,Messenger RNA,0.0,0,1,0.0,0.2076340412891727,0.006578947368421,
NEK10,NEK10,Messenger RNA,9.0,0,1,0.0006986369176332,0.4594150509365757,0.0263157894736842,1.0
ABHD2,ABHD2,Messenger RNA,0.0,0,1,0.0016947246981618,0.4549300357956394,0.0263157894736842,0.8333333333333334
PAPOLG,PAPOLG,Messenger RNA,0.0,0,1,3.958871587481144e-06,0.4144678327898013,0.0131578947368421,1.0
NCBP3,NCBP3,Messenger RNA,0.0,0,1,0.0020199908954135,0.4515503875968992,0.0263157894736842,0.6666666666666666
PAFAH1B2,PAFAH1B2,Messenger RNA,0.0,0,1,0.0106742031105376,0.4977746127826242,0.0592105263157894,0.8888888888888888
GRB7,GRB7,Messenger RNA,0.0,0,1,0.0,0.406041243101946,0.006578947368421,
RNF40,RNF40,Messenger RNA,0.0,0,1,0.0,0.419630796938316,0.006578947368421,
DCUN1D4,DCUN1D4,Messenger RNA,0.0,0,1,0.0002503184845043,0.4273922347905839,0.0131578947368421,1.0
SLC25A3,SLC25A3,Messenger RNA,0.0,0,1,0.0,0.4161952962191128,0.006578947368421,
MECP2,MECP2,Messenger RNA,0.0,0,1,8.650361055146606e-05,0.4426852438252058,0.0197368421052631,1.0
ZCCHC17,ZCCHC17,Messenger RNA,0.0,0,1,0.0,0.3284774436090225,0.006578947368421,
SRPK1,SRPK1,Messenger RNA,0.0,0,1,4.489057203105293e-05,0.4434575733544805,0.0131578947368421,1.0
DCUN1D5,DCUN1D5,Messenger RNA,0.0,0,1,0.0009892027636789,0.4498069498069498,0.0263157894736842,1.0
ADCY2,ADCY2,Messenger RNA,0.0,0,1,0.0001562972678152,0.4056877539175856,0.0131578947368421,1.0
SLC25A15,SLC25A15,Messenger RNA,0.0,0,1,0.0002991160643943,0.4202615361491056,0.0131578947368421,1.0
DDIAS,DDIAS,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
GPR37L1,GPR37L1,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
CEP128,CEP128,Messenger RNA,0.0,0,1,7.025074583163935e-05,0.4467881112176414,0.0197368421052631,1.0
FNDC3A,FNDC3A,Messenger RNA,0.0,0,1,0.0004949592630136,0.4484362469927826,0.0263157894736842,1.0
RAB22A,RAB22A,Messenger RNA,0.0,0,1,0.0025278647449201,0.4688128772635815,0.0263157894736842,1.0
ARRDC3,ARRDC3,Messenger RNA,0.0,0,1,0.0,0.4161952962191128,0.006578947368421,
OTUD3,OTUD3,Messenger RNA,0.0,0,1,0.0007812074560963,0.4553745928338762,0.0263157894736842,1.0
PRR14L,PRR14L,Messenger RNA,11.0,0,1,0.0005154204632558,0.4290317630811723,0.0197368421052631,1.0
ARID2,ARID2,Messenger RNA,0.0,0,1,0.0,0.3783491204330176,0.006578947368421,
ZBTB41,ZBTB41,Messenger RNA,0.0,0,1,0.0001667166791666,0.4479333546940083,0.0263157894736842,1.0
GRIP1,GRIP1,Messenger RNA,0.0,0,1,0.0,0.419630796938316,0.006578947368421,
KMT2A,KMT2A,Messenger RNA,0.0,0,1,0.0023067771335627,0.4888111888111888,0.0328947368421052,1.0
PPP2CA,PPP2CA,Messenger RNA,0.0,0,1,0.000675699054515,0.4445857847034504,0.0263157894736842,0.8333333333333334
MOB4,MOB4,Messenger RNA,0.0,0,1,0.0,0.4262844945875895,0.006578947368421,
RANBP6,RANBP6,Messenger RNA,0.0,0,1,0.0,0.4010902309568211,0.006578947368421,
TBX4,TBX4,Messenger RNA,0.0,0,1,8.850890499015296e-06,0.2242361055417435,0.0131578947368421,1.0
SLC35A3,SLC35A3,Messenger RNA,0.0,0,1,0.0002358304288455,0.4364658133000312,0.0131578947368421,1.0
ZBTB44,ZBTB44,Messenger RNA,0.0,0,1,0.0016135878527718,0.4688128772635815,0.0263157894736842,1.0
ZNRF3,ZNRF3,Messenger RNA,0.0,0,1,0.0004073174383948,0.44736,0.0197368421052631,1.0
IKBKB,IKBKB,Messenger RNA,0.0,0,1,0.0,0.4262844945875895,0.006578947368421,
TENT2,TENT2,Messenger RNA,0.0,0,1,0.00085653906096,0.4302862419205909,0.0263157894736842,0.8333333333333334
ATP7A,ATP7A,Messenger RNA,0.0,0,1,0.0008595220444204,0.440661938534279,0.0197368421052631,1.0
SFMBT2,SFMBT2,Messenger RNA,0.0,0,1,0.0,0.4137931034482758,0.006578947368421,
HAUS8,HAUS8,Messenger RNA,0.0,0,1,0.0,0.435785536159601,0.006578947368421,
SFXN5,SFXN5,Messenger RNA,0.0,0,1,0.0004038555684105,0.4485801379752928,0.0131578947368421,1.0
PPP6R3,PPP6R3,Messenger RNA,0.0,0,1,0.0001935472124398,0.4492287917737789,0.0131578947368421,1.0
PCDHA3,PCDHA3,Messenger RNA,0.0,0,1,0.0004249555316574,0.4662331165582791,0.0197368421052631,1.0
DMTF1,DMTF1,Messenger RNA,0.0,0,1,4.489057203105293e-05,0.4434575733544805,0.0131578947368421,1.0
MAP3K1,MAP3K1,Messenger RNA,0.0,0,1,0.0,0.4055700609225413,0.006578947368421,
ATOH8,ATOH8,Messenger RNA,0.0,0,1,2.088064731281871e-05,0.224092329886992,0.0131578947368421,1.0
SPOPL,SPOPL,Messenger RNA,0.0,0,1,0.0,0.3783491204330176,0.006578947368421,
