id,label,type
RASGEF1A,RASGEF1A,Messenger RNA
ZBTB6,ZBTB6,Messenger RNA
NCOA2,NCOA2,Messenger RNA
TBC1D4,TBC1D4,Messenger RNA
MYCN,MYCN,Messenger RNA
LMNB1,LMNB1,Messenger RNA
BET1L,BET1L,Messenger RNA
FAM81A,FAM81A,Messenger RNA
EGLN3,EGLN3,Messenger RNA
STXBP5,STXBP5,Messenger RNA
PRKCH,PRKCH,Messenger RNA
CMPK2,CMPK2,Messenger RNA
BEST3,BEST3,Messenger RNA
RAB18,RAB18,Messenger RNA
CPEB2,CPEB2,Messenger RNA
GATA6,GATA6,Messenger RNA
YWHAG,YWHAG,Messenger RNA
YWHAQ,YWHAQ,Messenger RNA
C15orf61,C15orf61,Messenger RNA
TENT5C,TENT5C,Messenger RNA
DDIAS,DDIAS,Messenger RNA
FAM177A1,FAM177A1,Messenger RNA
UBE2Z,UBE2Z,Messenger RNA
ARAP2,ARAP2,Messenger RNA
DLG2,DLG2,Messenger RNA
PDF,PDF,Messenger RNA
GRAMD2A,GRAMD2A,Messenger RNA
BMPER,BMPER,Messenger RNA
ANKS1A,ANKS1A,Messenger RNA
TNFSF11,TNFSF11,Messenger RNA
SALL1,SALL1,Messenger RNA
HAS2,HAS2,Messenger RNA
WDR37,WDR37,Messenger RNA
SMIM14,SMIM14,Messenger RNA
IFFO2,IFFO2,Messenger RNA
ETNK2,ETNK2,Messenger RNA
ARRDC3,ARRDC3,Messenger RNA
ZNRF3,ZNRF3,Messenger RNA
NCKAP5,NCKAP5,Messenger RNA
TBC1D22B,TBC1D22B,Messenger RNA
INTS8,INTS8,Messenger RNA
PPP6C,PPP6C,Messenger RNA
USP44,USP44,Messenger RNA
SERAC1,SERAC1,Messenger RNA
VANGL1,VANGL1,Messenger RNA
ACBD3,ACBD3,Messenger RNA
VAV3,VAV3,Messenger RNA
RHOBTB1,RHOBTB1,Messenger RNA
GSTO2,GSTO2,Messenger RNA
PCTP,PCTP,Messenger RNA
GHR,GHR,Messenger RNA
ITGA10,ITGA10,Messenger RNA
TFCP2L1,TFCP2L1,Messenger RNA
PCDHA11,PCDHA11,Messenger RNA
IGF1,IGF1,Messenger RNA
SLC4A8,SLC4A8,Messenger RNA
RPUSD2,RPUSD2,Messenger RNA
PAX2,PAX2,Messenger RNA
PDZD4,PDZD4,Messenger RNA
LRP6,LRP6,Messenger RNA
DMXL1,DMXL1,Messenger RNA
PPM1K,PPM1K,Messenger RNA
FDXR,FDXR,Messenger RNA
VPS18,VPS18,Messenger RNA
RBL1,RBL1,Messenger RNA
ACTB,ACTB,Messenger RNA
PLXNB1,PLXNB1,Messenger RNA
GNS,GNS,Messenger RNA
MCTP2,MCTP2,Messenger RNA
RASA1,RASA1,Messenger RNA
KCMF1,KCMF1,Messenger RNA
BHLHE41,BHLHE41,Messenger RNA
TRUB1,TRUB1,Messenger RNA
ARHGEF3,ARHGEF3,Messenger RNA
EPN2,EPN2,Messenger RNA
ERI2,ERI2,Messenger RNA
CCDC71L,CCDC71L,Messenger RNA
GALNTL6,GALNTL6,Messenger RNA
HMGCR,HMGCR,Messenger RNA
IPO9,IPO9,Messenger RNA
SRPK2,SRPK2,Messenger RNA
JAM2,JAM2,Messenger RNA
TMCC1,TMCC1,Messenger RNA
COL12A1,COL12A1,Messenger RNA
RNF43,RNF43,Messenger RNA
ANAPC15,ANAPC15,Messenger RNA
DEUP1,DEUP1,Messenger RNA
LDOC1,LDOC1,Messenger RNA
BEST1,BEST1,Messenger RNA
SYTL4,SYTL4,Messenger RNA
SUFU,SUFU,Messenger RNA
TTC7B,TTC7B,Messenger RNA
ZNF24,ZNF24,Messenger RNA
CXADR,CXADR,Messenger RNA
SPCS3,SPCS3,Messenger RNA
KCNK12,KCNK12,Messenger RNA
LYSMD2,LYSMD2,Messenger RNA
LONRF2,LONRF2,Messenger RNA
PIAS4,PIAS4,Messenger RNA
TGIF1,TGIF1,Messenger RNA
MAPK1IP1L,MAPK1IP1L,Messenger RNA
TBL1X,TBL1X,Messenger RNA
INSIG2,INSIG2,Messenger RNA
MAML3,MAML3,Messenger RNA
ISY1,ISY1,Messenger RNA
EIF4EBP2,EIF4EBP2,Messenger RNA
RSPO3,RSPO3,Messenger RNA
LCOR,LCOR,Messenger RNA
SCN2A,SCN2A,Messenger RNA
TPM4,TPM4,Messenger RNA
HBEGF,HBEGF,Messenger RNA
ZBTB41,ZBTB41,Messenger RNA
GNAI3,GNAI3,Messenger RNA
SOS2,SOS2,Messenger RNA
RGS17,RGS17,Messenger RNA
SEC31B,SEC31B,Messenger RNA
CLIC5,CLIC5,Messenger RNA
TRPM6,TRPM6,Messenger RNA
FBXW4,FBXW4,Messenger RNA
RAB35,RAB35,Messenger RNA
AMOTL1,AMOTL1,Messenger RNA
DENND1A,DENND1A,Messenger RNA
DDX6,DDX6,Messenger RNA
RPS6KB1,RPS6KB1,Messenger RNA
ELMOD3,ELMOD3,Messenger RNA
DKK3,DKK3,Messenger RNA
CSF1,CSF1,Messenger RNA
ANGPTL2,ANGPTL2,Messenger RNA
RPGRIP1L,RPGRIP1L,Messenger RNA
MTUS1,MTUS1,Messenger RNA
MTMR3,MTMR3,Messenger RNA
PDP2,PDP2,Messenger RNA
NUP43,NUP43,Messenger RNA
PCM1,PCM1,Messenger RNA
ITPR3,ITPR3,Messenger RNA
TGIF2,TGIF2,Messenger RNA
USP31,USP31,Messenger RNA
SMIM3,SMIM3,Messenger RNA
MYO9A,MYO9A,Messenger RNA
ZFP91,ZFP91,Messenger RNA
NREP,NREP,Messenger RNA
CPD,CPD,Messenger RNA
CDH3,CDH3,Messenger RNA
EIF4G2,EIF4G2,Messenger RNA
ZNF282,ZNF282,Messenger RNA
YAF2,YAF2,Messenger RNA
BCL2L1,BCL2L1,Messenger RNA
RGS7,RGS7,Messenger RNA
RCVRN,RCVRN,Messenger RNA
SEC24A,SEC24A,Messenger RNA
SLC35F2,SLC35F2,Messenger RNA
ZBTB12,ZBTB12,Messenger RNA
VDAC1,VDAC1,Messenger RNA
ACTR3,ACTR3,Messenger RNA
TRAF3,TRAF3,Messenger RNA
NRXN1,NRXN1,Messenger RNA
ZEB1,ZEB1,Messenger RNA
ETV1,ETV1,Messenger RNA
ERG,ERG,Messenger RNA
H3-3B,H3-3B,Messenger RNA
ETV6,ETV6,Messenger RNA
FLI1,FLI1,Messenger RNA
PHF6,PHF6,Messenger RNA
PARM1,PARM1,Messenger RNA
MSI2,MSI2,Messenger RNA
PDCD4,PDCD4,Messenger RNA
SLC25A15,SLC25A15,Messenger RNA
C16orf72,C16orf72,Messenger RNA
SEPTIN8,SEPTIN8,Messenger RNA
ARF6,ARF6,Messenger RNA
NUDCD3,NUDCD3,Messenger RNA
SNX3,SNX3,Messenger RNA
PIGV,PIGV,Messenger RNA
ZNF48,ZNF48,Messenger RNA
ATXN7L1,ATXN7L1,Messenger RNA
OLR1,OLR1,Messenger RNA
SNCG,SNCG,Messenger RNA
VAMP3,VAMP3,Messenger RNA
STRN,STRN,Messenger RNA
STX5,STX5,Messenger RNA
ERO1B,ERO1B,Messenger RNA
PTPRA,PTPRA,Messenger RNA
TPRG1L,TPRG1L,Messenger RNA
POLR2F,POLR2F,Messenger RNA
WASL,WASL,Messenger RNA
ANKH,ANKH,Messenger RNA
STAG2,STAG2,Messenger RNA
ANKRD52,ANKRD52,Messenger RNA
WDR55,WDR55,Messenger RNA
GPRIN3,GPRIN3,Messenger RNA
VTI1B,VTI1B,Messenger RNA
USP46,USP46,Messenger RNA
NR2C2,NR2C2,Messenger RNA
GBA2,GBA2,Messenger RNA
DIO2,DIO2,Messenger RNA
EIF4H,EIF4H,Messenger RNA
PANK2,PANK2,Messenger RNA
PHIP,PHIP,Messenger RNA
TMEM87B,TMEM87B,Messenger RNA
EGR1,EGR1,Messenger RNA
PSMF1,PSMF1,Messenger RNA
NCS1,NCS1,Messenger RNA
PLA2G2C,PLA2G2C,Messenger RNA
CYLD,CYLD,Messenger RNA
TSHZ2,TSHZ2,Messenger RNA
STEAP3,STEAP3,Messenger RNA
ABRAXAS2,ABRAXAS2,Messenger RNA
CYSLTR1,CYSLTR1,Messenger RNA
ABI2,ABI2,Messenger RNA
ACVR2A,ACVR2A,Messenger RNA
RLIM,RLIM,Messenger RNA
PSKH1,PSKH1,Messenger RNA
POLR1C,POLR1C,Messenger RNA
NFYA,NFYA,Messenger RNA
FOXJ3,FOXJ3,Messenger RNA
ODF2L,ODF2L,Messenger RNA
VMP1,VMP1,Messenger RNA
PTBP1,PTBP1,Messenger RNA
ZMYM4,ZMYM4,Messenger RNA
ADRB2,ADRB2,Messenger RNA
DCTN5,DCTN5,Messenger RNA
