accession_id,mirna_name,gene_name,correlation,pvalue
MIMAT0000753,hsa-miR-342-3p,TBX18,-0.3267753259345187,3.018339607657068e-07
MIMAT0000753,hsa-miR-342-3p,FLNC,-0.4176820558547016,3.965177109486909e-11
MIMAT0000753,hsa-miR-342-3p,PDGFRA,-0.3767649375833232,3.119764925008322e-09
MIMAT0000753,hsa-miR-342-3p,SLC41A2,-0.3274797859999653,2.845318634006805e-07
MIMAT0000753,hsa-miR-342-3p,TACC1,-0.3640251398098931,1.0793059698903615e-08
MIMAT0000753,hsa-miR-342-3p,FRMD4A,-0.424571913361151,1.7904344876041074e-11
MIMAT0000753,hsa-miR-342-3p,EDA,-0.3447222847447063,6.401067300630082e-08
MIMAT0000753,hsa-miR-342-3p,JCAD,-0.3605288103606489,1.5032177790743348e-08
MIMAT0000753,hsa-miR-342-3p,PLEKHM3,-0.3947785535678053,4.911936114425104e-10
MIMAT0000753,hsa-miR-342-3p,DNM3,-0.3481982423117201,4.686238289003437e-08
MIMAT0000759,hsa-miR-148b-3p,CYTH3,-0.3016549941998372,2.252090144647168e-06
MIMAT0000759,hsa-miR-148b-3p,RUNX1T1,-0.3219318442818316,4.511240663830136e-07
MIMAT0000759,hsa-miR-148b-3p,SOBP,-0.404715231874135,1.6874577133445702e-10
MIMAT0000759,hsa-miR-148b-3p,BICC1,-0.3177385425143272,6.352727534443972e-07
MIMAT0000759,hsa-miR-148b-3p,MMP19,-0.3014299132572675,2.2911272680999526e-06
MIMAT0000759,hsa-miR-148b-3p,LRP4,-0.3244510201282593,3.663526116018795e-07
MIMAT0000759,hsa-miR-148b-3p,EGFR,-0.3069162612324047,1.500881597317513e-06
MIMAT0000759,hsa-miR-148b-3p,ADAMTS5,-0.3268976054850494,2.987601346167303e-07
MIMAT0000759,hsa-miR-148b-3p,KIT,-0.3225842754990736,4.275263971741465e-07
MIMAT0000759,hsa-miR-148b-3p,RGMA,-0.3777529130668143,2.827080764158517e-09
MIMAT0000761,hsa-miR-324-5p,ITGA9,-0.3172526706719532,6.607552855086156e-07
MIMAT0000761,hsa-miR-324-5p,NRG2,-0.3208488155512635,4.930692600339151e-07
MIMAT0001413,hsa-miR-20b-5p,SRGAP1,-0.3782799054660041,2.6819990816349507e-09
MIMAT0001536,hsa-miR-429,SLC2A3,-0.3073902297557006,1.446442616457504e-06
MIMAT0001536,hsa-miR-429,KLF6,-0.3201657374863653,5.214150512042911e-07
MIMAT0001536,hsa-miR-429,FERMT2,-0.3243708554807209,3.6879793529293337e-07
MIMAT0001536,hsa-miR-429,PCSK5,-0.3874692677943799,1.0541300418057156e-09
MIMAT0001536,hsa-miR-429,PLS3,-0.3561797704174386,2.2573240841646496e-08
MIMAT0001536,hsa-miR-429,RAPGEF2,-0.3007806413075471,2.407373617134307e-06
MIMAT0001536,hsa-miR-429,QKI,-0.3670886212926571,8.047409001800402e-09
MIMAT0001536,hsa-miR-429,NR3C1,-0.3465110289661859,5.454632437195172e-08
MIMAT0001536,hsa-miR-429,PLPPR4,-0.3309292222854544,2.12648789128674e-07
MIMAT0001536,hsa-miR-429,WIPF3,-0.3044241390653946,1.8207616266532525e-06
MIMAT0001536,hsa-miR-429,FAM126A,-0.3667381136534757,8.323583476397487e-09
MIMAT0001536,hsa-miR-429,DOCK4,-0.3004278702148657,2.4728646964337418e-06
MIMAT0001536,hsa-miR-429,PRDM16,-0.3874383055717437,1.057503543906275e-09
MIMAT0001536,hsa-miR-429,SLC16A2,-0.3015381252488875,2.2722797459729706e-06
MIMAT0001536,hsa-miR-429,CCDC82,-0.3807698633931817,2.088351526519472e-09
MIMAT0001536,hsa-miR-429,ZC3H12C,-0.3424478539657242,7.833966661772076e-08
MIMAT0001536,hsa-miR-429,LATS2,-0.3174063317000536,6.525924852917167e-07
MIMAT0001536,hsa-miR-429,ADAMTS3,-0.3729507675619287,4.549415905256382e-09
MIMAT0001536,hsa-miR-429,PALM2AKAP2,-0.3671286597295565,8.016429987378609e-09
MIMAT0001536,hsa-miR-429,SHROOM4,-0.3252062520560277,3.440641614158326e-07
MIMAT0001536,hsa-miR-429,KCNB1,-0.328378478548182,2.6383436515376184e-07
MIMAT0001536,hsa-miR-429,PLPP3,-0.3100684765482971,1.172487958099918e-06
MIMAT0001536,hsa-miR-429,ZCCHC24,-0.3593925844486382,1.6726621607622042e-08
MIMAT0001536,hsa-miR-429,ZMAT3,-0.3038387121907301,1.9048119059166424e-06
MIMAT0001536,hsa-miR-429,MAF,-0.3034567238603112,1.961631941539973e-06
MIMAT0001536,hsa-miR-429,TCF4,-0.3087288120920408,1.3026722480753827e-06
MIMAT0002819,hsa-miR-193b-3p,RUNX1T1,-0.3011562183902652,2.339463391578605e-06
MIMAT0002819,hsa-miR-193b-3p,CBX7,-0.3309317485326454,2.1260316389411895e-07
MIMAT0002819,hsa-miR-193b-3p,KIT,-0.41716696677459,4.2049854974284906e-11
MIMAT0002819,hsa-miR-193b-3p,CSRNP3,-0.3528966185916858,3.0559576850290054e-08
MIMAT0002819,hsa-miR-193b-3p,ST6GALNAC3,-0.3122046657236103,9.902133069053622e-07
MIMAT0002821,hsa-miR-181d-5p,CASP10,-0.3316709261623513,1.9964857949211722e-07
MIMAT0003393,hsa-miR-425-5p,PPP2CB,-0.3102167269768166,1.1588690432998614e-06
MIMAT0003393,hsa-miR-425-5p,EPC1,-0.3644023571824644,1.0411623651208924e-08
MIMAT0003393,hsa-miR-425-5p,MIDEAS,-0.3086671312568173,1.3089863348987429e-06
MIMAT0022834,hsa-miR-365b-3p,MEF2D,-0.3029394705403673,2.041148389848457e-06
