accession_id,mirna_name,gene_name,mirtarbase,correlation,pvalue,qvalue
MIMAT0000065,hsa-let-7d-5p,BIN3,MIRT032138,-0.011702201541773732,0.4495280716115087,0.8129418484592226
MIMAT0000065,hsa-let-7d-5p,ABCC5,,-0.046461559830543786,0.30716375430021237,0.6934809213482558
MIMAT0000065,hsa-let-7d-5p,LIPH,,-0.11201472324466975,0.11160176835861896,0.43426589806767335
MIMAT0000065,hsa-let-7d-5p,SLC10A7,MIRT032174,0.001041739009653448,0.5045048546254535,0.8543089980287634
MIMAT0000065,hsa-let-7d-5p,C2orf88,,-0.13490196350802247,0.07091189084957146,0.3522832912255348
MIMAT0000065,hsa-let-7d-5p,EIF4G2,MIRT032105,-0.10825751788318633,0.11960742565274882,0.4490509876111228
MIMAT0000065,hsa-let-7d-5p,ZNF391,,0.004965622612681435,0.5214633585504294,0.8657549303610367
MIMAT0000065,hsa-let-7d-5p,SREK1,MIRT032150,-0.08391554969095076,0.181085615496836,0.5444073100912254
MIMAT0000065,hsa-let-7d-5p,FAM222B,MIRT557967,-0.04639905548996457,0.30740225000979626,0.6936961100474169
MIMAT0000065,hsa-let-7d-5p,VAV3,,-0.0644141954302382,0.24228763114768692,0.6234991553143594
MIMAT0000065,hsa-let-7d-5p,ZNF275,,-0.10083339120772275,0.1365812892042896,0.47732725766140904
MIMAT0000065,hsa-let-7d-5p,E2F5,,0.1111535523300229,0.886597610232368,0.9999999999999991
MIMAT0000065,hsa-let-7d-5p,ACP3,,0.04610736856726161,0.6914837079957077,0.9637977037097637
MIMAT0000065,hsa-let-7d-5p,IGLON5,,0.009966004465663479,0.5430148805349507,0.8805143809028865
MIMAT0000065,hsa-let-7d-5p,FBXO45,,0.04451003541912632,0.6853523158806152,0.9606227338269759
MIMAT0000065,hsa-let-7d-5p,IGF1,,-0.1174039863879436,0.10079119612642123,0.41582049837946045
MIMAT0000065,hsa-let-7d-5p,KCNC1,,-0.16483174959465346,0.03600391296624374,0.2548564465108818
MIMAT0000065,hsa-let-7d-5p,NCBP3,,-0.07448794098202244,0.20938475232557646,0.5833629279388061
MIMAT0000065,hsa-let-7d-5p,ADCY9,MIRT032153,0.05252448086672685,0.7155756638595263,0.9765312493516782
